date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyBasicAverageShares,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedEPS,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyTaxProvision,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation
2017-06-30,36298000000.0,27471000000.0,590200000.0,1765000000.0,6142000000.0,36991000000.0,1289000000.0,28133000000.0,802000000.0,78510000000.0,3235000000.0,41519000000.0,-142000000.0,720000000.0,64431000000.0,381000000.0,,1722000000.0,3400000000.0,0.0,803000000,802000000.0,1.35,-244000000.0,29000000.0,9388000000.0,,23815000000.0,1533000000.0,2149000000.0,10232000000.0,-54000000.0,15595000000.0,7931000000.0,-454000000.0,5197000000.0,9472000000.0,5316000000.0,1159000000.0,-3000000.0,14009000000.0,188000000.0,595400000.0,-2248000000.0,,0.0,10232000000.0,10232000000.0,98000000.0,13377000000.0,121000000.0,2232000000.0,-89000000.0,671000000.0,5778000000.0,-1471000000.0,-1570000000.0,102000000.0,453000000.0,11331000000,2380000000.0,-615000000.0,1251000000,,361000000.0,760000000.0,1787000000.0,14420000000.0,186000000.0,1.36,2000000000,,,,,,
2017-09-30,36960000000.0,28530000000.0,592900000.0,727000000.0,6196000000.0,37185000000.0,1237000000.0,25903000000.0,1059000000.0,78560000000.0,3152000000.0,41375000000.0,-387000000.0,723000000.0,62863000000.0,258000000.0,,1811000000.0,3617000000.0,-1000000.0,1061000000,1059000000.0,1.77,-801000000.0,64000000.0,10212000000.0,,24835000000.0,1510000000.0,2040000000.0,9591000000.0,-289000000.0,15675000000.0,7796000000.0,-461000000.0,5447000000.0,10232000000.0,5460000000.0,1523000000.0,-26000000.0,15627000000.0,90000000.0,600100000.0,-1995000000.0,,0.0,9591000000.0,9591000000.0,244000000.0,11089000000.0,118000000.0,2175000000.0,-13000000.0,-649000000.0,6113000000.0,-1233000000.0,-1619000000.0,270000000.0,455000000.0,11413000000,1240000000.0,-513000000.0,1577000000,,470000000.0,-641000000.0,1744000000.0,14187000000.0,105000000.0,1.79,2364000000,,,,,,
2017-12-31,36265000000.0,26301000000.0,596400000.0,-158000000.0,6200000000.0,36244000000.0,1606000000.0,26931000000.0,-1299000000.0,76962000000.0,4053000000.0,40718000000.0,-454000000.0,724000000.0,63196000000.0,107000000.0,,2027000000.0,3845000000.0,-2000000.0,-1299000000,-1299000000.0,-2.18,194000000.0,119000000.0,10018000000.0,,23410000000.0,1193000000.0,2684000000.0,8261000000.0,-526000000.0,16193000000.0,9051000000.0,-464000000.0,5779000000.0,9591000000.0,5593000000.0,1111000000.0,-12000000.0,13697000000.0,-169000000.0,596400000.0,-2164000000.0,-17383000000.0,0.0,8261000000.0,8261000000.0,501000000.0,11031000000.0,169000000.0,2111000000.0,-696000000.0,-552000000.0,6487000000.0,-1192000000.0,-1343000000.0,213000000.0,579000000.0,12896000000,541000000.0,-699000000.0,1161000000,31538000000.0,2418000000.0,-1330000000.0,1975000000.0,14155000000.0,154000000.0,-2.18,2004000000,,,,,,
2018-03-31,35340000000.0,27929000000.0,598000000.0,178000000.0,6376000000.0,37357000000.0,1276000000.0,27402000000.0,1665000000.0,78014000000.0,3942000000.0,40657000000.0,-197000000.0,681000000.0,62742000000.0,486000000.0,,2156000000.0,4127000000.0,-3000000.0,1667000000,1665000000.0,2.74,-803000000.0,127000000.0,10947000000.0,,23165000000.0,1399000000.0,2019000000.0,7927000000.0,-800000000.0,16666000000.0,8732000000.0,-467000000.0,5025000000.0,8320000000.0,5640000000.0,2134000000.0,-340000000.0,15206000000.0,135000000.0,608000000.0,-2409000000.0,,,7888000000.0,,89000000.0,12150000000.0,101000000.0,2163000000.0,-326000000.0,-1561000000.0,6938000000.0,-1016000000.0,-538000000.0,149000000.0,443000000.0,12859000000,935000000.0,-757000000.0,2108000000,,472000000.0,-393000000.0,1890000000.0,13912000000.0,148000000.0,2.78,2916000000,-500000000.0,,,,,
2018-06-30,35745000000.0,28657000000.0,596200000.0,1377000000.0,6249000000.0,38641000000.0,1440000000.0,28300000000.0,1707000000.0,78987000000.0,3954000000.0,40346000000.0,-121000000.0,686000000.0,64045000000.0,59000000.0,,2278000000.0,4407000000.0,-1000000.0,1705000000,1707000000.0,2.82,-405000000.0,121000000.0,11255000000.0,,23699000000.0,1378000000.0,2240000000.0,8694000000.0,-1268000000.0,16897000000.0,9604000000.0,-466000000.0,5239000000.0,7927000000.0,5746000000.0,2186000000.0,-8000000.0,14879000000.0,-728000000.0,604200000.0,-2027000000.0,,,8654000000.0,,79000000.0,12470000000.0,102000000.0,2039000000.0,-377000000.0,-541000000.0,6831000000.0,-1496000000.0,-35000000.0,107000000.0,462000000.0,14011000000,2148000000.0,-771000000.0,2167000000,,490000000.0,767000000.0,1871000000.0,13752000000.0,298000000.0,2.86,2974000000,-750000000.0,,,,,
2018-09-30,36286000000.0,30384000000.0,592100000.0,791000000.0,6233000000.0,38508000000.0,1299000000.0,26087000000.0,1727000000.0,78263000000.0,3799000000.0,39755000000.0,-99000000.0,698000000.0,62373000000.0,5000000.0,,2278000000.0,4303000000.0,-28000000.0,1727000000,1727000000.0,2.88,-614000000.0,102000000.0,11814000000.0,,25441000000.0,1491000000.0,2168000000.0,8046000000.0,-346000000.0,16852000000.0,9207000000.0,-511000000.0,5555000000.0,8694000000.0,5715000000.0,2135000000.0,-9000000.0,15850000000.0,-27000000.0,599400000.0,-1206000000.0,,,8007000000.0,,195000000.0,10332000000.0,102000000.0,1976000000.0,-22000000.0,-1217000000.0,6842000000.0,-1568000000.0,-1645000000.0,36000000.0,479000000.0,13510000000,1392000000.0,-601000000.0,2135000000,,415000000.0,-648000000.0,1867000000.0,13607000000.0,184000000.0,2.92,2935000000,-750000000.0,,,,,
2018-12-31,36211000000.0,30427000000.0,581400000.0,1296000000.0,6217000000.0,38603000000.0,1463000000.0,28218000000.0,1048000000.0,78509000000.0,3756000000.0,39906000000.0,-89000000.0,701000000.0,64429000000.0,159000000.0,,2332000000.0,4166000000.0,-22000000.0,1049000000,1048000000.0,1.78,243000000.0,-417000000.0,11529000000.0,,25000000000.0,1243000000.0,2283000000.0,7890000000.0,-798000000.0,17452000000.0,10176000000.0,-507000000.0,5957000000.0,8046000000.0,5827000000.0,1367000000.0,-35000000.0,14039000000.0,-172000000.0,587600000.0,-2187000000.0,-16207000000.0,,7857000000.0,,79000000.0,11553000000.0,99000000.0,1897000000.0,-894000000.0,-758000000.0,7051000000.0,-1684000000.0,-1432000000.0,21000000.0,466000000.0,14342000000,2083000000.0,-787000000.0,1883000000,29781000000.0,321000000.0,-156000000.0,1919000000.0,13574000000.0,376000000.0,1.8,2167000000,-1798000000.0,,,,,
2019-03-31,35860000000.0,32435000000.0,572400000.0,574000000.0,6191000000.0,39126000000.0,1319000000.0,27388000000.0,1881000000.0,78726000000.0,4179000000.0,39600000000.0,-107000000.0,641000000.0,63248000000.0,355000000.0,,3142000000.0,4273000000.0,-1000000.0,1884000000,1881000000.0,3.25,-813000000.0,160000000.0,12340000000.0,,24240000000.0,1354000000.0,2066000000.0,7158000000.0,-181000000.0,17893000000.0,9193000000.0,-494000000.0,4946000000.0,7890000000.0,5804000000.0,2264000000.0,-2000000.0,15437000000.0,209000000.0,578800000.0,-2567000000.0,,,7128000000.0,,57000000.0,11542000000.0,103000000.0,1807000000.0,-150000000.0,-1492000000.0,7198000000.0,-1588000000.0,-1675000000.0,,435000000.0,13466000000,1121000000.0,-547000000.0,2207000000,,387000000.0,-732000000.0,2348000000.0,13259000000.0,88000000.0,3.29,3008000000,-756000000.0,,,,,
2019-06-30,36574000000.0,32981000000.0,567800000.0,1910000000.0,6211000000.0,39789000000.0,1309000000.0,27735000000.0,1620000000.0,79187000000.0,4362000000.0,39398000000.0,-136000000.0,647000000.0,64309000000.0,-221000000.0,,3194000000.0,4299000000.0,-1000000.0,1619000000,1620000000.0,2.83,326000000.0,68000000.0,12007000000.0,,24764000000.0,1263000000.0,2086000000.0,7459000000.0,-898000000.0,18535000000.0,10133000000.0,-492000000.0,5200000000.0,7158000000.0,5822000000.0,2178000000.0,-1000000.0,14837000000.0,-409000000.0,573100000.0,-2334000000.0,,,7429000000.0,,113000000.0,11514000000.0,103000000.0,1733000000.0,,-30000000.0,7022000000.0,-1499000000.0,-1376000000.0,,441000000.0,14432000000,2588000000.0,-678000000.0,2213000000,,565000000.0,301000000.0,2157000000.0,13172000000.0,352000000.0,2.85,2928000000,-1349000000.0,,,,,
2019-09-30,35799000000.0,34477000000.0,556300000.0,138000000.0,6142000000.0,39160000000.0,1251000000.0,27201000000.0,1494000000.0,77993000000.0,4311000000.0,38833000000.0,-182000000.0,645000000.0,63000000000.0,-803000000.0,,3242000000.0,4000000000.0,0.0,1494000000,1494000000.0,2.66,-189000000.0,88000000.0,12180000000.0,,25588000000.0,1309000000.0,1980000000.0,7936000000.0,-275000000.0,17467000000.0,8758000000.0,-578000000.0,5245000000.0,7459000000.0,5951000000.0,2005000000.0,-3000000.0,14952000000.0,37000000.0,561200000.0,-1161000000.0,,,7906000000.0,,111000000.0,12318000000.0,103000000.0,1630000000.0,,-1557000000.0,6141000000.0,-1783000000.0,20000000.0,20000000.0,431000000.0,12758000000,769000000.0,-631000000.0,2020000000,,518000000.0,477000000.0,2188000000.0,12842000000.0,187000000.0,2.69,2753000000,-1178000000.0,,,,,
2019-12-31,37203000000.0,34437000000.0,550300000.0,1621000000.0,6196000000.0,39193000000.0,1283000000.0,26621000000.0,1098000000.0,78453000000.0,4323000000.0,39260000000.0,-172000000.0,644000000.0,63824000000.0,-356000000.0,,3340000000.0,3844000000.0,-1000000.0,1097000000,1098000000.0,1.97,950000000.0,-373000000.0,11266000000.0,,26281000000.0,1187000000.0,1994000000.0,8292000000.0,-574000000.0,17904000000.0,9300000000.0,-568000000.0,5379000000.0,7936000000.0,5935000000.0,1365000000.0,-41000000.0,14588000000.0,-220000000.0,556100000.0,-2235000000.0,,,8284000000.0,,293000000.0,11376000000.0,112000000.0,1565000000.0,,149000000.0,5957000000.0,-1567000000.0,-1507000000.0,179000000.0,386000000.0,13144000000,2434000000.0,-813000000.0,1850000000,,276000000.0,356000000.0,2155000000.0,12904000000.0,48000000.0,2.0,2121000000,-764000000.0,,,,,
