,trailingPretaxIncome,annualNonCurrentDeferredRevenue,annualGoodwill,annualTotalAssets,trailingCashDividendsPaid,annualNetIncome,trailingNetIncome,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualCashDividendsPaid,quarterlyLongTermDebt,annualLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualPretaxIncome,annualBasicAverageShares,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,annualOtherNonCashItems,trailingChangeInWorkingCapital,trailingChangeInAccountPayable,annualPurchaseOfInvestment,annualBasicEPS,annualStockholdersEquity,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedAverageShares,annualDepreciationAndAmortization,trailingStockBasedCompensation,quarterlyNetIncomeCommonStockholders,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualAccountsPayable,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,annualOtherShortTermInvestments,trailingEndCashPosition,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,annualOtherNonCurrentAssets,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherFinancingCharges,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualInterestExpense,annualBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyChangeInInventory,annualCurrentAssets,trailingCapitalExpenditure,quarterlyDilutedEPS,annualGrossPPE,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,quarterlyGrossProfit,quarterlyAccountsPayable,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualRepaymentOfDebt,annualTotalNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingExpense,trailingGrossProfit,trailingRepaymentOfDebt,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,trailingDeferredIncomeTax,annualCapitalExpenditure,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingInterestExpense,quarterlyNetOtherInvestingChanges,quarterlyTaxProvision,annualTaxProvision,annualInventory,trailingTaxProvision,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualStockBasedCompensation,annualCurrentDebt,quarterlyNetPPE,annualCapitalStock,annualOtherCurrentAssets,annualCostOfRevenue,annualTotalRevenue,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,trailingChangeInInventory,trailingDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyBasicEPS,annualNetOtherFinancingCharges,annualGrossProfit,annualNonCurrentDeferredTaxesLiabilities,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualFreeCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingOtherNonCashItems,quarterlyPretaxIncome,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualChangeInWorkingCapital,annualPurchaseOfBusiness,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,quarterlyOperatingCashFlow,annualDilutedAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,trailingCostOfRevenue,quarterlyCapitalExpenditure,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualDilutedEPS,quarterlyIncomeTaxPayable,annualChangeInInventory,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,trailingFreeCashFlow,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,annualInvestmentsAndAdvances,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOtherIncomeExpense,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyAccountsReceivable,trailingBasicEPS
1075507200,,,,2652709000.0,,301000000.0,,1037409000.0,1000494000.0,2652709000.0,-46883000.0,265337000.0,265337000.0,0.0,,259808000.0,,0.0,479760000.0,334697000.0,1389992000.0,297616000.0,,,331987000.0,521263000.0,14565000.0,,,,0.9,1576920000.0,,391373000.0,-198675000.0,102829000.0,102829000.0,,152399000.0,,102829000.0,-42919000.0,,398278000.0,398278000.0,-52365000.0,66650000.0,,1157141000.0,0.0,,518554000.0,,331987000.0,42488000.0,398278000.0,398278000.0,,383791000.0,16670000.0,743802000.0,-11747000.0,,,,,39285000.0,45725000.0,11270000.0,,11270000.0,989224000.0,-1161000.0,210000.0,673662000.0,0.0,1075789000.0,295232000.0,-29687000.0,398278000.0,-49582000.0,398278000.0,66383000.0,,,121318000.0,,216059000.0,1652215000.0,,,,19850000.0,,301000000.0,,576496000.0,383791000.0,1496866000.0,-56714000.0,,-15907000.0,1000494000.0,-1161000.0,391373000.0,,,168095000.0,-10000000.0,138470000.0,,1576920000.0,,-149362000.0,297616000.0,276960000.0,,0.0,,0.0,66077000.0,178760000.0,1157141000.0,,-4099000.0,,,16670000.0,989224000.0,168095000.0,66383000.0,4853863000.0,6871992000.0,,3785000.0,,,,,224408000.0,,73000.0,2018129000.0,66650000.0,,1037409000.0,369192000.0,,,202834000.0,-1062000.0,,168906000.0,,1496866000.0,30740000.0,,,,301000000.0,347671000.0,337636000.0,-35498000.0,,-52439000.0,,1652215000.0,743802000.0,0.89,45725000.0,-34110000.0,185123000.0,1075789000.0,1966488000.0,,,,,,,,,,,,,,,,,,,,,,,
1083283200,,,,,,,,,1044111000.0,2673769000.0,,261621000.0,,0.0,,-141395000.0,,0.0,,,1235709000.0,288028000.0,,,332269000.0,,,,,,,,,397700000.0,,67849000.0,67849000.0,337257000.0,,,67849000.0,,,,256883000.0,-51031000.0,70648000.0,,1277185000.0,0.0,,,,,,256883000.0,256883000.0,,,16880000.0,,-13319000.0,,,,,39636000.0,,26464000.0,,,,,447000.0,,,1185686000.0,2554000.0,,,,,73738000.0,,,,,-120044000.0,,,0.2,,,-133589000.0,,,512250000.0,510187000.0,,90906000.0,,,,-1108000.0,397700000.0,,,164354000.0,,398278000.0,,1488083000.0,,,,,,,,0.0,40259000.0,,,,-4063000.0,-757849000.0,,,1017647000.0,,,,,334109000.0,2172000.0,,,,,154186000.0,0.2,,,,,943404000.0,,,,-68602000.0,12559000.0,,108108000.0,,,,,,,,53614000.0,,-143978000.0,,-51060000.0,1775496000.0,1629658000.0,853417000.0,,38322000.0,,114550000.0,,1747959000.0,,,,,,,,,,,,,,,,,,,,,,,
1091232000,,,,,,,,,1068363000.0,2655005000.0,,259009000.0,,0.0,,-155418000.0,,0.0,,,1299263000.0,304962000.0,,,335260000.0,,,,,,,,,428854000.0,,71322000.0,71322000.0,330298000.0,,,71322000.0,,,,101465000.0,-73689000.0,76251000.0,,1379543000.0,0.0,,,,,,101465000.0,101465000.0,,,15956000.0,,-13129000.0,,,,,41061000.0,,29317000.0,,,,,-592000.0,,,1116129000.0,-109339000.0,,,,,94637000.0,,,,,-102358000.0,,,0.22,,,-35802000.0,,,536980000.0,440485000.0,,-39578000.0,,,,-1054000.0,428854000.0,,,164191000.0,,256883000.0,,1538876000.0,,,,,,,,0.0,32763000.0,,,,-4356000.0,-794401000.0,,,1039046000.0,,,,,327799000.0,1512000.0,,,,,149187000.0,0.22,,,,,985243000.0,,,,-165942000.0,16458000.0,,104085000.0,,,,,,,,-35589000.0,,-46140000.0,,-73750000.0,1833447000.0,1586642000.0,780869000.0,,19466000.0,,108126000.0,,1836243000.0,,,,,,,,,,,,,,,,,,,,,,,
1099180800,,,,,,,,,1105783000.0,2828017000.0,,321194000.0,,0.0,,-55633000.0,,0.0,,,1325202000.0,336408000.0,,,401868000.0,,,,,,,,,440029000.0,,71126000.0,71126000.0,330313000.0,,,71126000.0,,,,45832000.0,-84660000.0,80674000.0,,1558574000.0,0.0,,,,,,45832000.0,45832000.0,,,14704000.0,,-13116000.0,,,,,42185000.0,,29156000.0,,,,,810000.0,,,1250527000.0,-81868000.0,,,,,100523000.0,,,,,-179031000.0,,,0.22,,,-28971000.0,,,553985000.0,475841000.0,,35905000.0,,,,-1009000.0,440029000.0,,,163785000.0,,101465000.0,,1577490000.0,,,,,,,,0.0,36466000.0,,,,-3892000.0,-828951000.0,,,1076627000.0,,,,,327844000.0,1931000.0,,,,,156141000.0,0.22,,,,,1014969000.0,,,,-110501000.0,-1885000.0,,107592000.0,,,,,,,,2856000.0,,26171000.0,,-84724000.0,1905578000.0,1722234000.0,848659000.0,,21706000.0,,113956000.0,,1879187000.0,,,,,,,,,,,,,,,,,,,,,,,
1107129600,,,,2841004000.0,,344190000.0,,1102457000.0,1110102000.0,2841004000.0,-52682000.0,258462000.0,258462000.0,0.0,42925000.0,239377000.0,,0.0,534757000.0,329376000.0,1537561000.0,333889000.0,247501000.0,,330847000.0,556976000.0,9657000.0,,,-221700000.0,1.04,1684465000.0,,439633000.0,-263047000.0,133893000.0,133893000.0,,164478000.0,,133893000.0,-239758000.0,,232830000.0,232830000.0,-53667000.0,72385000.0,,1376537000.0,0.0,,389736000.0,,330847000.0,22258000.0,232830000.0,275755000.0,,409327000.0,12860000.0,825692000.0,-13118000.0,,42925000.0,,,41596000.0,69616000.0,29264000.0,,29264000.0,1080838000.0,-973000.0,-35000.0,728029000.0,0.0,1156539000.0,286217000.0,-209295000.0,232830000.0,0.0,275755000.0,0.0,,28794000.0,345899000.0,,182037000.0,1730902000.0,,,,25751000.0,-10933000.0,344190000.0,,659977000.0,409327000.0,1706216000.0,-64975000.0,,-207539000.0,1110102000.0,-973000.0,439633000.0,,,164086000.0,0.0,45832000.0,,1684465000.0,,-292172000.0,333889000.0,-113069000.0,,0.0,,25801000.0,81079000.0,190567000.0,1376537000.0,,-195228000.0,,,12860000.0,1080838000.0,164086000.0,0.0,5397735000.0,7660927000.0,,4042000.0,,,,,268515000.0,,630000.0,2263192000.0,72385000.0,,1102457000.0,97564000.0,,,190705000.0,-1381000.0,,214972000.0,,1706216000.0,-154340000.0,,,,344190000.0,368855000.0,332068000.0,-75811000.0,,-82638000.0,,1730902000.0,825692000.0,1.04,69616000.0,-219396000.0,220344000.0,1156539000.0,2197538000.0,,,,,,,,,,,,,,,,,,,,,,,
1114819200,,,,,,,,,1121343000.0,2904538000.0,,256452000.0,,0.0,0.0,3693000.0,,0.0,,,1414480000.0,322742000.0,,,328794000.0,,,,,,,,,456428000.0,,64900000.0,64900000.0,331218000.0,,,64900000.0,,,,236523000.0,-22014000.0,72342000.0,,1465981000.0,0.0,,,,,,236523000.0,236523000.0,5968000.0,,10737000.0,,-13145000.0,-21250000.0,,,,44006000.0,,29346000.0,,,,,391000.0,,,1176572000.0,-10310000.0,,,,,0.0,,,,,-89444000.0,,,0.2,,,-25062000.0,,64175000.0,563349000.0,459742000.0,,60526000.0,,,,-928000.0,456428000.0,,,164071000.0,,232830000.0,,1727966000.0,,,,,,,,0.0,38669000.0,,,,-4722000.0,,,,1091997000.0,,,,,328208000.0,2967000.0,,,,,153543000.0,0.2,,,,,1129626000.0,,,,-60462000.0,3340000.0,,103569000.0,,,,,,,,54751000.0,,-29044000.0,,-65061000.0,,1783195000.0,847778000.0,,54557000.0,,106921000.0,,1977829000.0,,,,,,,,,,,,,,,,,,,,,,,
1122768000,,,,,,,,,1141703000.0,2840366000.0,,255445000.0,,0.0,0.0,-90573000.0,,0.0,,,1474486000.0,347606000.0,,,323181000.0,,,,,,,,,470460000.0,,75558000.0,75558000.0,326340000.0,,,75558000.0,,,,145950000.0,-73833000.0,67736000.0,,1460700000.0,0.0,,,,,,145950000.0,145950000.0,7344000.0,,9561000.0,,-14451000.0,-9000000.0,,,,46310000.0,,20006000.0,,,,,-347000.0,,,1192549000.0,69732000.0,,,,,0.0,,,,,5281000.0,,,0.23,,,-147693000.0,,9000000.0,591530000.0,462697000.0,,1687000.0,,,,-883000.0,470460000.0,,,160630000.0,,236523000.0,,1647817000.0,,,,,,,,0.0,40324000.0,,,,-3461000.0,,,,1121697000.0,,,,,323836000.0,843000.0,,,,,169536000.0,0.23,,,,,1046650000.0,,,,38343000.0,-16789000.0,,115882000.0,,,,,,,,144265000.0,,-161005000.0,,-74533000.0,,1698663000.0,869368000.0,,49504000.0,,121070000.0,,2066016000.0,,,,,,,,,,,,,,,,,,,,,,,
1130716800,,,,,,,,,1186131000.0,2930781000.0,,344436000.0,,0.0,1417000.0,-53181000.0,,0.0,,,1478872000.0,372537000.0,,,406554000.0,,,,,,,,,477404000.0,,64425000.0,64425000.0,321443000.0,,,64425000.0,,,,92769000.0,-76992000.0,62118000.0,,1574567000.0,0.0,,,,,,92769000.0,94186000.0,5321000.0,,8864000.0,,-14403000.0,0.0,,,,47501000.0,,30850000.0,,,,,19000.0,,,1316494000.0,-41554000.0,,,,,0.0,,,,,-113867000.0,,,0.2,,,-87952000.0,,0.0,579016000.0,521087000.0,,41683000.0,,,,-839000.0,477404000.0,,,158437000.0,,145950000.0,,1614287000.0,,,,,,,,0.0,33536000.0,,,,-76249000.0,,,,1155281000.0,,,,,319520000.0,199000.0,,,,,150783000.0,0.2,,,,,1011019000.0,,,,-90166000.0,13742000.0,,97961000.0,,,,,,,,35701000.0,,-11890000.0,,-77255000.0,,1744650000.0,909940000.0,,7452000.0,,101612000.0,,2057888000.0,,,,,,,,,,,,,,,,,,,,,,,
1138665600,,,,2992187000.0,,350155000.0,,1106165000.0,1229262000.0,2992187000.0,-56183000.0,269962000.0,269962000.0,0.0,8850000.0,107840000.0,,0.0,544642000.0,321835000.0,1749575000.0,372920000.0,166850000.0,,337595000.0,561867000.0,6457000.0,,,-149770000.0,1.09,1720795000.0,,498665000.0,-264403000.0,145272000.0,145272000.0,,186824000.0,,145272000.0,-323303000.0,,200609000.0,200609000.0,-91564000.0,67633000.0,,1474414000.0,0.0,,555485000.0,,337595000.0,87230000.0,200609000.0,209459000.0,7593000.0,508386000.0,8785000.0,933797000.0,-14184000.0,-119520000.0,8850000.0,,,49007000.0,43706000.0,37090000.0,,37090000.0,1192172000.0,-794000.0,829000.0,757692000.0,0.0,1271392000.0,253505000.0,-297602000.0,200609000.0,0.0,209459000.0,0.0,,26226000.0,232830000.0,,100153000.0,1762925000.0,,,,8244000.0,-36895000.0,350155000.0,93675000.0,730929000.0,508386000.0,1902957000.0,-16666000.0,,-246510000.0,1229262000.0,-794000.0,498665000.0,,,157840000.0,0.0,92769000.0,,1720795000.0,,-284112000.0,372920000.0,-32221000.0,,0.0,,0.0,81958000.0,194487000.0,1474414000.0,,-162078000.0,,,8785000.0,1192172000.0,157840000.0,0.0,6117413000.0,8582237000.0,,2448000.0,,,,,283830000.0,,892000.0,2464824000.0,67633000.0,,1106165000.0,271373000.0,,,116090000.0,7951000.0,,227230000.0,,1902957000.0,3805000.0,,,,350155000.0,320768000.0,324133000.0,-121364000.0,,-67263000.0,,1762925000.0,933797000.0,1.08,43706000.0,-97877000.0,232264000.0,1271392000.0,2480504000.0,,,,,,,,,,,,,,,,,,,,,,,
1146355200,,,,,,,,,1254712000.0,3063467000.0,,333471000.0,,0.0,18825000.0,-128733000.0,,0.0,,,1567113000.0,379218000.0,,,397161000.0,,,,,,,,,502989000.0,,47670000.0,47670000.0,315233000.0,,,47670000.0,,,,71876000.0,-92084000.0,63690000.0,,1636118000.0,0.0,,,,,,71876000.0,90701000.0,7247000.0,,8800000.0,,-15686000.0,-21285000.0,,,,48778000.0,,42326000.0,,,,,1530000.0,,,1376653000.0,-93218000.0,,,,,0.0,,,,,-161704000.0,,,0.15,,,-79947000.0,,6000000.0,584274000.0,569447000.0,,69467000.0,,,,-740000.0,502989000.0,,,155859000.0,,200609000.0,,1686814000.0,,,,,,,,0.0,28818000.0,,,,-53864000.0,,,,1212386000.0,,,,,313997000.0,-1461000.0,,,,,132513000.0,0.15,,,,,1060427000.0,,,,-116705000.0,5602000.0,,76488000.0,,,,,,,,-16116000.0,,-20533000.0,,-77102000.0,,1808755000.0,979492000.0,,22027000.0,,81285000.0,,2151387000.0,,,,,,,,,,,,,,,,,,,,,,,
1154304000,,,,,,,,,1291317000.0,3245197000.0,,516537000.0,,0.0,21530000.0,14476000.0,,0.0,,,1639519000.0,387869000.0,,,579068000.0,,,,,,,,,530957000.0,,45468000.0,45468000.0,312594000.0,,,45468000.0,,,,86352000.0,-84418000.0,62531000.0,,1735031000.0,0.0,,,,,,86352000.0,107882000.0,8873000.0,,9167000.0,,-15597000.0,-9789000.0,,,,48702000.0,,50098000.0,,,,,384000.0,,,1523720000.0,-149230000.0,,,,,0.0,,,,,-98913000.0,,,0.15,,,0.0,,2400000.0,611534000.0,538046000.0,,-29517000.0,,,,-696000.0,530957000.0,,,156000000.0,,71876000.0,,1721477000.0,,,,,,,,0.0,27693000.0,,,,-654770000.0,,,,1241219000.0,,,,,311947000.0,-420000.0,,,,,130736000.0,0.15,,,,,1090298000.0,,,,-163978000.0,206000.0,,73161000.0,,,,,,,,-70022000.0,,168916000.0,,-79208000.0,,1953880000.0,944652000.0,,9570000.0,,80577000.0,,2251053000.0,,,,,,,,,,,,,,,,,,,,,,,
1162252800,,,,,,,,,1288312000.0,3206303000.0,,495339000.0,,0.0,29400000.0,4562000.0,,0.0,,,1686949000.0,406761000.0,,,554859000.0,,,,,,,,,523108000.0,,-5285000.0,-5285000.0,312049000.0,,,-5285000.0,,,,90914000.0,-62851000.0,59520000.0,,1676057000.0,0.0,,,,,,90914000.0,120314000.0,10904000.0,,8473000.0,,-15581000.0,-917000.0,,,,51431000.0,,41422000.0,,,,,23000.0,,,1503362000.0,41165000.0,,,,,0.0,,,,,-12259000.0,,,-0.02,,,0.0,,2150000.0,526447000.0,517443000.0,,-21270000.0,,,,-659000.0,523108000.0,,,156024000.0,,86352000.0,,1702941000.0,,,,,,,,0.0,-1395000.0,,,,-837933000.0,,,,1246890000.0,,,,,312049000.0,-17000.0,,,,,55655000.0,-0.02,,,,,1069472000.0,,,,32192000.0,-51636000.0,,-6680000.0,,,,,,,,105898000.0,,-38485000.0,,-64733000.0,,1917991000.0,948503000.0,,15826000.0,,3339000.0,,2213396000.0,,,,,,,,,,,,,,,,,,,,,,,
1170201600,,,,3040514000.0,,137943000.0,,1103951000.0,1297766000.0,3040514000.0,-62472000.0,261958000.0,261958000.0,0.0,29950000.0,98374000.0,,158341000.0,220363000.0,312556000.0,1908036000.0,253558000.0,51525000.0,,461896000.0,248276000.0,78115000.0,,,-75431000.0,0.44,1745747000.0,,562875000.0,-281964000.0,50090000.0,50090000.0,,200608000.0,,50090000.0,-134714000.0,,189288000.0,189288000.0,-42611000.0,41597000.0,,1432336000.0,0.0,,405357000.0,,461896000.0,53544000.0,189288000.0,219238000.0,7891000.0,555274000.0,8080000.0,832871000.0,-15608000.0,-43440000.0,29950000.0,,,51697000.0,15959000.0,60892000.0,,60892000.0,1236874000.0,-987000.0,-8000.0,455886000.0,158341000.0,1294767000.0,345125000.0,-79947000.0,189288000.0,0.0,219238000.0,0.0,,34915000.0,200609000.0,,244819000.0,1742748000.0,,,,-38218000.0,0.0,137943000.0,40975000.0,645950000.0,555274000.0,2119929000.0,34864000.0,,-2026818000.0,1297766000.0,-987000.0,562875000.0,,,156218000.0,0.0,90914000.0,,1745747000.0,,-261515000.0,253558000.0,-11321000.0,,0.0,,0.0,27304000.0,82420000.0,1432336000.0,,-480251000.0,,7578000.0,8080000.0,1236874000.0,156218000.0,0.0,6801617000.0,9169822000.0,,-1098000.0,,,,,136982000.0,,1929000.0,2368205000.0,41597000.0,,1103951000.0,143842000.0,,,270335000.0,7610000.0,,77394000.0,,2119929000.0,21844000.0,,,,137943000.0,385597000.0,313510000.0,-244612000.0,,-40472000.0,,1742748000.0,832871000.0,0.44,15959000.0,-28057000.0,83075000.0,1294767000.0,2553986000.0,,,,,,,,,,,,,,,,,,,,,,,
1177891200,,,,,,,,,1288152000.0,3074309000.0,,260373000.0,,0.0,27371000.0,15129000.0,,266886000.0,,,1642207000.0,258090000.0,,,527259000.0,,,,,,,,,577692000.0,,34875000.0,34875000.0,315928000.0,,,34875000.0,,,,204417000.0,-33602000.0,0.0,,1444313000.0,0.0,,,,,,204417000.0,231788000.0,6167000.0,,7186000.0,,-15712000.0,-5670000.0,,,,50451000.0,,63536000.0,,,,,3529000.0,,,1277532000.0,-4815000.0,,,,,0.0,,,,,-11977000.0,,,0.11,,,0.0,,6000000.0,633060000.0,484949000.0,,-62870000.0,,,,-941000.0,577692000.0,,,157298000.0,,189288000.0,,1796777000.0,,,,,,,,0.0,16899000.0,,,,-2653000.0,,,,1212198000.0,,,,,313567000.0,-60000.0,,,,3469000.0,108392000.0,0.11,,,,,1114170000.0,,,,-51032000.0,-4948000.0,,51774000.0,,,,,,,,29286000.0,,19445000.0,,-34101000.0,,1786157000.0,750273000.0,,48000.0,,55368000.0,,2275267000.0,,,,,,,,,,,,,,,,,,,,,,,
1185840000,,,,,,,,,,,,,,,,268868000.0,,,,,1724326000.0,,,,,,,,,,,,,675378000.0,,-68818000.0,-68818000.0,315928000.0,,,-68818000.0,,,,473285000.0,-6772550000.0,,,,567000.0,,,,,,,,40652000.0,,,,2000.0,-19846000.0,,,,59041000.0,,,,,,,-241281000.0,,,,79565000.0,,,,,,,,,,1374000.0,,,-0.219468,,,0.0,,4505000.0,623238000.0,,,69225000.0,,,,,675378000.0,,,,,204417000.0,,,,,,,,,,-6724370000.0,-19901000.0,,,,-212145000.0,,,,,,,,,313567000.0,42736000.0,,,,43134000.0,10974000.0,-0.219468,,,,,,,,,116331000.0,-30304000.0,,-88719000.0,,,,,,,,113017000.0,,6928401000.0,,-33452000.0,,,,,,,-52140000.0,,2347564000.0,,,,,,,,,,,,,,,,,,,,,,,
1193788800,,,,,,,,,,,,,,,,-33132000.0,,,,,1666042000.0,,,,,,,,,,,,,581097000.0,,-33032000.0,-33032000.0,315928000.0,,,-33032000.0,,,,440153000.0,-75993000.0,,,,-6784000.0,,,,,,,,111957000.0,,,,0.0,-1950000.0,,,,65332000.0,,,,,,,154832000.0,,,,-7491000.0,,,,,,,,,,-80847000.0,,,-0.105343,,,-124000.0,,9920000.0,646800000.0,,,-6961000.0,,,,,581097000.0,,,,,473285000.0,,,,,,,,,,-37047000.0,-18618000.0,,,,-933159000.0,,,,,,,,,313567000.0,8444000.0,-5903000.0,,,1977000.0,125639000.0,-0.105343,,,,,,,,-13800000.0,-37838000.0,17005000.0,,-51650000.0,,,,,,,,25815000.0,,17046000.0,,-33306000.0,,,,,,,65703000.0,,2312842000.0,,,,,,,,,,,,,,,,,,,,,,,
1201737600,,,4344930000.0,8656431000.0,,-12816000.0,,-4818000.0,7138687000.0,8656431000.0,-15710000.0,4278756000.0,4278756000.0,0.0,19611000.0,9671000.0,,319714000.0,-2598000.0,313567000.0,1819202000.0,300956000.0,30950000.0,2759540000.0,5094317000.0,255392000.0,3705000.0,,,-32127000.0,-0.040872,2703873000.0,4344930000.0,553905000.0,-6915256000.0,55389000.0,55389000.0,,234130000.0,,55389000.0,6734242000.0,,449824000.0,449824000.0,-33111000.0,486725000.0,,1288661000.0,4593000.0,,441550000.0,,5094317000.0,-6601000.0,100209000.0,119820000.0,104420000.0,551040000.0,3246000.0,858241000.0,0.0,-4661000.0,19611000.0,,1370557000.0,59306000.0,2999000.0,148955000.0,1370557000.0,148955000.0,1274245000.0,-49112000.0,-545000.0,494728000.0,319714000.0,5952558000.0,234497000.0,-541000.0,100209000.0,-37047000.0,119820000.0,0.0,,263196000.0,189288000.0,,187343000.0,1517744000.0,,,,-1323000.0,-417000.0,-12816000.0,10525000.0,740371000.0,551040000.0,2388077000.0,-5995000.0,,-1666045000.0,7138687000.0,-49112000.0,553905000.0,,,277741000.0,-3639000.0,440153000.0,,2703873000.0,,-139794000.0,300956000.0,260536000.0,,0.0,,0.0,32628000.0,10218000.0,1288661000.0,,-518088000.0,,49260000.0,3246000.0,1274245000.0,277741000.0,0.0,6851777000.0,9495246000.0,,0.0,0.0,,,680000.0,251743000.0,,-83465000.0,2643469000.0,486725000.0,,-4818000.0,301756000.0,,-221000.0,143811000.0,16924000.0,,88017000.0,,2388077000.0,171272000.0,-6738391000.0,,,-12816000.0,273432000.0,315928000.0,-230650000.0,,-38935000.0,,1517744000.0,858241000.0,-0.040872,2999000.0,95893000.0,186466000.0,5952558000.0,2559573000.0,,,,,,,,,,,,,,,,,,,,,,,
1209513600,,,,,,,,,7067859000.0,8662999000.0,,4176121000.0,,0.0,48571000.0,15695000.0,,302384000.0,,,1710421000.0,356915000.0,,,4977652000.0,,,,,,,,4344930000.0,582504000.0,,5916000.0,5916000.0,320558000.0,,,5916000.0,,,,115904000.0,-32206000.0,490035000.0,,1317097000.0,0.0,,,,,,115904000.0,164475000.0,100871000.0,,2830000.0,,0.0,-9903000.0,,,,61406000.0,,113269000.0,1359090000.0,,,,-105000.0,,,5932392000.0,116188000.0,,,,,0.0,,,,,-28436000.0,,,0.018455,,,-10000.0,,12976000.0,693077000.0,592071000.0,,52860000.0,,,,-30639000.0,582504000.0,,,277740000.0,,100209000.0,,2730607000.0,,,,,,,,0.0,4743000.0,,,,-103545000.0,,,,1250570000.0,,,,,317945000.0,2346000.0,,,,2346000.0,172936000.0,0.018607,,,,,1097000.0,,,,87493000.0,-5600000.0,,10659000.0,,,,,,,,151561000.0,,-103660000.0,,-35373000.0,,1595140000.0,954740000.0,,2924000.0,,110573000.0,,2403498000.0,,,,,,,,,,,,,,,,,,,,,,,
