,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualLongTermDebt,annualPretaxIncome,quarterlyLongTermDebt,trailingCashDividendsPaid,annualNetIncome,quarterlyTotalAssets,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,annualGoodwill,quarterlyAccountsReceivable,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDilutedEPS,trailingInvestingCashFlow,annualStockholdersEquity,annualOtherNonCashItems,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualRetainedEarnings,quarterlyInventory,annualDilutedAverageShares,quarterlyOtherIncomeExpense,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,annualInvestingCashFlow,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingTotalRevenue,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualOperatingIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualEndCashPosition,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyBasicAverageShares,quarterlyEndCashPosition,annualCommonStockIssuance,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,annualOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,annualNetPPE,trailingEndCashPosition,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualBasicAverageShares,annualOperatingCashFlow,annualAccountsPayable,quarterlyCurrentDebt,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,annualChangeInAccountPayable,annualEbitda,annualOtherNonCurrentLiabilities,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,annualCashAndCashEquivalents,annualCurrentAssets,annualBeginningCashPosition,trailingCapitalExpenditure,trailingBeginningCashPosition,trailingOperatingExpense,annualInterestExpense,quarterlyOtherCurrentAssets,annualChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,trailingRepaymentOfDebt,quarterlyBasicEPS,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualTaxProvision,trailingInterestExpense,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingDeferredIncomeTax,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualCapitalStock,quarterlyOtherNonCashItems,annualCostOfRevenue,annualTotalRevenue,annualOtherCurrentAssets,annualDilutedEPS,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,annualFreeCashFlow,annualTotalNonCurrentAssets,annualNetOtherFinancingCharges,annualInventory,quarterlyEbitda,trailingTaxProvision,annualGrossProfit,trailingDepreciationAndAmortization,quarterlyOperatingIncome,annualChangeInWorkingCapital,quarterlyCashFlowFromContinuingFinancingActivities,trailingNetIncomeContinuousOperations,quarterlyDilutedAverageShares,annualPurchaseOfBusiness,quarterlyResearchAndDevelopment,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingOtherNonCashItems,quarterlyRetainedEarnings,annualBasicEPS,annualOperatingExpense,quarterlyCurrentAssets,annualChangeInInventory,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,trailingFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,annualIncomeTaxPayable,annualStockBasedCompensation,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
1222732800,749800000.0,216000000.0,,50500000.0,,,,2438000000.0,,,6211700000.0,,4194900000.0,,773800000.0,,224300000.0,1679900000.0,0.2625,,,,,,3438900000.0,,1000900000.0,,-6000000.0,,,,,1864200000.0,101900000.0,101900000.0,,,251100000.0,113900000.0,113900000.0,,101900000.0,,,141400000.0,,381472000.0,113900000.0,,396200000.0,-50300000.0,,,73900000.0,,,-9300000.0,,,,,221500000.0,,,33100000.0,,,,,,,137700000.0,4803600000.0,,,1100000.0,,,,0.0,,,,,,,,,0.0,,125800000.0,,,,,,,,-82800000.0,,,63400000.0,0.0,,702900000.0,,0.2675,328300000.0,,20000000.0,,,,,,,,,,,1406600000.0,,67500000.0,,-11500000.0,,,,,,,45800000.0,177800000.0,1934500000.0,,,,,260800000.0,,,,186900000.0,,-103700000.0,,386416000.0,,,,6500000.0,,23600000.0,2600000.0,,2022000000.0,,,2016800000.0,,,,4126100000.0,1364700000.0,,,,,208000000.0,,2008200000.0,-2191600000.0,-70300000.0,,,,,,,,,,,,,,,,,,,,,,,
1230681600,981400000.0,563000000.0,507900000.0,13500000.0,,2107100000.0,452800000.0,2107100000.0,,319500000.0,6368700000.0,-37500000.0,4203400000.0,1825500000.0,507900000.0,,232700000.0,1484300000.0,,,1085800000.0,-13900000.0,,,3419000000.0,2047100000.0,974200000.0,388076000.0,-28600000.0,6368700000.0,-205500000.0,297400000.0,-418000000.0,1825500000.0,33800000.0,33800000.0,,,330500000.0,127400000.0,127400000.0,635500000.0,33800000.0,,127400000.0,133300000.0,,,127400000.0,27200000.0,511000000.0,-205700000.0,511000000.0,-30500000.0,72700000.0,1866900000.0,,-9200000.0,,383428000.0,627600000.0,763700000.0,303000000.0,1862400000.0,3419000000.0,33700000.0,,,,932900000.0,981400000.0,,413100000.0,5281400000.0,-326800000.0,,108900000.0,-182500000.0,127400000.0,-117500000.0,0.0,,127400000.0,2165300000.0,151600000.0,,,,137700000.0,0.0,,-182500000.0,288200000.0,0.0,,4031600000.0,319500000.0,,19600000.0,-47200000.0,-2164700000.0,,113900000.0,0.0,,763700000.0,,,248500000.0,,-127300000.0,,147400000.0,,,563000000.0,,,232700000.0,-306900000.0,-24200000.0,1085800000.0,,60600000.0,0.0,56400000.0,6340400000.0,7561500000.0,0.0,0.8225,303000000.0,,19000000.0,50000000.0,1866900000.0,320700000.0,4203400000.0,112400000.0,974200000.0,187900000.0,,1221100000.0,,115200000.0,12100000.0,-239300000.0,,,,,319500000.0,5100000.0,,351400000.0,14100000.0,,2047100000.0,0.8325,585600000.0,2165300000.0,2400000.0,,,4031600000.0,1862400000.0,,,330500000.0,,489200000.0,5281400000.0,1732800000.0,-2164700000.0,-76100000.0,,,,,,,,,,,,,,,,,,,,,,,
1238457600,0.0,488200000.0,,-74300000.0,,,,2357100000.0,,,6424600000.0,,4098200000.0,,634300000.0,,194900000.0,1312500000.0,0.1825,,,,,0.0,3615000000.0,,1083200000.0,,-7700000.0,,,,,1777500000.0,69500000.0,69600000.0,,,116400000.0,258200000.0,53100000.0,,69500000.0,,,141900000.0,,374176000.0,53100000.0,,369700000.0,-47200000.0,,,66700000.0,,,-9300000.0,,,,,302300000.0,,,25800000.0,,,,,,,-375600000.0,5312600000.0,,,2400000.0,,,,0.0,,,,,,,,,0.0,,-232000000.0,,,,,,,,-1100000.0,,,127400000.0,795600000.0,,681500000.0,,0.185,273100000.0,,20600000.0,,,,,,,,,,,1110300000.0,,75200000.0,,7400000.0,,,,,,-116700000.0,28100000.0,100400000.0,1813800000.0,,,,,192900000.0,,,,131200000.0,,283900000.0,,378692000.0,,,,6000000.0,205100000.0,-452000000.0,-4500000.0,,2107100000.0,,,2326400000.0,,,,4006300000.0,1697600000.0,,,,30700000.0,-307800000.0,,1585600000.0,-2192500000.0,-67800000.0,,,,,,,,,,,,,,,,,,,,,,,
1246320000,1236100000.0,69500000.0,,6400000.0,,,,2014000000.0,,,6306600000.0,,4094700000.0,,696500000.0,,213400000.0,1593200000.0,0.35,,,,,0.0,3250100000.0,,1001400000.0,,-13900000.0,,,,,1821800000.0,133300000.0,133500000.0,,,117700000.0,59500000.0,59500000.0,,133300000.0,,,112500000.0,,375052000.0,59500000.0,,352700000.0,30100000.0,,,69400000.0,,,-9400000.0,,,,,359300000.0,,,24700000.0,,,,,,,276700000.0,4996800000.0,,,500000.0,,,,450400000.0,,,,,,,,,0.0,,-171300000.0,,,,,,37000000.0,,-200000.0,,,53100000.0,804400000.0,,736700000.0,,0.355,333000000.0,,33400000.0,,,,,,,,,,,1309800000.0,,77900000.0,,1000000.0,,,,,,-343900000.0,48400000.0,201400000.0,1822500000.0,,,,,295500000.0,,,,220500000.0,,-346700000.0,,379924000.0,,,,6100000.0,146300000.0,132600000.0,-7000000.0,,2231000000.0,,,2211900000.0,,,,4092800000.0,1746700000.0,,,,31000000.0,317000000.0,,1926200000.0,-2270300000.0,-40300000.0,,,,,,,,,,,,,,,,,,,,,,,
1254268800,1228200000.0,47700000.0,,358600000.0,,,,2532700000.0,,,6792100000.0,,4115000000.0,,978300000.0,,210700000.0,1609700000.0,0.2725,,,,,0.0,3760900000.0,,906900000.0,,-17200000.0,,,,,1867900000.0,103700000.0,103800000.0,,,119700000.0,418100000.0,418100000.0,,103700000.0,,,157200000.0,,375904000.0,418100000.0,,363700000.0,-800000.0,,,70400000.0,,,-9400000.0,,,,,253100000.0,,,28900000.0,,,,,,,-36300000.0,5313000000.0,,,3600000.0,,,,435000000.0,,,,,,,,,0.0,,-94700000.0,,,,,,0.0,,-8800000.0,,,59500000.0,820800000.0,,688600000.0,,0.275,359400000.0,,32400000.0,,,,,,,,,,,1479100000.0,,86800000.0,,5700000.0,,,,,,-12100000.0,52300000.0,179500000.0,1812100000.0,,,,,278800000.0,,,,202200000.0,,363000000.0,,381404000.0,,,,12100000.0,113400000.0,-197600000.0,-3100000.0,,2325200000.0,,,2677100000.0,,,,4137400000.0,1552100000.0,,,,44300000.0,-3100000.0,,1969100000.0,-2325300000.0,-33200000.0,,,,,,,,,,,,,,,,,,,,,,,
1262217600,0.0,278500000.0,453200000.0,-207500000.0,,2283900000.0,654600000.0,2283900000.0,,387900000.0,6488300000.0,-37400000.0,4565000000.0,2114800000.0,453200000.0,0.0,214700000.0,1556100000.0,,,1583000000.0,-23000000.0,,0.0,3476700000.0,2397100000.0,944200000.0,379956000.0,8100000.0,6488300000.0,100800000.0,285200000.0,-581400000.0,2114800000.0,81400000.0,81500000.0,,,131600000.0,310700000.0,210600000.0,699100000.0,81400000.0,,210600000.0,163100000.0,,,210600000.0,31900000.0,420600000.0,-563500000.0,420600000.0,-30700000.0,78700000.0,1949000000.0,,-9300000.0,100100000.0,375144000.0,559700000.0,623100000.0,312300000.0,1428600000.0,3476700000.0,37800000.0,,,-163800000.0,1057000000.0,1192800000.0,,507800000.0,4905300000.0,-5100000.0,0.0,-11100000.0,-63800000.0,210600000.0,180400000.0,0.0,,210600000.0,1923300000.0,127400000.0,,,,117200000.0,0.0,,-63800000.0,328600000.0,501200000.0,,4278500000.0,387900000.0,-37000000.0,-24300000.0,-14800000.0,-2329500000.0,-12200000.0,418100000.0,830800000.0,,623100000.0,,,308300000.0,,94000000.0,,162800000.0,,,14200000.0,,,214700000.0,-187100000.0,83200000.0,1581300000.0,,88700000.0,830800000.0,7200000.0,6071500000.0,7345300000.0,0.0,1.02,312300000.0,-225200000.0,34000000.0,109700000.0,1949000000.0,372600000.0,4565000000.0,7600000.0,944200000.0,226200000.0,,1273800000.0,,145200000.0,-81600000.0,-199400000.0,,,-574700000.0,,388400000.0,7500000.0,100100000.0,406600000.0,-9700000.0,,2397100000.0,1.035,574700000.0,1923300000.0,95700000.0,,,4278500000.0,1428600000.0,,,131600000.0,,553600000.0,4905300000.0,1864400000.0,-2329500000.0,-45800000.0,,,,,,,,,,,,,,,,,,,,,,,
1269993600,1164000000.0,511700000.0,,180800000.0,,,,2317900000.0,,,7035700000.0,,4448200000.0,,911100000.0,,184200000.0,1420400000.0,0.21,,,,,0.0,3481900000.0,,1019400000.0,,3000000.0,,,,,2044000000.0,79300000.0,79400000.0,,,129200000.0,391400000.0,391400000.0,,79300000.0,,,156400000.0,,372212000.0,391400000.0,,444500000.0,-48300000.0,,,71700000.0,,,-9200000.0,,,,,366700000.0,,,33900000.0,,,,,,,-309200000.0,5523300000.0,,,-6400000.0,,,,528500000.0,,,,,,,,,78200000.0,,-92300000.0,,,,,,,,-119700000.0,,,210600000.0,843300000.0,-250000000.0,746100000.0,,0.2125,-1420400000.0,,-11100000.0,,,,,,,,,,,1512400000.0,,84700000.0,,12000000.0,,,,,,-222200000.0,19100000.0,127700000.0,1875700000.0,,,,,233300000.0,,,,-1576800000.0,,498200000.0,,377752000.0,,,,9700000.0,78200000.0,-436500000.0,-10700000.0,,2467100000.0,,,2587500000.0,,,,4225100000.0,2041400000.0,,,,,-272000000.0,,0.0,-2349400000.0,-37200000.0,,,,,,,,,,,,,,,,,,,,,,,
1277856000,1134100000.0,80300000.0,,-316400000.0,,,,2157100000.0,,,6618300000.0,,4068400000.0,,987600000.0,,190600000.0,1643100000.0,0.185,,,,,0.0,3291200000.0,,876200000.0,,25700000.0,,,,,1887600000.0,69000000.0,144600000.0,,,120600000.0,75000000.0,75000000.0,,69000000.0,,,140000000.0,,368400000.0,75000000.0,,461400000.0,-127600000.0,,,53400000.0,,,-9100000.0,,,,,550700000.0,,,44700000.0,,,,,,,270800000.0,5171900000.0,,,-2900000.0,,,,524500000.0,,,,,,,,,327600000.0,,-192700000.0,,,,,,,,-21400000.0,,,391400000.0,859900000.0,0.0,766400000.0,,0.1875,364400000.0,,900000.0,,,,,,,,,,,1446400000.0,,77600000.0,,106800000.0,,,,,,-755500000.0,60800000.0,177400000.0,1656300000.0,,,,,284500000.0,,,,224400000.0,,-486200000.0,,373836000.0,,,,12100000.0,72400000.0,75100000.0,-700000.0,,2526900000.0,,,2549900000.0,,,,3633400000.0,1880700000.0,,,,,302700000.0,,2007500000.0,-1977100000.0,-31900000.0,,,,,,,,,,,,,,,,,,,,,,,
1285804800,1248600000.0,295600000.0,,93700000.0,,,,2054800000.0,,,6979100000.0,,4621000000.0,,1038600000.0,,235800000.0,1653400000.0,0.625,,,,,0.0,3303400000.0,,898900000.0,,97400000.0,,,,,2111500000.0,227500000.0,222200000.0,,,221700000.0,168700000.0,168700000.0,,227500000.0,,,160100000.0,,358528000.0,168700000.0,,431600000.0,181700000.0,,,67100000.0,,,-8900000.0,,,,,592500000.0,,,36200000.0,,,,,,,278700000.0,5238700000.0,,,3500000.0,,,,513400000.0,,,,,,,,,0.0,,-88200000.0,,,,,,0.0,,-190100000.0,,,75000000.0,876500000.0,,811400000.0,,0.635,381600000.0,,100000.0,,,,,,,,,,,1740400000.0,,93000000.0,,81800000.0,,,,,,-292400000.0,-60500000.0,196900000.0,1996100000.0,,,,,300200000.0,,,,221500000.0,,-428600000.0,,364316000.0,,,,13200000.0,56000000.0,147500000.0,-39800000.0,,2745300000.0,,,2358100000.0,,,-34600000.0,4058000000.0,1935300000.0,,,,,340700000.0,,2035000000.0,-2061900000.0,-62000000.0,,,,,,,,,,,,,,,,,,,,,,,
1293753600,0.0,254800000.0,,-16700000.0,,2701600000.0,764600000.0,2701600000.0,,473700000.0,6927700000.0,-35800000.0,4622000000.0,2105300000.0,,0.0,258200000.0,1639400000.0,,,1658100000.0,2000000.0,,0.0,3886300000.0,2829800000.0,1083900000.0,367076000.0,-117300000.0,6927700000.0,-459600000.0,265500000.0,-110200000.0,2105300000.0,92200000.0,99300000.0,,,218800000.0,254600000.0,152000000.0,753600000.0,92200000.0,,152000000.0,180200000.0,,,152000000.0,47500000.0,417600000.0,-116000000.0,417600000.0,129000000.0,73300000.0,2048200000.0,,-8600000.0,102600000.0,361492000.0,515200000.0,700300000.0,110700000.0,1383300000.0,3886300000.0,43400000.0,,,-250000000.0,1188300000.0,1184700000.0,,24700000.0,5269600000.0,-506700000.0,0.0,-13100000.0,-82100000.0,152000000.0,13500000.0,0.0,,152000000.0,2305700000.0,210600000.0,,,,158200000.0,0.0,,-82100000.0,356800000.0,468500000.0,,4127100000.0,473700000.0,261500000.0,-28700000.0,-201200000.0,-2078900000.0,-2144900000.0,168700000.0,893400000.0,,700300000.0,,,355800000.0,,23600000.0,,175800000.0,,,254800000.0,,,258200000.0,-250200000.0,-58600000.0,1518000000.0,,106900000.0,893400000.0,-26000000.0,6254100000.0,7630000000.0,0.0,1.275,110700000.0,-874800000.0,33600000.0,133400000.0,2048200000.0,265000000.0,4622000000.0,-18900000.0,1083900000.0,250100000.0,,1375900000.0,,175600000.0,-197800000.0,-43000000.0,,,-125800000.0,,542900000.0,12500000.0,102600000.0,-24100000.0,22500000.0,,2829800000.0,1.295,622300000.0,2305700000.0,-153100000.0,,-2000000.0,4127100000.0,1383300000.0,,,218800000.0,,143800000.0,5269600000.0,1995200000.0,-2078900000.0,-119100000.0,,,,,,,,,,,,,,,,,,,,,,,
1301529600,1220000000.0,303900000.0,,41100000.0,,,,3197300000.0,,,7783000000.0,,5068600000.0,,987600000.0,,205500000.0,1630700000.0,0.265,,,,,,4417300000.0,,1245700000.0,,0.0,,,,,2320200000.0,91300000.0,99500000.0,,,239200000.0,193100000.0,193100000.0,,91300000.0,,,186500000.0,,338378000.0,193100000.0,,531400000.0,-384200000.0,,,73600000.0,,,-11700000.0,,,,,320000000.0,,,46500000.0,,,,,,,-169400000.0,6100700000.0,,,2400000.0,,,,531400000.0,,,,,,,,,0.0,,-9400000.0,,,,,,,,-150600000.0,,,152000000.0,910500000.0,,854000000.0,,0.27,380500000.0,,6000000.0,,,,,,,,,,,1682300000.0,,99400000.0,,50000000.0,,,,,,-2200000.0,48000000.0,147500000.0,2217000000.0,,,,,267600000.0,,,,194000000.0,,498000000.0,,345842000.0,,,,13700000.0,,-306800000.0,4300000.0,,2909200000.0,,,2714400000.0,,,-295200000.0,4391600000.0,1683400000.0,,,,,-74400000.0,,2011200000.0,-2174600000.0,-95000000.0,,,,,,,,,,,,,,,,,,,,,,,
1309392000,1238900000.0,308300000.0,,-48300000.0,,,,3124900000.0,,,7850400000.0,,5125800000.0,,1134400000.0,,225300000.0,1885500000.0,0.42,,,,,,4363800000.0,,1196700000.0,,0.0,,,,,2372000000.0,143100000.0,145400000.0,,,231800000.0,144800000.0,144800000.0,,143100000.0,,,170100000.0,,334394000.0,144800000.0,,490800000.0,-125100000.0,,,74100000.0,,,-11600000.0,,,,,349500000.0,,,45200000.0,,,,,,,117100000.0,6115600000.0,,,1400000.0,,,,490800000.0,,,,,,,,,0.0,,-6000000.0,,,,,,,,-90500000.0,,,193100000.0,0.0,,868700000.0,,0.43,424200000.0,,-6600000.0,,,,,,,,,,,1734800000.0,,93100000.0,,51500000.0,,,,,,-139500000.0,64600000.0,208900000.0,2263000000.0,,,,,328200000.0,,,,254100000.0,,-158300000.0,,341368000.0,,,,9100000.0,,-24200000.0,9700000.0,,3040400000.0,,,2724600000.0,,,0.0,4507400000.0,1751800000.0,,,,,235600000.0,,2309700000.0,-2244400000.0,-118500000.0,,,,,,,,,,,,,,,,,,,,,,,
1317340800,1207300000.0,274200000.0,,45300000.0,,,,2977500000.0,,,7538400000.0,,4964500000.0,,1043100000.0,,255400000.0,1862200000.0,0.395,,,,,,4184800000.0,,1094600000.0,,-3300000.0,,,,,2283100000.0,132100000.0,138800000.0,,,255000000.0,190100000.0,190100000.0,,132100000.0,,,164200000.0,,327796000.0,190100000.0,,438900000.0,-117000000.0,,,74500000.0,,,-11300000.0,,,,,479200000.0,,,43000000.0,,,,,,,169500000.0,5970400000.0,,,900000.0,,,,438900000.0,,,,,,,,,0.0,,-164900000.0,,,,,,,,-140200000.0,,,144800000.0,0.0,,776800000.0,,0.405,396100000.0,,-6700000.0,,,,,,,,,,,1568000000.0,,89700000.0,,-34600000.0,,,,,,-256600000.0,47600000.0,185600000.0,2242500000.0,,,,,303100000.0,,,,231900000.0,,-123400000.0,,334726000.0,,,,9000000.0,,59400000.0,300000.0,,3162000000.0,,,2573900000.0,,,0.0,4481000000.0,1785600000.0,,,,,279800000.0,,2258300000.0,-2238500000.0,-110300000.0,,,,,,,,,,,,,,,,,,,,,,,
1325289600,1353800000.0,313100000.0,840600000.0,-24300000.0,,2696700000.0,659800000.0,2696700000.0,,444000000.0,7284600000.0,-45700000.0,4962700000.0,2247100000.0,840600000.0,,248300000.0,1702800000.0,,,1378000000.0,93700000.0,,26400000.0,4050500000.0,3228300000.0,1072500000.0,337180000.0,-10600000.0,7284600000.0,-216800000.0,301100000.0,-738000000.0,2247100000.0,77500000.0,84900000.0,,,210100000.0,165800000.0,165800000.0,867200000.0,77500000.0,,165800000.0,178100000.0,,,165800000.0,39300000.0,180600000.0,-111700000.0,180600000.0,-30300000.0,78900000.0,2265400000.0,,-11100000.0,,330550000.0,948400000.0,847300000.0,447400000.0,1856100000.0,4050500000.0,42400000.0,,,111100000.0,1138000000.0,1353800000.0,,387400000.0,5906600000.0,-473900000.0,26400000.0,-8700000.0,-335200000.0,165800000.0,1000000.0,450200000.0,,165800000.0,2321900000.0,152000000.0,,,,177100000.0,0.0,,-335200000.0,381400000.0,450200000.0,,4497300000.0,444000000.0,,53200000.0,-92600000.0,-2231900000.0,-815800000.0,190100000.0,941700000.0,,847300000.0,,,348900000.0,,8300000.0,,201300000.0,,,313100000.0,,,248300000.0,-443800000.0,13800000.0,1378000000.0,,99200000.0,941700000.0,26800000.0,7081200000.0,8630900000.0,0.0,1.315,447400000.0,-417500000.0,41100000.0,117800000.0,2265400000.0,504600000.0,4962700000.0,-4000000.0,1072500000.0,239100000.0,,1549700000.0,,170800000.0,50200000.0,-433100000.0,,,-295200000.0,,468600000.0,7500000.0,,321800000.0,4000000.0,,3228300000.0,1.345,682500000.0,2321900000.0,27500000.0,,0.0,4497300000.0,1856100000.0,,,210100000.0,,507400000.0,5906600000.0,2051700000.0,-2231900000.0,-120000000.0,,,,,,,,,,,,,,,,,,,,,,,
1333152000,1267700000.0,278600000.0,,-59000000.0,,,,3130500000.0,,,7559400000.0,,5042600000.0,,1028300000.0,,202900000.0,1687700000.0,0.275,,,,,,4398200000.0,,1124500000.0,,-19500000.0,,,,,2281000000.0,88300000.0,93400000.0,,,206600000.0,106800000.0,106800000.0,,88300000.0,,,168600000.0,,315060000.0,106800000.0,,506000000.0,-86700000.0,,,69000000.0,,,-15600000.0,,,,,498400000.0,,,45300000.0,,,,,,,-294300000.0,6210700000.0,,,-14900000.0,,,,506000000.0,,,,,,,,,0.0,,-272000000.0,,,,,,,,-191100000.0,,,165800000.0,0.0,,832600000.0,,0.28,355000000.0,,-10700000.0,,,,,,,,,,,1348700000.0,,99600000.0,,-55900000.0,,,,,,-636100000.0,28000000.0,121600000.0,2255600000.0,,,,,235900000.0,,,,186400000.0,,251500000.0,,321890000.0,,,,19700000.0,,-324300000.0,9100000.0,,3300900000.0,,,2516800000.0,,,0.0,4480600000.0,1812500000.0,,,,,-218300000.0,,2042700000.0,-2225000000.0,-76000000.0,,,,,,,,,,,,,,,,,,,,,,,
1341014400,1246100000.0,320300000.0,,16700000.0,,,,2963500000.0,,,7439500000.0,,4927800000.0,,1143100000.0,,216500000.0,1890800000.0,0.44,,,,,,4209600000.0,,1035600000.0,,-2800000.0,,,,,2222300000.0,139500000.0,142900000.0,,,195700000.0,123500000.0,123500000.0,,139500000.0,,,165100000.0,,311052000.0,123500000.0,,501800000.0,-68000000.0,,,66500000.0,,,-15600000.0,,,,,499200000.0,,,44700000.0,,,,,,,230500000.0,6098100000.0,,,5200000.0,,,,501800000.0,,,,,,,,,0.0,,-353100000.0,,,,,,,,-57600000.0,,,106800000.0,0.0,,852500000.0,,0.45,405500000.0,,-5500000.0,,,,,,,,,,,1341400000.0,,98600000.0,,20700000.0,,,,,,-323300000.0,50000000.0,192900000.0,2203700000.0,,,,,304100000.0,,,,240400000.0,,-217000000.0,,317962000.0,,,,10000000.0,,62800000.0,3600000.0,,3424700000.0,,,2511700000.0,,,0.0,4437400000.0,1888500000.0,,,,,293000000.0,,2296300000.0,-2233700000.0,-62500000.0,,,,,,,,,,,,,,,,,,,,,,,
1348963200,1291700000.0,278400000.0,,57700000.0,,,,2932100000.0,,,7524000000.0,,4953700000.0,,1147700000.0,,243700000.0,1866100000.0,0.365,,,,,31900000.0,4223800000.0,,993000000.0,,-36800000.0,,,,,2249100000.0,115100000.0,121900000.0,,,229800000.0,181200000.0,181200000.0,,115100000.0,,,161000000.0,,307208000.0,181200000.0,,214000000.0,-49500000.0,,,74700000.0,,,-15400000.0,,,,,401700000.0,,,44200000.0,,,,,,,245200000.0,6053900000.0,,,3100000.0,,,,484400000.0,,,,,,,,,0.0,,-291200000.0,,,,,,,,-67300000.0,,,123500000.0,0.0,,906300000.0,,0.375,416400000.0,,34200000.0,,,,,,,,,,,1470100000.0,,86300000.0,,44600000.0,,,,,,-23300000.0,51700000.0,174400000.0,2220200000.0,,,,,293300000.0,,,,255400000.0,,-204300000.0,,314216000.0,,,,11100000.0,,73000000.0,2700000.0,,3525600000.0,,,2570300000.0,,,-15300000.0,4518500000.0,1830100000.0,,,,,313600000.0,,2282500000.0,-2298300000.0,-68400000.0,,,,,,,,,,,,,,,,,,,,,,,
