,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyNetOtherFinancingCharges,trailingPurchaseOfBusiness,annualStockholdersEquity,quarterlyResearchAndDevelopment,annualPurchaseOfBusiness,quarterlyCapitalExpenditure,annualAccountsReceivable,annualDepreciationAndAmortization,quarterlyDilutedEPS,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualInvestingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,trailingPretaxIncome,trailingSaleOfInvestment,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualGoodwill,quarterlyTaxProvision,trailingNetIncome,annualChangeInInventory,trailingCashDividendsPaid,quarterlyInventory,quarterlyNetPPE,trailingNetOtherInvestingChanges,quarterlyOtherCurrentLiabilities,annualOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,annualDilutedAverageShares,annualCurrentLiabilities,annualNetPPE,quarterlyAccountsReceivable,annualOtherIntangibleAssets,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualInventory,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyBasicAverageShares,annualOtherNonCurrentLiabilities,annualOperatingIncome,quarterlyBasicEPS,quarterlyFreeCashFlow,annualCapitalStock,annualTotalRevenue,trailingResearchAndDevelopment,annualRepaymentOfDebt,trailingGrossProfit,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,trailingEndCashPosition,annualBasicAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,annualEndCashPosition,trailingInterestExpense,annualPretaxIncome,trailingPurchaseOfInvestment,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,trailingOperatingIncome,annualAccountsPayable,trailingInvestingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,annualGrossPPE,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyGrossProfit,annualSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,trailingSellingGeneralAndAdministration,annualOperatingExpense,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualNetIncomeContinuousOperations,annualBasicEPS,annualCashAndCashEquivalents,quarterlyOperatingIncome,quarterlyGrossPPE,annualCapitalExpenditure,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,quarterlyEndCashPosition,trailingBeginningCashPosition,annualInterestExpense,trailingCostOfRevenue,quarterlyChangeInInventory,quarterlyOtherNonCashItems,annualDilutedEPS,annualCurrentAssets,annualResearchAndDevelopment,annualEbitda,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEbitda,annualNetIncomeCommonStockholders,quarterlyRetainedEarnings,annualFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlyPurchaseOfBusiness,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyOperatingExpense,trailingNetIncomeCommonStockholders,annualCostOfRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyGoodwill,trailingFreeCashFlow,quarterlySellingGeneralAndAdministration,annualRetainedEarnings,quarterlyStockholdersEquity,annualTotalAssets,quarterlyNetOtherInvestingChanges,annualTaxProvision,annualCurrentDebt,annualCashDividendsPaid,quarterlyRepaymentOfDebt,annualBeginningCashPosition,annualLongTermDebt,quarterlyOtherCurrentAssets,annualNetIncome,annualOtherCurrentAssets,annualOtherNonCashItems,quarterlyDilutedAverageShares,annualTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,trailingTaxProvision,trailingRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,annualDeferredIncomeTax,trailingChangeInAccountPayable,annualStockBasedCompensation,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingOperatingCashFlow,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualIncomeTaxPayable,trailingDepreciationAndAmortization,trailingOtherIncomeExpense,trailingDilutedAverageShares,quarterlyAccumulatedDepreciation
1459382400,,,1898723307.83,,,,,-107572643.8,,,0.075,,61109563568.1,,5674282177.87,,,,1249823432.78,833232885.76,,437445162.97,,,,412887906188.58,5421083448.84,,23689566708.41,,1898723307.83,9967696885.63,62834319.25,,,,,1617864148.6,,-1697538399.13,,,,1040902552.78,,11039152001.0,51747797854.99,,11109771810.0,,,0.075,-10833701776.58,,,,,,,,,,,833232885.76,658837478395.54,,,,,,68957859907.51,3296994702.92,52784761696.94,,,,52847596016.19,,,255972306.59,,241815278.38,-1643694650.8,4643615133.95,,520088594894.49,,,,,,,103523301761.06,,,,1508856435.45,5421083448.84,,14611312019.58,,1843234319.59,,50050259455.86,,,,,,,,,,-1328342065.87,,1929083874.13,,53431086981.65,,,589879618488.03,-3705127427.73,,,456898642513.12,63189952381.37,1687268595.75,3134758698.5,,,554959303.37,201689835.8,,1869415492.23,,100636736796.09,,7043637367.12,,,,-10063246145.29,,,1358700000.0,,,,11109771810.0,,1525429509.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,487097022.41,,,,,-668459721.17,,,,,62170134699.81,,6007218083.95,,,,5844807165.61,4518077100.32,,2448267084.23,,,,427520274252.35,5944911195.73,,26441366678.6099,,857526732.41,45149791020.07,,,,,,2262389058.87,,20857128199.5,,,,1113584513.9,,11039152001.0,50050259455.86,,,,,,35854882839.58,,,,,,,,,,,4518077100.32,712306691248.75,,,,,,77409940916.46,2850966376.01,71867989238.43,,,,71867989238.43,,,48117210.68,,764986345.41,-7496956122.29,15034191266.64,,574132643250.84,,,,,,,115046485423.12,,,,7662700145.24,5944911195.73,,60183982286.71,,-17370064126.84,,70907210966.31,,,,,,,,,,-896729095.46,,9058060595.25,,50000974641.25,,,634896750332.29,-2881832831.18,,,509867467607.56,64265175643.28,8293074249.84,7371491121.4,,,549101094.39,201689835.8,,2352271916.53,,97460727287.97,,-6663402616.97,,,,-7886791774.42,,,6240100000.0,,,,,,1545939849.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,,5460948841.54,,,,,-351088301.58,,,0.26,,57083908205.85,,8174116998.92,,,,4195622474.81,2911071025.68,,1785206512.73,,,,446850412127.12,6028707557.1,,24105117612.4899,,5460948841.54,30886098071.88,,,,,,2504272008.33,,-994008135.88,,,,1101921585.35,,11039152001.0,70907210966.31,,11196427022.0,,,0.26,16837593108.08,,,,,,,,,,,2911071025.68,755929647875.75,,,,,,90632833528.36,6836528049.17,75187017626.78,,,,75187017626.78,,,438471058.7,,229921043.39,-9650467953.58,11373407750.89,,612396066290.95,,,,,,,124112087747.12,,,,5300212129.3,6028707557.1,,42259505822.77,,-7677255238.61,,69913202830.43,,,,,,,,,,-8985676901.82,,6210750030.93,,52912045666.94,,,665296814347.39,-647340267.2,,,553158284276.1,59237782014.85,5980828987.54,6073195621.59,,,542000919.63,201689835.8,,2277535633.52,,100403529962.69,,2317410559.69,,,,-9811981082.09,,,3078300000.0,,,,11196427022.0,,1609867363.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,504048203.85,3075830217.58,-2117777101.35,,113444766722.65,,-14646744872.86,-1019664908.12,2075256823.79,1148632098.66,,-31771132896.71,85514437091.38,-43389050144.31,7277440604.45,,,,17060002407.46,12760225244.8,201689835.8,6232437485.69,,-53401027315.92,,467361336133.57,7576105634.84,,26773297333.75,39566129021.69,1518051366.78,83738817454.19,,14287406401.73,11064529609.0,579998485463.07,7576105634.84,2075256823.79,1260363652.26,9576812115.26,70734833491.57,467361336133.57,87032118210.63,1260363652.26,,11039152001.0,69913202830.43,,,2980671884.84,36794801060.62,,-4439430724.06,11039152001.0,240477236923.34,,-38826219711.44,,1432680944.82,27742393779.75,26773297333.75,,11064529609.0,12760225244.8,830674213924.14,79490014945.69,,39253611726.28,,,109378786070.86,16576589202.38,87032118210.63,,141651401565.91,,87032118210.63,,,2333269641.61,7576105634.84,1653293719.27,-12980014170.04,39683619340.09,11961277840.22,668997642643.14,7277440604.45,,33940032430.95,,,,141651401565.91,28350255480.66,1.9,87032118210.63,22323032350.63,7576105634.84,-2146785574.67,123422436794.28,,-20184965098.45,5728992070.43,79490014945.69,,2310339309.36,,,,1.9,721295427853.28,,42712583134.3,-1505913542.12,88999157180.07,24945733612.42,21022606256.56,61200269803.37,37419343447.02,668997642643.14,721295427853.28,-7412444346.75,9735250248.56,,579998485463.07,88999157180.07,23292439893.15,17360586989.46,,169742403431.77,504048203.85,201689835.8,,5462054797.94,61200269803.37,113444766722.65,830674213924.14,-1264964365.02,10903356245.62,16576589202.38,-12716661605.27,-11064200709.64,51747621165.94,85514437091.38,8670500000.0,21022606256.56,8670500000.0,1592067967.14,,109378786070.86,2980671884.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,,343129238.11,,,,,-380528407.49,,,0.063,,93677737507.89,,8992156418.8,,,,1109170821.05,695411556.91,,462360348.35,,,,491636691410.67,7392265566.29,,32483532746.18,,1280758389.36,13048871982.5,,,,,,1734498135.38,,4129514747.57,,,,1212970324.35,,11039152001.0,79490014945.69,,11038278681.0,,,0.063,-9904464773.43,,,,,,,,,,,695411556.91,886753515225.75,,,,,,113510619669.92,15858622782.67,90969143057.96,,,,90969143057.96,,,1372769577.0,,369810863.19,-1002803029.69,5540356836.55,,724767498902.75,,,,,,,125864808268.88,,,,1703072659.7,7392265566.29,,18589228819.05,,2822414619.16,,83619529693.26,,,,,,,,,,-1120345860.84,,1941342032.59,,61895681360.28,,,773242895555.83,-2098845874.89,,,627634003886.99,97133495015.76,1571531169.4,3837284176.85,,,526489339.12,201689835.8,,2485804541.91,,113971376247.12,,4922407380.94,,,,-12210942665.26,,,3640000000.0,,,,11038278681.0,,2929268168.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,2134614878.27,,,,,-236817814.2,,,,,89019032408.79,,11705326000.61,,,,8943818629.3,6607312428.05,,3311561578.83,,,,496299054035.81,7696732590.36,,36978059752.02,,3453030682.47,33966152686.87,,,,,,1694829670.94,,16063626151.69,,,,1439049643.9,,11039152001.0,83619529693.26,,,,,,31137279270.1,,,,,,,,,,,6607312428.05,929265916207.12,,,,,,117030973112.45,13419638368.25,107563206080.73,,,,107563206080.73,,,986697899.08,,1233713892.42,-6803106235.28,17255096061.57,,768108159850.6,,,,,,,133180056593.1,,,,11224366408.96,7696732590.36,,51221248748.44,,-13970686143.42,,99683155844.95,,,,,,,,,,-1986189259.97,,13489094100.55,,59782063707.54,,,812234943094.67,-4327538496.66,,,676123581477.98,91984578372.62,12255380208.13,6030729652.61,,,427998202.21,201689835.8,,2221515443.78,,112640655107.36,,-4419032546.43,,,,-5559627686.13,,,4008000000.0,,,,,,2279641713.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,2740025868.72,,,,,-374384879.29,,,0.343,,104205041821.35,,9347236005.32,,,,4763537780.56,3788276899.92,,2311143028.56,,,,550572755680.26,7901863536.86,,37524733015.63,,2376425868.27,32928345296.09,,,,,,1302107882.27,,-13135495569.88,,,,1412466458.4,,11039152001.0,99683155844.95,,11044539067.0,,,0.343,-5518307712.4,,,,,,,,,,,3788276899.92,1018381990533.1,,,,,,118633116519.89,17301123599.78,94352631304.03,,,,94352631304.03,,,1348346054.86,,607850944.96,-1559727255.79,14361680833.15,,850656698669.71,,,,,,,138741347662.62,,,,5796807387.03,7901863536.86,,47290026129.24,,-17509480338.02,,86547660275.07,,,,,,,,,,-10234373543.75,,7682531754.08,,63570340607.46,,,899748874013.21,-7689886744.47,,,743441071722.2,107215626947.51,7074680809.12,8564873446.12,,,417861813.48,201689835.8,,4281856115.2,,116373274594.17,,-11641294346.53,,,,-6965207049.16,,,3063290000.0,,,,11044539067.0,,1993739534.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,265299666.71,4618791956.45,5239655296.85,,132675315293.33,,-21315728901.15,-1368750096.01,1432734013.84,1929038082.01,,-46833228034.38,128351716662.25,-51613233042.51,14935685952.83,,,,22391860099.16,16960813997.48,206342883.92,7848500379.6,,-106024834484.88,,598087657618.33,8121218977.24,,47183777940.7802,82322834216.5,7143607713.88,80136545937.97,,48585392288.41,11044021607.0,847355429875.8102,8121218977.24,1432734013.84,1437504847.54,77778347096.23,82817194347.09,598087657618.33,174121009199.93,1437504847.54,,11039152001.0,86547660275.07,,,1680592245.4598,47967268256.89,,64247846235.24,11039152001.0,242897110250.52,,-41254319676.17,,10944618108.13,84835992425.61,47183777940.7802,,11044021607.0,16960813997.48,1165346917804.55,164326007371.3,,51141952665.41,,,147794085656.25,16108858651.31,174121009199.93,,176769585962.58,,174121009199.93,,,910978425.51,8121218977.24,2734599226.55,-37467591513.62,45660060615.82,15127695402.85,978672978646.26,14935685952.83,,34849926090.2,,,,176769585962.58,37208387330.07,2.54,174121009199.93,29243021801.2,8121218977.24,-2360481196.99,125796606553.79,,-22955481180.23,10457425281.95,164326007371.3,,4060732058.91,,,,2.54,1017552832148.3,,57131722806.33,-2591577040.43,131317548770.4498,32974959705.31,28051814882.36,77171850609.87,79962353019.51,978672978646.26,1017552832148.3,-7199457785.13,14253822653.98,,847355429875.8102,131317548770.4498,30240360478.76,16417038814.62,,160079915903.43,265299666.71,206342883.92,,6138519301.96,77171850609.87,132675315293.33,1165346917804.55,22082537620.15,13933565335.34,16108858651.31,-15932485704.99,-16518542275.62,79490014945.69,128351716662.25,721893499.95,28051814882.36,721893499.95,2075256781.28,,147794085656.25,1680592245.4598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,3446763347.53,,,,,-860647952.8,,,0.081,,144210833799.18,,15834104882.5402,,,,1779485774.48,894878011.08,,1219816224.83,,,,630092963585.19,9911631124.66,,522087797821.58,,4079235842.42,20291895150.26,,,,,,1476427431.56,,-80363987088.14,,,,1538601989.51,,11039152001.0,164326007371.3,,11047876680.0,,,0.081,-28614301178.86,,,,,,,,,,,894878011.08,1224264792316.36,,,,,,157949514724.2502,7797540459.77,94782314661.13,,,,94782314661.13,,,585752925.12,,1040042779.76,-48539198865.94,10533720133.73,,1028927389931.85,,,,,,,173225515164.94,,,,4487114078.89,9911631124.66,,30825615283.99,,-50306337674.09,,83962020283.16,,,,,,,,,,-3440288337.45,,4039344779.07,,80663476236.74,,,1066315277592.11,-787201700.99,,,880953672253.46,147973717678.39,2999301999.31,6046606054.84,,,1031917751.33,197482292.29,,3494343648.34,,136185181256.09,,-790790138.99,,,,-29129613487.21,,,8999572139.52,,,,11047876680.0,,1113385160.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,12352776495.72,,,,,-4749666322.61,,,,,165920771701.16,,20691350089.5302,,,,11743114845.83,8228865189.24,,4925428062.89,,,,638623464524.3102,9866840770.04,,563455016884.76,,10710560002.34,49188018286.07,243041799.06,,,,,1777811597.06,,65953662568.09,,,,4663317222.95,,11039152001.0,83962020283.16,,,,,,18748893997.16,,,,,,,,,,,8228865189.24,1345151635212.87,,,,,,200360343390.3202,12676721876.33,159552055382.09,,,,159795097181.15,,,830652775.06,,2633619007.0,9162654287.25,25960903699.88,,1139367483490.15,,,,,,,165909607435.93,,,,17354278107.93,9866840770.04,,75148921985.95,,1661605910.24,,149915682851.25,,,,,,,,,,-2075150435.19,,19302161915.72,,78957104625.08,,,1144791291822.55,-5017494147.5,,,969761720752.31,169605762737.84,16668542908.72,8606625591.95,,,984977143.72,209312914.63,,3656849276.04,,134892180436.06,,1377190242.04,,,,-4619195707.87,,,5450171149.8098,,,,,,1831956782.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,-1115074255.52,,,154976726.46,,-2775370550.31,,,0.44,,168600989727.98,,19926671449.44,,,,8275197572.38,4860816599.59,,3719064253.87,,,,707892953932.25,12326352752.94,,618194624514.17,,2236682326.06,45352418702.99,242518090.71,,,,,1733613348.73,,-26799285153.42,,,,5076777151.16,,11039152001.0,149915682851.25,,11047310454.0,,,0.44,-24251452328.47,,,,,,,,,,,4860816599.59,1432222053278.0,,,,,,219813803442.92,21978134102.5,132765524738.71,,,,133008042829.42,,,2106798248.67,,2297387802.98,-17966082976.86,24695183226.82,,1216330293681.77,,,,,,,171060760182.8,,,,15215546906.65,12326352752.94,,70047601929.81,,-22491055926.17,,123116397697.83,,,,,,,,,,-12151938506.22,,14291649629.23,,83817921224.67,,,1212408249835.08,-3059071370.61,,,1044136412108.32,172193881573.45,11994261826.25,9479636320.17,,,894899449.4,217480499.1,,4168506230.92,,140001406138.86,,-811341643.06,,,,-6367593826.08,,,6019586741.01,,,,11047310454.0,,2197015094.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,538912419.39,6009019541.4,9181110190.68,,155764131544.43,570911091.85,-18541696353.03,,1586180764.1,2921936171.0,,-47295233900.4,168024201225.23,-67364436029.86,8877462233.2398,,,,27474496341.92,19788091878.7,217109245.26,8323598314.78,,-111125482849.95,,750302627438.8,13446806129.49,,630027744198.0602,33618183388.52,2464821322.6,71271892102.49,11900806302.82,-13963071133.05,11036814274.0,1121913936785.61,13446806129.49,1586180764.1,4952584999.04,52551765840.82,111575106861.38,750302627438.8,200318253138.96,4952584999.04,,11039152001.0,123116397697.83,,,1850349076.1398,69244099465.19,,61838293411.37,11039152001.0,297679331103.19,,-73854371223.96,,-3530813700.45,11342156167.35,630027744198.0602,,11036814274.0,19788091878.7,1528579356474.81,175668163538.65,,67460201390.98,,,233507500182.4398,10101917384.71,188417446836.14,,229597382102.63,,200318253138.96,,,2485815592.55,13446806129.49,3551571205.54,10047393655.15,50385299800.95,18208880795.63,1292958626477.23,8877462233.2398,,42331007396.19,,,,229597382102.63,49272294534.61,3.06,188417446836.14,32187160371.72,13446806129.49,-5896749487.32,121657191903.44,,3771351660.16,23865575778.41,175668163538.65,,8181335589.9,,,,3.06,1295071856292.37,946064361.26,78563473151.88,-6231810181.26,171044689691.6198,39349665862.24,33772651678.61,91724850747.76,27721433901.2,1292958626477.23,1295071856292.37,-9677929133.93,19491299493.42,11900806302.82,1121913936785.61,171044689691.6198,35798094656.7,18198139429.23,,186104224241.81,538912419.39,217109245.26,,7109358183.28,91724850747.76,155764131544.43,1528579356474.81,-3305872160.44,18187906856.37,10101917384.71,-23899187460.12,-33737968202.8,164326007371.3,168024201225.23,15951784207.8502,33772651678.61,15951784207.8502,5998574652.64,,233507500182.4398,1850349076.1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,,-5978287186.88,,,118992200.16,,-1609177975.72,,,0.102,,178759014938.35,,8704032412.97,,,,3205934375.29,1120626569.29,,2665765269.87,,,,778577730519.17,33096825273.57,,641856220476.19,,450493159.51,31422241430.86,1101657558.15,,,,,1837707526.13,,-43780184899.7,,,,4866349731.34,,11039152001.0,175668163538.65,,10986534993.0,,,0.102,-28321781517.12,,,,,,,,,,,1120626569.29,1551166452530.9,,,,,,258438795064.66,8579429700.0,143220416305.01,,,,144322073863.16,,,979638547.05,,1841740626.81,-1769849123.12,16952389344.23,,1314977040559.0,,,,,,,214151858156.71,,,,8385434766.8,33096825273.57,,48374630775.09,,5980164169.66,,131887978638.95,,,,,,,,,,-3319648340.15,,7713440271.97,,92845477317.31,,,1292727657466.24,-3738495087.96,,,1115028585017.42,199948455541.58,5871699645.16,8566954577.43,,,472851379.91,211961192.02,,4010406507.72,,157551438743.43,,11613579289.15,,,,-23721266976.86,,,16830388219.04,,,,10986534993.0,,1471389854.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,679690624.79,,,310785526.76,,-1770411401.48,,,,,158669435811.15,,10188822875.88,,,,16079742993.95,10721125602.14,,5774541505.1,,,,790460528627.41,39123989033.16,,678929576095.8298,,8330151330.89,57400844864.69,719780070.0,,,,,1864845191.86,,1007226800.44,,,,4856392447.89,,11302143001.0,131887978638.95,,,,,,33795302206.27,,,,,,,,,,,10721125602.14,1577056909941.26,,,,,,276929554578.36,4624880502.7,143868825484.46,,,,144588605554.46,,,1666902527.77,,3018141177.98,-13991358280.07,33544601201.55,,1344589371133.8,,,,,,,225534622541.21,,,,21903795226.33,39123989033.16,,90945446066.24,,-13700855995.54,,132895205439.39,,,,,,,,,,-3523545504.77,,24872425677.03,,91754710278.12,,,1300127355362.9,139411129.15,,,1161742027298.39,182847343835.4102,21854284499.05,11640805975.22,,,400434957.86,217604250.38,,4360502480.97,,161016910454.03,,92871936.67,,,,-20531100040.57,,,20960735920.6,,,,,,2465906585.1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,,60912442.0,-15242776329.54,,107441004.25,,-81603825.06,,,0.566,,167799618294.14,,7362085723.2,,77622887891.58,8518171855.11,9304739638.55,6398992893.57,,4794069452.12,38028836943.7,,-27968123513.14,859851371020.23,38980282556.3,9270554058.11,696002899351.65,,,54504049339.07,207015852.05,,,,,1931470367.45,,-36833412619.06,,,,4798235923.61,,11302143001.0,132895205439.39,-107831760325.63,11305641155.0,,,0.566,-7200301635.17,,,1108129823.02,,130972921653.45,,,,95675907752.07,,6398992893.57,1638763217307.92,,8376799894.78,,-13149376200.03,345571949390.56,280578467210.21,2273827654.02,107240246001.43,79298652193.75,,-8251162999.68,107447261853.48,-972257863.86,-27054604877.5,3385815187.74,,1597645314.86,-7435562451.99,30090631306.72,,1393911322007.67,,20307705513.42,,51674269459.7,56064913349.71,,242630685582.03,,,,16822261828.9,38980282556.3,,84594680645.79,3943426070.59,-4301822833.96,,96061792820.33,123116397697.83,,214599027737.11,,,,,,,-14893119486.96,,15696454405.53,,98153703171.69,,,1358184750097.71,-1965763236.8,,,1202299264748.08,191612057259.59,14098809090.67,13268369477.82,38028836943.7,,335270953.67,225499582.03,60111512465.35,4827438341.45,,167273827178.07,,869974992.73,,,,-29841425105.4,,,23194797289.72,,,,11305641155.0,,2462969534.74,21557974541.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
