date,annualChangesInAccountReceivables,annualInterestExpense,trailingBeginningCashPosition,trailingInterestExpense,trailingChangesInAccountReceivables,quarterlyDilutedEPS,annualBeginningCashPosition,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualSellingGeneralAndAdministration,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualRepaymentOfDebt,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualDilutedAverageShares,quarterlyAccountsPayable,trailingRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyBasicAverageShares,trailingNetIncomeCommonStockholders,trailingDeferredIncomeTax,annualTaxProvision,quarterlyStockholdersEquity,trailingNetOtherFinancingCharges,annualCurrentDebt,quarterlyRepaymentOfDebt,annualTotalRevenue,annualCapitalStock,quarterlyTaxProvision,annualNetOtherFinancingCharges,annualFreeCashFlow,quarterlyOtherNonCashItems,trailingDepreciationAndAmortization,trailingTaxProvision,trailingOtherNonCashItems,trailingNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualBasicAverageShares,annualChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,annualPurchaseOfBusiness,quarterlyRetainedEarnings,trailingFreeCashFlow,trailingSellingGeneralAndAdministration,quarterlyIncomeTaxPayable,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,trailingNetIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyLongTermDebt,trailingPurchaseOfInvestment,annualCashDividendsPaid,trailingCashDividendsPaid,annualPurchaseOfInvestment,annualPretaxIncome,quarterlyTotalAssets,annualAccountsReceivable,annualLongTermDebt,annualNetIncome,quarterlyAccountsReceivable,annualBasicEPS,quarterlyDilutedAverageShares,trailingInvestingCashFlow,annualGoodwill,annualSaleOfInvestment,annualIncomeTaxPayable,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,annualOtherNonCashItems,trailingChangeInWorkingCapital,quarterlyNetIncome,quarterlyGoodwill,quarterlyBasicEPS,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualEndCashPosition,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,trailingTotalRevenue,annualOperatingIncome,quarterlyCashDividendsPaid,annualOtherIncomeExpense,quarterlyEndCashPosition,annualAccountsPayable,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,annualOperatingCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyCurrentDebt,annualChangeInAccountPayable,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,annualDilutedEPS,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualGainsLossesNotAffectingRetainedEarnings,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,trailingPretaxIncome,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualTotalNonCurrentAssets,quarterlyChangeInInventory,quarterlyGrossPPE,annualOtherNonCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyStockBasedCompensation,annualNetPPE,annualCostOfRevenue,annualOtherCurrentLiabilities,trailingCapitalExpenditure,annualOtherCurrentAssets,annualCurrentAccruedExpenses,quarterlyCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualInventory,trailingCostOfRevenue,annualCurrentAssets,trailingChangeInInventory,quarterlyEbitda,annualCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,trailingDilutedEPS,quarterlyCurrentAssets,quarterlyCapitalExpenditure,annualEbitda,annualOperatingExpense,annualGrossProfit,annualOtherNonCurrentLiabilities,annualStockBasedCompensation,trailingBasicEPS,quarterlyCostOfRevenue,trailingResearchAndDevelopment,quarterlyNetPPE,quarterlyOtherCurrentAssets,trailingGrossProfit,trailingCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyGrossProfit,quarterlyOperatingExpense,annualChangeInInventory,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,annualNonCurrentDeferredRevenue,annualAccumulatedDepreciation,annualCapitalExpenditure,trailingOtherIncomeExpense,quarterlyCurrentAccruedExpenses,trailingOperatingIncome,quarterlyCurrentDeferredRevenue,trailingOperatingExpense,annualGrossPPE,quarterlyAccumulatedDepreciation,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
2008-03-31,,,,,,1.1,,204000000.0,,,12508000000.0,,,,510000000.0,16000000.0,,,198000000.0,,8393000000.0,,474000000.0,,-180000000.0,336607143.0,,,,16735000000.0,,,,,,153000000.0,,,84000000.0,,,,,1224000000.0,,576000000.0,540000000.0,4795000000.0,,,,,59000000.0,12000000.0,,9358000000.0,,,198000000.0,530000000.0,,,,3076000000,1015000000.0,2114000000.0,,,,,,73919000000.0,,,,17717000000.0,,342727273.0,,,,,1000000.0,39626000000.0,,,,377000000,2763000000.0,1.12,,,,,,375000000.0,377000000,,,,,5306000000.0,511000000.0,377000000,-46000000.0,,,,-100000000.0,,511000000.0,,,,-2257000000.0,,,2000000.0,,1341000000.0,,46000000.0,-14585000000.0,,,,0.0,57184000000.0,,,1015000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,,,,,,2.2,,116000000.0,,,11432000000.0,,,,511000000.0,10934000000.0,,,648000000.0,,4766000000.0,,-54000000.0,,-264000000.0,328627780.0,,,,16327000000.0,,,,,,137000000.0,,,89000000.0,,,,,-46000000.0,,883000000.0,229000000.0,3137000000.0,,,,,,0.0,,0.0,,,28000000.0,883000000.0,,,,3834000000,1067000000.0,3008000000.0,,,,,,77776000000.0,,,,4086000000.0,,333196995.0,,,,,71000000.0,43329000000.0,,,,746000000,,2.23,,,,,,461000000.0,746000000,,,,,3719000000.0,582000000.0,746000000,0.0,,,,-102000000.0,,582000000.0,,,3612000000.0,-947000000.0,,,,,1050000000.0,,62000000.0,-9558000000.0,,,,-544000000.0,61449000000.0,,,1067000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,,,,,,0.16,,,,,10100000000.0,,,,582000000.0,10913000000.0,,,,,2754000000.0,,-1023000000.0,,-32000000.0,327889473.0,,,,15356000000.0,,,,,,7000000.0,,,-170000000.0,,,,,-795000000.0,,115000000.0,213000000.0,3014000000.0,,,,,,-42000000.0,,54000000.0,,,0.0,61000000.0,35000000.0,,,3613000000,1058000000.0,3002000000.0,,,,,,75155000000.0,,,,3499000000.0,,333000000.0,,,,,-103000000.0,41149000000.0,,,,54000000,,0.16197,,,,,,457000000.0,54000000,,,,,479000000.0,479000000.0,54000000,-6000000.0,,,,-98000000.0,,479000000.0,,,3817000000.0,-336000000.0,,,,,333000000.0,,68000000.0,-10439000000.0,,,,0.0,59799000000.0,,,1058000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,,230000000.0,,,,,510000000.0,,,1737000000.0,9808000000.0,,1173000000.0,-141000000.0,479000000.0,10827000000.0,-89000000.0,,,332500000.0,2841000000.0,,-1916000000.0,357000000.0,-132000000.0,,,,370000000.0,14446000000.0,,471000000.0,,13671000000.0,10827000000.0,87000000.0,12000000.0,4101000000.0,-20000000.0,,,,,-69000000.0,,107000000.0,431000000.0,3350000000.0,328264771.0,1413000000.0,,1197000000.0,0.0,-111000000.0,-2521000000.0,74000000.0,,,138000000.0,107000000.0,1000000.0,,57611000000.0,3103000000,961000000.0,2806000000.0,,-386000000.0,,-44843000000.0,1567000000.0,72057000000.0,3453000000.0,2806000000.0,1197000000.0,3453000000.0,3.516377,,,,43848000000.0,138000000.0,388000000.0,39185000000.0,14446000000.0,-1000000.0,,20000000,,,72057000000.0,314000000.0,,,74000000.0,444000000.0,20000000,-4124000000.0,867000000.0,,,4217000000.0,867000000.0,20000000,0.0,,,11934000000.0,-86000000.0,39000000.0,867000000.0,2841000000.0,3350000000.0,3747000000.0,-584000000.0,4101000000.0,10000000.0,,,471000000.0,,54000000.0,-10261000000.0,3747000000.0,,3.516377,12000000.0,57611000000.0,39185000000.0,,961000000.0,,-1916000000.0,867000000.0,867000000.0,-608000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,,,,,,1.69,,,,,9737000000.0,,,,867000000.0,10808000000.0,,,,,2981000000.0,,-2146000000.0,,-65000000.0,335474828.0,,,,14718000000.0,,,,,,125000000.0,,,367000000.0,,,,,-85000000.0,,692000000.0,-475000000.0,3909000000.0,,,,,5000000.0,-20000000.0,,641000000.0,,,165000000.0,692000000.0,,,,3575000000,562000000.0,2802000000.0,,,,,,73127000000.0,,,,3853000000.0,,336115564.0,,,,,-23000000.0,39828000000.0,,,,567000000,,1.69,,,,,,420000000.0,567000000,,,,,4753000000.0,844000000.0,567000000,0.0,,,,-91000000.0,,844000000.0,,,3735000000.0,-496000000.0,,,,,466000000.0,,53000000.0,-10168000000.0,,,,0.0,58409000000.0,,,562000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,,,,,1.58,,,,,12421000000.0,,,,844000000.0,10704000000.0,,,,,3075000000.0,,-991000000.0,,-31000000.0,336898236.0,,,,16561000000.0,,,,,,101000000.0,,,12000000.0,,,,,170000000.0,,636000000.0,403000000.0,2081000000.0,,,,,6000000.0,-48000000.0,,1397000000.0,,,115000000.0,636000000.0,,,,3547000000,760000000.0,3322000000.0,,,,,,75655000000.0,,,,4016000000.0,,337508296.0,,,,,-190000000.0,42180000000.0,,,,535000000,,1.58,,,,,,454000000.0,535000000,,,,,2735000000.0,654000000.0,535000000,0.0,,,,-88000000.0,,654000000.0,,,3756000000.0,-1119000000.0,,,,,216000000.0,,56000000.0,-13509000000.0,,,,0.0,59094000000.0,,,760000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,,,,,,1.46,,,,,7046000000.0,,,,654000000.0,10606000000.0,,,,,3083000000.0,,785000000.0,,23000000.0,336159387.0,,,,18733000000.0,,,-16000000.0,,,94000000.0,,,12000000.0,,,,,-115000000.0,,588000000.0,335000000.0,1853000000.0,,,,,-1000000.0,-54000000.0,,1865000000.0,,,156000000.0,588000000.0,,,,3681000000,1010000000.0,3321000000.0,,,,,,77821000000.0,,,,3626000000.0,,338400000.0,,,,,88000000.0,44875000000.0,,,,494000000,,1.469012,,,,,,451000000.0,494000000,,,,,742000000.0,742000000.0,494000000,0.0,,,,-104000000.0,,742000000.0,,,3772000000.0,-822000000.0,,,,,200000000.0,,60000000.0,-7891000000.0,,,,0.0,59088000000.0,,,1010000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,,225000000.0,,,,,867000000.0,,,1811000000.0,5651000000.0,,2549000000.0,-19000000.0,742000000.0,10503000000.0,-466000000.0,,,337500000.0,3295000000.0,,823000000.0,-198000000.0,80000000.0,,,,528000000.0,19667000000.0,,161000000.0,-200000000.0,15075000000.0,10503000000.0,208000000.0,8000000.0,3335000000.0,27000000.0,,,,,-291000000.0,,1161000000.0,293000000.0,1667000000.0,336501257.0,556000000.0,,2549000000.0,0.0,103000000.0,0.0,2818000000.0,,,111000000.0,1161000000.0,0.0,,58313000000.0,4272000000,1003000000.0,3158000000.0,,-388000000.0,,-38086000000.0,3077000000.0,77980000000.0,3671000000.0,3158000000.0,2549000000.0,3671000000.0,7.544956,,,,34855000000.0,111000000.0,-73000000.0,45573000000.0,19667000000.0,53000000.0,,953000000,,,77980000000.0,-321000000.0,,,2818000000.0,486000000.0,953000000,-3224000000.0,669000000.0,,,2336000000.0,669000000.0,953000000,0.0,,,3247000000.0,-105000000.0,201000000.0,669000000.0,3295000000.0,1667000000.0,3931000000.0,-787000000.0,3335000000.0,10000000.0,,,161000000.0,,56000000.0,-6518000000.0,3931000000.0,,7.544956,8000000.0,58313000000.0,45573000000.0,,1003000000.0,,823000000.0,669000000.0,669000000.0,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,,,,,,2.22,,,,,8203000000.0,,,,669000000.0,10470000000.0,,,,,3147000000.0,,1126000000.0,,-116000000.0,338610718.0,,,,20636000000.0,,,,,,124000000.0,,,30000000.0,,,,,-93000000.0,,879000000.0,268000000.0,2052000000.0,,,,,5000000.0,-62000000.0,,3573000000.0,,,223000000.0,879000000.0,,,,3953000000,823000000.0,3158000000.0,,,,,,79329000000.0,,,,3685000000.0,,339900000.0,,,,,57000000.0,46721000000.0,,,,755000000,,2.229699,,,,,,460000000.0,755000000,,,,,726000000.0,726000000.0,755000000,4000000.0,,,,-105000000.0,,726000000.0,,,3883000000.0,-666000000.0,,,,,150000000.0,,52000000.0,-8753000000.0,,,,0.0,58693000000.0,,,823000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,,,,,1.98,,,,,8004000000.0,,,,726000000.0,10365000000.0,,,,,3331000000.0,,1294000000.0,,147000000.0,338478484.0,,,,21410000000.0,,,,,,142000000.0,,,31000000.0,,,,,-98000000.0,,825000000.0,155000000.0,2097000000.0,,,,,0.0,14000000.0,,4250000000.0,,,170000000.0,825000000.0,,,,3760000000,868000000.0,3158000000.0,,,,,,80160000000.0,,,,3958000000.0,,341200000.0,,,,,-58000000.0,47546000000.0,,,,677000000,,1.998491,,,,,,463000000.0,677000000,,,,,668000000.0,668000000.0,677000000,0.0,,,,-105000000.0,,668000000.0,,,3836000000.0,-801000000.0,,,,,147000000.0,,52000000.0,-8952000000.0,,,,0.0,58750000000.0,,,868000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,,,,,,1.97,,,,,6118000000.0,,,,668000000.0,10264000000.0,,,,,3091000000.0,,2110000000.0,,-284000000.0,339229422.0,,,,22845000000.0,,,0.0,,,160000000.0,,,42000000.0,,,,,-91000000.0,,835000000.0,285000000.0,1857000000.0,,,,,5000000.0,32000000.0,,4925000000.0,,,260000000.0,835000000.0,,,,3888000000,1084000000.0,3158000000.0,,,,,,82388000000.0,,,,3694000000.0,,341900000.0,,,,,-181000000.0,49862000000.0,,,,675000000,,1.989804,,,,,,433000000.0,675000000,,,,,487000000.0,487000000.0,675000000,0.0,,,,-113000000.0,,487000000.0,,,3906000000.0,-1201000000.0,,,,,155000000.0,,58000000.0,-7035000000.0,,,,0.0,59543000000.0,,,1084000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,,224000000.0,,,,,669000000.0,,,1858000000.0,7741000000.0,,3108000000.0,116000000.0,487000000.0,10161000000.0,-659000000.0,,,341246387.0,3282000000.0,,1594000000.0,103000000.0,-189000000.0,,,,559000000.0,22974000000.0,,1300000000.0,-659000000.0,16006000000.0,10161000000.0,133000000.0,-1000000.0,3546000000.0,42000000.0,,,,,1014000000.0,,1134000000.0,-271000000.0,1983000000.0,339685143.0,437000000.0,,3108000000.0,0.0,132000000.0,-1139000000.0,5926000000.0,,,116000000.0,1134000000.0,,,60381000000.0,4409000000,771000000.0,3358000000.0,,-435000000.0,,-32666000000.0,3667000000.0,83355000000.0,4233000000.0,3358000000.0,3108000000.0,4233000000.0,9.15,,,,30066000000.0,116000000.0,285000000.0,50075000000.0,22974000000.0,172000000.0,,1001000000,,,83355000000.0,732000000.0,,,5926000000.0,502000000.0,1001000000,-4181000000.0,772000000.0,,,2755000000.0,772000000.0,1001000000,0.0,,,3667000000.0,-112000000.0,0.0,772000000.0,3282000000.0,1983000000.0,4664000000.0,-1513000000.0,3546000000.0,10000000.0,,,1300000000.0,-172000000.0,62000000.0,-7926000000.0,4664000000.0,,9.11,-1000000.0,60381000000.0,50075000000.0,,771000000.0,-235000000.0,1594000000.0,772000000.0,2755000000.0,-442000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,,,,,,0.76,,,,,7082000000.0,-68000000.0,,,772000000.0,10075000000.0,,,-47000000.0,,3277000000.0,,1782000000.0,,-115000000.0,337088217.0,,,,23376000000.0,,,-1300000000.0,,,97000000.0,,,29000000.0,,,,,-37000000.0,,7570000000.0,651000000.0,2375000000.0,,,,,5000000.0,19000000.0,,6185000000.0,,,149000000.0,356000000.0,-45000000.0,,,10688000000,1003000000.0,3358000000.0,,,,,,86220000000.0,,,,4102000000.0,,339661199.0,,,,,343000000.0,50900000000.0,,,,259000000,,0.77,,,,,,426000000.0,259000000,,,,,3490000000.0,1115000000.0,259000000,14000000.0,,,,-112000000.0,,1115000000.0,,,4729000000.0,-631000000.0,,,,,1401000000.0,,63000000.0,-7553000000.0,,,,0.0,62844000000.0,,,1003000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,,,,1.77,,,,,5664000000.0,0.0,,,1115000000.0,10098000000.0,,,496000000.0,,3785000000.0,,1989000000.0,,-63000000.0,338920580.0,,,,24113000000.0,,,-1911000000.0,,,-122000000.0,,,34000000.0,,,,,-78000000.0,,729000000.0,76000000.0,2380000000.0,,,,,,28000000.0,,6792000000.0,,,23000000.0,485000000.0,-335000000.0,,,3874000000,1060000000.0,3360000000.0,,,,,,89254000000.0,,,,4923000000.0,,341688968.0,,,,,-282000000.0,53033000000.0,,,,607000000,,1.79,,,,,,443000000.0,607000000,,,,,3213000000.0,833000000.0,607000000,73000000.0,,,,-111000000.0,,833000000.0,,,4858000000.0,-1268000000.0,,,,,1400000000.0,,62000000.0,-6534000000.0,,,,38000000.0,65141000000.0,,,1060000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,,,,,,-0.09,,,,,5510000000.0,-100000000.0,,,833000000.0,10095000000.0,,,-291000000.0,,3492000000.0,,1839000000.0,,-466000000.0,338400000.0,,,,23750000000.0,,,-824000000.0,,,165000000.0,,,42000000.0,,,,,-363000000.0,,221000000.0,448000000.0,2376000000.0,,,,,,-42000000.0,,6761000000.0,,,191000000.0,134000000.0,,,,3934000000,935000000.0,3360000000.0,,,,,,88720000000.0,,,,5403000000.0,,340900000.0,,,,,-67000000.0,53305000000.0,,,,-31000000,,-0.09,,,,,,440000000.0,-31000000,,,,,3142000000.0,766000000.0,-31000000,88000000.0,,,,-119000000.0,,766000000.0,,,4817000000.0,-631000000.0,,,,,1250000000.0,,62000000.0,-6055000000.0,,,,6000000.0,64970000000.0,,,935000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,,15000000.0,,,,,772000000.0,,,592000000.0,5090000000.0,-27000000.0,1220000000.0,19000000.0,766000000.0,10095000000.0,-5288000000.0,,58000000.0,340780224.0,3542000000.0,,1911000000.0,-158000000.0,95000000.0,,,,394000000.0,24516000000.0,,1251000000.0,-1253000000.0,8115000000.0,10095000000.0,122000000.0,139000000.0,3470000000.0,47000000.0,,,,,-87000000.0,,872000000.0,-606000000.0,2301000000.0,338159409.0,569000000.0,,1220000000.0,,14000000.0,-606000000.0,7511000000.0,,,159000000.0,872000000.0,,,62989000000.0,4479000000,472000000.0,3360000000.0,,-459000000.0,,-25227000000.0,1614000000.0,87505000000.0,4387000000.0,3360000000.0,1220000000.0,4387000000.0,4.68,,,,23346000000.0,159000000.0,-152000000.0,53362000000.0,24516000000.0,350000000.0,,750000000,,,87505000000.0,-565000000.0,,,7511000000.0,526000000.0,750000000,-3036000000.0,614000000.0,,,2915000000.0,614000000.0,750000000,0.0,,,1624000000.0,-117000000.0,-10000000.0,614000000.0,3542000000.0,2301000000.0,4831000000.0,-506000000.0,3470000000.0,,,,1251000000.0,216000000.0,63000000.0,-5085000000.0,4831000000.0,,4.65,57000000.0,62989000000.0,53362000000.0,,472000000.0,-195000000.0,1911000000.0,614000000.0,2915000000.0,-549000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,,,,,,2.84,,,,,5242000000.0,-11000000.0,,,614000000.0,10095000000.0,,,-126000000.0,,3454000000.0,,2209000000.0,,-298000000.0,338567341.0,,,,25431000000.0,,,-400000000.0,,,110000000.0,,,45000000.0,,,,,139000000.0,,1080000000.0,-185000000.0,2099000000.0,,,,,,-1000000.0,,8300000000.0,,,201000000.0,1083000000.0,-25000000.0,,,4185000000,572000000.0,3360000000.0,,,,,,89749000000.0,,,,4487000000.0,,341690982.0,,,,,101000000.0,54363000000.0,,,,973000000,,2.87,,,,,,510000000.0,973000000,,,,,2814000000.0,715000000.0,973000000,3000000.0,,,,-159000000.0,,715000000.0,,,4860000000.0,-615000000.0,,,,,1531000000.0,,62000000.0,-5534000000.0,,,,28000000.0,64318000000.0,,,572000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,,,,,0.96,,,,,5842000000.0,0.0,,,715000000.0,9927000000.0,,,66000000.0,,4182000000.0,,2338000000.0,,-90000000.0,339766067.0,,,,25762000000.0,,,-981000000.0,,,148000000.0,,,58000000.0,,,,,-262000000.0,,510000000.0,-13000000.0,2260000000.0,,,,,,2000000.0,,8628000000.0,,,162000000.0,476000000.0,-5000000.0,,,3507000000,811000000.0,3360000000.0,,,,,,90701000000.0,,,,4985000000.0,,342674038.0,,,,,-98000000.0,55157000000.0,,,,328000000,,0.96,,,,,,436000000.0,328000000,,,,,2877000000.0,617000000.0,328000000,55000000.0,,,,-159000000.0,,617000000.0,,,4826000000.0,-635000000.0,,,,,1401000000.0,,62000000.0,-6382000000.0,,,,27000000.0,64939000000.0,,,811000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,,,,,,1.86,,,,,5016000000.0,0.0,,,617000000.0,9759000000.0,,,-114000000.0,,4181000000.0,,3014000000.0,,-309000000.0,340207037.0,,,,26963000000.0,,,-551000000.0,,,147000000.0,,,-178000000.0,,,,,-148000000.0,,787000000.0,1017000000.0,2429000000.0,,,,,,45000000.0,,9268000000.0,,,221000000.0,787000000.0,-68000000.0,,,4658000000,1642000000.0,3360000000.0,,,,,,93508000000.0,,,,,,342872713.0,,,,,73000000.0,57196000000.0,,,,640000000,,1.88,,,,,,438000000.0,640000000,,,,,3119000000.0,690000000.0,640000000,-50000000.0,,,,-166000000.0,,690000000.0,,,4990000000.0,-1432000000.0,,,,,1402000000.0,,63000000.0,-6071000000.0,,,,18000000.0,66545000000.0,,,1642000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,759000000.0,238000000.0,,,,2.22,614000000.0,,,1768000000.0,5762000000.0,0.0,2706000000.0,-7000000.0,690000000.0,24644000000.0,-2783000000.0,,-19000000.0,342746950.0,8869000000.0,,2887000000.0,1000000.0,142000000.0,340821273.0,,,212000000.0,27531000000.0,,1401000000.0,-851000000.0,15841000000.0,24644000000.0,-149000000.0,126000000.0,3995000000.0,471000000.0,,,,,-279000000.0,,361000000.0,0.0,2228000000.0,339843438.0,819000000.0,,2471000000.0,,-53000000.0,-98000000.0,10033000000.0,,,20000000.0,361000000.0,0.0,,65014000000.0,3944000000,970000000.0,3669000000.0,,-815000000.0,,-24648000000.0,2683000000.0,92545000000.0,16225000000.0,3669000000.0,2471000000.0,16225000000.0,7.96,343741899.0,,,21862000000.0,20000000.0,-75000000.0,58002000000.0,27531000000.0,335000000.0,,510000000,,2.24,92545000000.0,-550000000.0,,,10033000000.0,462000000.0,510000000,-3439000000.0,615000000.0,,,2843000000.0,615000000.0,765000000,0.0,,,2683000000.0,-331000000.0,0.0,615000000.0,8869000000.0,2228000000.0,5589000000.0,-757000000.0,3995000000.0,,,,1401000000.0,-193000000.0,60000000.0,-6661000000.0,5589000000.0,,7.89,53000000.0,65014000000.0,58002000000.0,,970000000.0,-11000000.0,2887000000.0,615000000.0,2843000000.0,-555000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,,,,,2.77,,400000000.0,,,5302000000.0,-154000000.0,,,615000000.0,25292000000.0,,,103000000.0,,9146000000.0,,2650000000.0,,-55000000.0,340778142.0,,,,27942000000.0,,,-658000000.0,,,109000000.0,,,-94000000.0,,,,,813000000.0,,861000000.0,159000000.0,2893000000.0,,,,,21000000.0,35000000.0,,10986000000.0,,,43000000.0,861000000.0,-33000000.0,,,3643000000,913000000.0,4616000000.0,,,,,,93461000000.0,,,,15684000000.0,,343906368.0,,,,,240000000.0,58988000000.0,,,,752000000,,2.8,,,,,,429000000.0,752000000,,,,,3748000000.0,855000000.0,953000000,0.0,,,,-2000000.0,,855000000.0,,,5492000000.0,-1466000000.0,,,,,1402000000.0,,56000000.0,-6680000000.0,,,,0.0,65519000000.0,,,913000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
