,quarterlyInventory,annualChangeInInventory,annualDilutedAverageShares,annualStockBasedCompensation,quarterlyOtherIncomeExpense,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCurrentDebt,annualCurrentLiabilities,trailingCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,annualInventory,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,trailingOperatingCashFlow,annualPurchaseOfBusiness,quarterlyOperatingExpense,annualCapitalStock,trailingOtherNonCashItems,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,annualOtherIntangibleAssets,quarterlyPretaxIncome,annualGrossProfit,quarterlyPurchaseOfBusiness,annualNetPPE,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualSaleOfInvestment,quarterlyDilutedEPS,quarterlyOperatingCashFlow,annualOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,trailingCashDividendsPaid,annualDilutedEPS,quarterlyTaxProvision,quarterlyNetPPE,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,annualGoodwill,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualBasicAverageShares,trailingInterestExpense,trailingPretaxIncome,annualGrossPPE,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,annualRepaymentOfDebt,annualInterestExpense,annualPretaxIncome,quarterlyFreeCashFlow,annualPurchaseOfInvestment,trailingChangeInWorkingCapital,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,trailingGrossProfit,trailingInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,annualAccountsPayable,annualCapitalExpenditure,annualInvestingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingPurchaseOfInvestment,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyCapitalStock,quarterlyAccountsPayable,trailingRepaymentOfDebt,annualEndCashPosition,annualOperatingIncome,annualNonCurrentDeferredRevenue,trailingTotalRevenue,quarterlyEndCashPosition,trailingEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,quarterlyTotalRevenue,annualTaxProvision,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyEbitda,trailingNetOtherFinancingCharges,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualTotalRevenue,trailingChangeInAccountPayable,annualNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualCurrentDebt,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,trailingOperatingIncome,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyCurrentAssets,annualOperatingExpense,annualOtherNonCurrentAssets,annualCommonStockIssuance,quarterlyGrossPPE,trailingFreeCashFlow,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualChangeInAccountPayable,annualTotalLiabilitiesNetMinorityInterest,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,trailingCostOfRevenue,annualCurrentAssets,annualChangeInWorkingCapital,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyOtherNonCashItems,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,annualRetainedEarnings,trailingNetIncome,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingNetIncomeCommonStockholders,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualBeginningCashPosition,annualAccountsReceivable,quarterlyLongTermDebt,annualNetIncome,annualCashDividendsPaid,quarterlyChangeInInventory,annualSellingGeneralAndAdministration,annualFreeCashFlow,trailingSaleOfInvestment,annualTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedAverageShares,annualStockholdersEquity,annualOtherCurrentAssets,annualOtherNonCashItems,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,annualBasicEPS,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,trailingStockBasedCompensation,trailingDeferredIncomeTax,annualInvestmentsAndAdvances,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,trailingChangeInInventory,trailingChangesInAccountReceivables,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,annualOtherShortTermInvestments,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
883526400,2100000.0,,25290323.0,,600000.0,,-6100000.0,-187200000.0,-11100000.0,14500000.0,43100000.0,,,2100000.0,3200000.0,28800000.0,7400000.0,,,22800000.0,48400000.0,,,1200000.0,,5200000.0,182800000.0,,460400000.0,28800000.0,1700000.0,,,4600000.0,39400000.0,4300000.0,61900000.0,800000.0,14500000.0,,,0.915,1600000.0,460400000.0,400000.0,503000000.0,,,,25238000.0,,,647600000.0,14500000.0,0.0,,11900000.0,37300000.0,-6500000.0,,,531300000.0,305100000.0,,,,900000.0,,,,,15500000.0,-32900000.0,-32900000.0,1700000.0,,900000.0,1700000.0,,48400000.0,15500000.0,,1700000.0,48200000.0,,,1700000.0,,-11100000.0,3300000.0,43100000.0,14000000.0,1700000.0,13100000.0,11300000.0,,,,195300000.0,,23300000.0,363700000.0,,14500000.0,,3500000.0,12500000.0,,,30600000.0,28300000.0,134600000.0,4300000.0,,647600000.0,,,43100000.0,,-3400000.0,,363700000.0,1900000.0,,,-187200000.0,,28300000.0,1300000.0,7800000.0,,3500000.0,,1200000.0,,-3000000.0,,119100000.0,,,0.0,119100000.0,,531300000.0,14900000.0,13100000.0,,,,23100000.0,167600000.0,1400000.0,14900000.0,139200000.0,23300000.0,-13500000.0,,23500000.0,6500000.0,,503000000.0,3600000.0,3600000.0,,139200000.0,305100000.0,,167600000.0,4500000.0,13800000.0,,,4500000.0,0.915,,,,,,,,,,,,,,,,,,,,,,,
891302400,2100000.0,,,,-100000.0,,,-191100000.0,-6200000.0,12500000.0,,,,,2800000.0,28900000.0,-4800000.0,,,30000000.0,,,,600000.0,,2300000.0,,,,,,,0.06,10200000.0,,0.0,,-800000.0,12500000.0,,,,700000.0,462600000.0,,505300000.0,,,,,,,,,,,,,4000000.0,,,528500000.0,,26666667.0,,,,,,,,,,,900000.0,,1700000.0,900000.0,,48400000.0,15000000.0,,,,,,900000.0,,-6200000.0,,35200000.0,,,,8800000.0,,,,,,,362800000.0,,,0.06,1600000.0,,,,35200000.0,23200000.0,,,,653700000.0,,,41700000.0,,-3400000.0,,,,,,,,,,5200000.0,,3600000.0,,200000.0,,4900000.0,,117300000.0,,,0.0,,,,11900000.0,14200000.0,,,,,165700000.0,,,139200000.0,,,,,,,,1600000.0,1600000.0,,,305500000.0,26666667.0,,,,,,3800000.0,,,,,,,,,,,,,,,,,,,,,,,,
899164800,2100000.0,,,,200000.0,,,-195100000.0,-10100000.0,19500000.0,,,,,3200000.0,29100000.0,4000000.0,,,35700000.0,,,,400000.0,,5700000.0,,,,,,,0.14,5600000.0,,100000.0,,-400000.0,19500000.0,,,,2100000.0,468400000.0,,511300000.0,,,,,,,,,,,,,-4500000.0,,,538800000.0,,25714286.0,,,,,,,,,,,500000.0,,900000.0,500000.0,,48400000.0,18500000.0,,,,,,500000.0,,-10100000.0,,44500000.0,,,,12400000.0,,,,,,,372900000.0,,,0.14,3600000.0,,,,44500000.0,27500000.0,,,,663500000.0,,,51500000.0,,-3400000.0,,,,,,,,,,8800000.0,,3600000.0,,200000.0,,-1600000.0,,117400000.0,,,0.0,,,,14900000.0,13500000.0,,,,,165900000.0,,,139200000.0,,,,,,,,3600000.0,3600000.0,,,305800000.0,25714286.0,,,,,,3300000.0,,,,,,,,,,,,,,,,,,,,,,,,
907113600,2200000.0,,,,300000.0,,,-198800000.0,-6900000.0,13000000.0,,,,,3100000.0,29700000.0,-10300000.0,,,44600000.0,,,,-400000.0,,14800000.0,,,,,,,0.36,18300000.0,,100000.0,,1100000.0,13000000.0,,,,5700000.0,471200000.0,,514100000.0,,,,,,,,,,,,,11400000.0,,,550500000.0,,25277778.0,,,,,,,,,,,1600000.0,,500000.0,1600000.0,,48400000.0,20900000.0,,,,,,1600000.0,,-6900000.0,,62300000.0,,,,21300000.0,,,,,,,378900000.0,,,0.36,9100000.0,,,,62300000.0,36400000.0,,,,670000000.0,,,57800000.0,,-3400000.0,,,,,,,,,,17700000.0,,3700000.0,,500000.0,,5100000.0,,123200000.0,,,0.0,,,,18300000.0,23900000.0,,,,,171600000.0,,,139200000.0,,,,,,,,9100000.0,9100000.0,,,305600000.0,25277778.0,,,,,,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,
915062400,2100000.0,,25357143.0,,200000.0,,-4100000.0,-202400000.0,-11400000.0,24700000.0,55500000.0,,,2100000.0,3000000.0,30800000.0,7000000.0,,,24200000.0,48400000.0,,,1600000.0,,6300000.0,175200000.0,,478300000.0,30800000.0,600000.0,,,3400000.0,37500000.0,4100000.0,55200000.0,-1100000.0,24700000.0,,,0.725,2200000.0,478300000.0,-1200000.0,521900000.0,,,,25238000.0,,,680700000.0,24700000.0,0.0,,12400000.0,29000000.0,-8000000.0,,,548500000.0,305000000.0,,,,800000.0,,,,,15900000.0,-34600000.0,-34600000.0,600000.0,,1600000.0,600000.0,,48400000.0,15900000.0,,600000.0,40600000.0,,,600000.0,,-11400000.0,2200000.0,44400000.0,10600000.0,600000.0,14900000.0,12800000.0,,,,186300000.0,,18400000.0,376200000.0,,24700000.0,,4000000.0,11100000.0,,,33300000.0,26600000.0,134600000.0,4100000.0,,680700000.0,,,55500000.0,,-3500000.0,,376200000.0,2100000.0,,,-202400000.0,,26600000.0,3500000.0,9100000.0,,3600000.0,,1200000.0,,-4900000.0,,123900000.0,,,0.0,123900000.0,,548500000.0,13500000.0,14900000.0,,,,18200000.0,172300000.0,1700000.0,13500000.0,136300000.0,18400000.0,-13700000.0,,24400000.0,2900000.0,,521900000.0,4100000.0,4100000.0,,136300000.0,305000000.0,,172300000.0,4500000.0,14500000.0,,,4500000.0,0.725,,,,,,,,,,,,,,,,,,,,,,,
922838400,2100000.0,,,,1000000.0,,,-206500000.0,-7900000.0,2000000.0,,,,,3300000.0,30500000.0,-3000000.0,,,33000000.0,,,,1000000.0,,3900000.0,,,,,,,0.1,11500000.0,,0.0,,600000.0,2000000.0,,,,1400000.0,481700000.0,,525600000.0,,,,,,,,,,,,,3600000.0,,,550800000.0,,25000000.0,,,,,,,,,,,1200000.0,,600000.0,1200000.0,,48400000.0,16300000.0,,,,,,1200000.0,,-7900000.0,,39100000.0,,,,10100000.0,,,,,,,379400000.0,,,0.1,2500000.0,,,,39100000.0,25200000.0,,,,688200000.0,,,38300000.0,,-3500000.0,,,,,,,,,,6100000.0,,4100000.0,,600000.0,,4500000.0,,122900000.0,,,0.0,,,,12100000.0,20000000.0,,,,,171400000.0,,,156300000.0,,,,,,,,2500000.0,2500000.0,,,325300000.0,25000000.0,,,,,,4400000.0,,,,,,,,,,,,,,,,,,,,,,,,
930700800,2100000.0,,,,900000.0,,,-210200000.0,-9500000.0,8000000.0,,,,,3300000.0,31300000.0,4000000.0,,,39900000.0,,,,1400000.0,,8900000.0,,,,,,,0.22,6600000.0,,0.0,,1200000.0,8000000.0,,,,3300000.0,487000000.0,,531100000.0,,,,,,,,,,,,,-2900000.0,,,563100000.0,,25454545.0,,,,,,,,,,,2400000.0,,1200000.0,2400000.0,,48400000.0,22100000.0,,,,,,2400000.0,,-9500000.0,,51200000.0,,,,15100000.0,,,,,,,389600000.0,,,0.22,5600000.0,,,,51200000.0,32000000.0,,,,697200000.0,,,46800000.0,,-3400000.0,,,,,,,,,,11300000.0,,3700000.0,,-100000.0,,-2500000.0,,125000000.0,,,0.0,,,,16100000.0,16700000.0,,,,,173500000.0,,,156300000.0,,,,,,,,5600000.0,5600000.0,,,327100000.0,25454545.0,,,,,,3400000.0,,,,,,,,,,,,,,,,,,,,,,,,
938649600,2100000.0,,,,300000.0,,,-214000000.0,-10700000.0,,,,,,3200000.0,31400000.0,-9100000.0,,,47200000.0,,,,2400000.0,,12800000.0,,,,,,,0.31,20700000.0,,-100000.0,,900000.0,0.0,,,,4900000.0,493300000.0,,537500000.0,,,,,,,,,,,,,10000000.0,,,575400000.0,,25483871.0,,,,,,,,,,,3300000.0,,2400000.0,3300000.0,,48400000.0,24400000.0,,,,,,3300000.0,,-10700000.0,,63000000.0,,,,19600000.0,,,,,,,397500000.0,,,0.31,7900000.0,,,,63000000.0,37900000.0,,,,707300000.0,,,52600000.0,,-3500000.0,,,,,,,,,,15800000.0,,3800000.0,,0.0,,9100000.0,,129400000.0,,,0.0,,,,18200000.0,28200000.0,,,,,177900000.0,,,156300000.0,,,,,,,,7900000.0,7900000.0,,,329100000.0,25483871.0,,,,,,6300000.0,,,,,,,,,,,,,,,,,,,,,,,,
946598400,2200000.0,,25872000.0,,300000.0,,2200000.0,-222000000.0,-16400000.0,16300000.0,55500000.0,,,2200000.0,3400000.0,24200000.0,10300000.0,,,30500000.0,3600000.0,,,2300000.0,,6500000.0,193400000.0,,515400000.0,24200000.0,1400000.0,,,3900000.0,42700000.0,4900000.0,58600000.0,-2300000.0,-100000.0,,,0.765,2600000.0,515400000.0,400000.0,556800000.0,,,,25872000.0,,,737400000.0,-100000.0,0.0,,13200000.0,32100000.0,-12500000.0,,,587600000.0,330600000.0,,-500000.0,,2500000.0,,,,,23700000.0,-44500000.0,-44500000.0,1400000.0,,3300000.0,1400000.0,,3600000.0,23700000.0,,1400000.0,42800000.0,,,1400000.0,,-16400000.0,7100000.0,53100000.0,12200000.0,1400000.0,15600000.0,13800000.0,,,,206400000.0,,19900000.0,406900000.0,,16300000.0,,3900000.0,13000000.0,,,40100000.0,30800000.0,150600000.0,4900000.0,,737400000.0,,,55500000.0,-500000.0,-3500000.0,,406900000.0,1100000.0,,,-222000000.0,,30800000.0,6000000.0,9600000.0,,4100000.0,,600000.0,,-5100000.0,,132700000.0,,,0.0,132700000.0,,587600000.0,15600000.0,15600000.0,,,,19800000.0,180700000.0,1100000.0,15600000.0,156600000.0,19900000.0,-13900000.0,,28000000.0,-1800000.0,,556800000.0,3900000.0,3900000.0,,156600000.0,330600000.0,,180700000.0,4500000.0,15700000.0,,,4500000.0,0.765,,,,,,,,,,,,,,,,,,,,,,,
954460800,2608000.0,,,,299000.0,,,-226763000.0,-4906000.0,18950000.0,,,,,3452000.0,24807000.0,-710000.0,,,35403000.0,,,,267000.0,,1939000.0,,,,,,,0.045,6131000.0,,4936000.0,,515000.0,18950000.0,,,,736000.0,515494000.0,,557023000.0,,,,,,,,,,,,,1225000.0,,,584741000.0,,25872000.0,-517000.0,,,,,,,,,,1952000.0,,1437000.0,1952000.0,,3604000.0,18552000.0,,,,,,1952000.0,,-4906000.0,,40495000.0,,,,9189000.0,,,,,,,406476000.0,,,0.045,1203000.0,,,,40495000.0,27718000.0,,,,742257000.0,,,54794000.0,,-3595000.0,,,,,,,,,,5092000.0,,,,403000.0,,428000.0,,130297000.0,,,0.0,,,,12710000.0,17292000.0,,,,,178265000.0,,,156490000.0,,,,,,,,1203000.0,1203000.0,,,330839000.0,25872000.0,,,,,,4909000.0,,,,,,,,,,,,,,,,,,,,,,,,
962323200,2983000.0,,,,623000.0,,,-259491000.0,-13100000.0,27537000.0,,,,,3847000.0,29546000.0,4654000.0,,,53599000.0,,,,1309000.0,,9140000.0,,,,,,,0.189881,8458000.0,,5353000.0,,12000.0,27537000.0,,,,3387000.0,572488000.0,,615377000.0,,,,,,,,,,,,,-4642000.0,,,656885000.0,,30236000.0,-517000.0,,,,,,,,,,2906000.0,,1952000.0,2906000.0,,3626000.0,25846000.0,,,,,,2906000.0,,-13100000.0,,65963000.0,,,,17480000.0,,,,,,,458878000.0,,,0.19,5753000.0,,,,65963000.0,41508000.0,,,,831979000.0,,,72264000.0,,-4387000.0,,,,,,,,,,12364000.0,,,,409000.0,,-3150000.0,,144914000.0,,,0.0,,,,21139000.0,18881000.0,,,,,198007000.0,,,169472000.0,,,,,,,,5753000.0,5753000.0,,,360728000.0,30298000.0,,,,,,5093000.0,,,,,,,,,,,,,,,,,,,,,,,,
970272000,2390000.0,,,,358000.0,,,-264757000.0,-9323000.0,17050000.0,,,,,3935000.0,28366000.0,-13204000.0,,,57937000.0,,,,-202000.0,,15066000.0,,,,,,,0.3,20765000.0,,38057000.0,,-1762000.0,17050000.0,0.0,,,5861000.0,575209000.0,,618599000.0,,,,,,,,,,,,,11442000.0,,,660914000.0,,30292000.0,-517000.0,,,,,,,,,,1144000.0,,2906000.0,1144000.0,,3626000.0,29938000.0,,,,,,1144000.0,,-9323000.0,,76580000.0,,,,23211000.0,,,,,,,457906000.0,,,0.3,9205000.0,,,,76580000.0,42315000.0,,,,839966000.0,,,75616000.0,,-4204000.0,,,,,,,,,,18643000.0,,,,-4068000.0,,11060000.0,,149915000.0,,,0.0,,,,21895000.0,28628000.0,,,,,203008000.0,,,169470000.0,,,,,,,,9205000.0,9205000.0,,,358773000.0,30398000.0,,,,,,5910000.0,,,,,,,,,,,,,,,,,,,,,,,,
978220800,2718000.0,,30346000.0,,103000.0,,4120000.0,-269273000.0,-9832000.0,17479000.0,63736000.0,,,2718000.0,3167000.0,28609000.0,13380000.0,,,32523000.0,3626000.0,,,485000.0,,4844000.0,229670000.0,,582008000.0,28609000.0,3241000.0,,,-727000.0,34627000.0,5671000.0,63135000.0,2821000.0,17479000.0,0.0,,0.655,1372000.0,582008000.0,1586000.0,625812000.0,,,,30252000.0,,,851281000.0,17479000.0,0.0,,14646000.0,31534000.0,-10559000.0,,,666605000.0,377255000.0,,-486000.0,,1413000.0,,,,,26493000.0,-37161000.0,-37161000.0,3241000.0,,1144000.0,3241000.0,,3626000.0,26493000.0,,3241000.0,44767000.0,,,3241000.0,,-9832000.0,1859000.0,55567000.0,11571000.0,3241000.0,19764000.0,12495000.0,,,,244806000.0,,19963000.0,464296000.0,,17479000.0,,3472000.0,15136000.0,,,40431000.0,40793000.0,184903000.0,5671000.0,644000.0,851281000.0,,,63736000.0,-486000.0,-4202000.0,,464296000.0,-3203000.0,,,-269273000.0,,40793000.0,-430000.0,7908000.0,,,,53000.0,,-8768000.0,,149185000.0,,,0.0,149185000.0,,666605000.0,20613000.0,19764000.0,,,,19963000.0,202309000.0,1655000.0,20613000.0,187098000.0,19963000.0,-16388000.0,,32974000.0,-2534000.0,,625812000.0,3472000.0,3472000.0,,187098000.0,377255000.0,,202309000.0,6257000.0,-71000.0,,,6257000.0,0.655,,,,,,,,,,,,,,,,,,,,,,,
985996800,2830000.0,,,,393000.0,,,-274642000.0,-13405000.0,21151000.0,,,,,3964000.0,28993000.0,2273000.0,,,43075000.0,,,,2603000.0,,362000.0,,,,,,,0.005,9670000.0,,5565000.0,,-1462000.0,21151000.0,,,,141000.0,591001000.0,,634879000.0,,,,,,,,,,,,,-3735000.0,,,669710000.0,,30364000.0,-486000.0,,,,,,,,,,1779000.0,,3241000.0,1779000.0,,3626000.0,24151000.0,,,,,,1779000.0,,-13405000.0,,47008000.0,,,,8750000.0,,,,,,,470678000.0,,,0.005,221000.0,,,,47008000.0,34831000.0,,,,865643000.0,,,67195000.0,,-4260000.0,,,,,,,,,,3933000.0,,,,240000.0,,4392000.0,,145908000.0,,,0.0,,,,17390000.0,21893000.0,,,,,199032000.0,,,187393000.0,,,,,,,,221000.0,221000.0,,,380147000.0,30588000.0,,,,,,6796000.0,,,,,,,,,,,,,,,,,,,,,,,,
993859200,3150000.0,,,,1809000.0,,,-277780000.0,-13840000.0,34881000.0,,,,,4095000.0,29197000.0,12391000.0,,,55118000.0,,,,3213000.0,,9554000.0,,,,,,,0.185,717000.0,,6909000.0,,-732000.0,34881000.0,,,,3790000.0,600311000.0,,645713000.0,,,,,,,,,,,,,-13123000.0,,,691087000.0,,30364000.0,-486000.0,,,,,,,,,,1047000.0,,1779000.0,1047000.0,,3626000.0,29727000.0,,,,,,1047000.0,,-13840000.0,,66958000.0,,,,16617000.0,,,,,,,490560000.0,,,0.19,5764000.0,,,,66958000.0,45374000.0,,,,878091000.0,,,84462000.0,,-4270000.0,,,,,,,,,,11840000.0,,,,31000.0,,-9854000.0,,147403000.0,,,0.0,,,,26675000.0,19854000.0,,,,,200527000.0,,,187112000.0,,,,,,,,5764000.0,5764000.0,,,382756000.0,30588000.0,,,,,,4748000.0,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,2437000.0,,,,420000.0,,,-281843000.0,-11913000.0,8881000.0,,,,,4017000.0,32216000.0,-9674000.0,,,62878000.0,,,,744000.0,,9835000.0,,,,,,,0.195,21563000.0,,6916000.0,,-24000.0,8881000.0,,,,3915000.0,607281000.0,,652870000.0,,,,,,,,,,,,,9650000.0,,,700083000.0,,30364000.0,-486000.0,,,,,,,,,,1023000.0,,1047000.0,1023000.0,,53610000.0,31494000.0,,,,,,1023000.0,,-11913000.0,,76310000.0,,,,18164000.0,,,,,,,497907000.0,,,0.195,5920000.0,,,,76310000.0,47213000.0,,,,889124000.0,,,68546000.0,,-4271000.0,,,,,,,,,,13432000.0,,,,2898000.0,,9459000.0,,149052000.0,,,0.0,,,,25459000.0,28171000.0,,,,,202176000.0,,,206964000.0,,,,,,,,5920000.0,5920000.0,,,405964000.0,30588000.0,,,,,,7161000.0,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,2147000.0,,30570000.0,,3221000.0,,21174000.0,-285316000.0,-22891000.0,27381000.0,78989000.0,,,2147000.0,3952000.0,31698000.0,16184000.0,,,29741000.0,3627000.0,,,6640000.0,,4942000.0,225690000.0,,624342000.0,31698000.0,953000.0,,,6637000.0,38587000.0,6564000.0,54105000.0,-70000.0,27381000.0,,,0.485,1882000.0,624342000.0,-2288000.0,669799000.0,,,,30364000.0,,,909658000.0,27381000.0,0.0,,16029000.0,24693000.0,-16254000.0,,,710214000.0,407569000.0,,-816000.0,,5843000.0,,,,,24032000.0,-62049000.0,-62049000.0,953000.0,,1023000.0,953000.0,,3627000.0,24032000.0,,953000.0,34879000.0,,,953000.0,,-22891000.0,13200000.0,56544000.0,9728000.0,953000.0,27576000.0,10574000.0,,,,246820000.0,,14965000.0,510120000.0,,27381000.0,,3060000.0,21130000.0,,,35414000.0,40415000.0,190811000.0,6564000.0,,909658000.0,,,78989000.0,-816000.0,-4270000.0,,510120000.0,2919000.0,,,-285316000.0,,40415000.0,2668000.0,5673000.0,,255000.0,,-250000.0,,-1329000.0,,147299000.0,,,0.0,147299000.0,,710214000.0,22800000.0,27576000.0,,,,14965000.0,200094000.0,3241000.0,22800000.0,202600000.0,14965000.0,-17071000.0,,36521000.0,-23462000.0,,669799000.0,3060000.0,3060000.0,,202600000.0,407569000.0,,200094000.0,7224000.0,-1191000.0,,,7224000.0,0.49,,,,,,,,,,,,,,,,,,,,,,,
1017532800,2396000.0,,,,505000.0,,,-290443000.0,-10733000.0,34881000.0,,,,,3858000.0,31894000.0,4180000.0,,,45051000.0,,,,969000.0,,3207000.0,,,,,,,0.06,6795000.0,,7593000.0,,242000.0,34881000.0,,,,1279000.0,629292000.0,,675982000.0,,,,,,,,,,,,,-3938000.0,,,715859000.0,,30364000.0,-816000.0,,,,,,,,,,1195000.0,,953000.0,1195000.0,,3627000.0,21458000.0,,,,,,1195000.0,,-10733000.0,,51611000.0,,,,11954000.0,,,,,,,518126000.0,,,0.06,1928000.0,,,,51611000.0,39877000.0,,,,919735000.0,,,86375000.0,,-4289000.0,,,,,,,,,,6560000.0,,-1159000.0,,-34000.0,,666000.0,,144938000.0,,,0.0,,,,22703000.0,30036000.0,,,,,197733000.0,,,202135000.0,,,,,,,,1928000.0,1928000.0,,,408215000.0,30674000.0,,,,,,6156000.0,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,2606000.0,,,,2536000.0,,,-295824000.0,-20542000.0,29381000.0,,,,,4217000.0,34134000.0,15005000.0,,,56311000.0,,,,4795000.0,,11191000.0,,,,,,,0.215,5732000.0,,10230000.0,,-10000.0,29381000.0,,,,4573000.0,643795000.0,,693349000.0,,,,,,,,,,,,,-14810000.0,,,740372000.0,,30364000.0,-816000.0,,,,,,,,,,1185000.0,,1195000.0,1185000.0,,3627000.0,27242000.0,,,,,,1185000.0,,-20747000.0,,69183000.0,,,,18261000.0,,,,,,,540310000.0,,,0.215,6618000.0,,,,69183000.0,47023000.0,,,,939619000.0,,,82352000.0,,-4290000.0,,,,,,,,,,12872000.0,,,,2015000.0,,-7476000.0,,147267000.0,,,-205000.0,,,,28507000.0,25729000.0,,,,,200062000.0,,,222290000.0,,,,,,,,6618000.0,6618000.0,,,434420000.0,30370000.0,,,,,,4649000.0,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,2632000.0,,,,596000.0,,,-300863000.0,-27640000.0,18526000.0,,,,,4436000.0,33957000.0,8827000.0,,,64878000.0,,,,6116000.0,,12722000.0,,,,,,,0.25,20583000.0,,8171000.0,,1797000.0,18526000.0,,,,5047000.0,673054000.0,,720823000.0,,,,,,,,,,,,,-7057000.0,,,776010000.0,,30364000.0,-816000.0,,,,,,,,,,2982000.0,,1185000.0,2982000.0,,3627000.0,29098000.0,,,,,,2982000.0,,-27613000.0,,81440000.0,,,,21825000.0,,,,,,,572563000.0,,,0.25,7675000.0,,,,81440000.0,55187000.0,,,,973917000.0,,,87475000.0,,-4289000.0,,,,,,,,,,16562000.0,,,,-458000.0,,8092000.0,,150653000.0,,,27000.0,,,,29855000.0,39851000.0,,,,,203447000.0,,,241789000.0,,,,,,,,7675000.0,7675000.0,,,461557000.0,30370000.0,,,,,,8831000.0,,,,,,,,,,,,,,,,,,,,,,,,
