,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingInvestingCashFlow,trailingSaleOfInvestment,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualStockholdersEquity,trailingPurchaseOfBusiness,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualLongTermDebt,trailingPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyCostOfRevenue,trailingChangeInInventory,quarterlyGoodwill,annualRetainedEarnings,annualCurrentLiabilities,annualStockBasedCompensation,annualGoodwill,annualInventory,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,quarterlyAccountsReceivable,annualDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualAccountsReceivable,trailingOperatingCashFlow,annualOperatingIncome,trailingGrossProfit,quarterlyOperatingExpense,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccountsPayable,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyDilutedEPS,annualCommonStockIssuance,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,trailingRepaymentOfDebt,quarterlyCapitalStock,annualEndCashPosition,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBasicEPS,trailingTotalRevenue,trailingNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,annualEbitda,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyCurrentDebt,quarterlyTotalNonCurrentAssets,annualGrossPPE,annualCashAndCashEquivalents,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingPretaxIncome,quarterlyChangesInAccountReceivables,trailingEndCashPosition,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,trailingOperatingExpense,trailingSellingGeneralAndAdministration,annualDeferredIncomeTax,annualOtherNonCurrentAssets,trailingDeferredIncomeTax,annualCapitalExpenditure,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,annualDilutedEPS,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,quarterlyEbitda,annualOtherCurrentLiabilities,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualBasicAverageShares,quarterlyStockholdersEquity,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTaxProvision,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,trailingInterestExpense,quarterlyChangeInInventory,annualRepaymentOfDebt,quarterlyChangeInAccountPayable,annualInterestExpense,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,trailingChangeInAccountPayable,annualTotalRevenue,quarterlyCurrentLiabilities,annualGrossProfit,quarterlyPretaxIncome,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualOtherCurrentAssets,quarterlyTaxProvision,quarterlyNetPPE,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,annualDilutedAverageShares,quarterlyCapitalExpenditure,trailingTaxProvision,trailingNetIncome,trailingDepreciationAndAmortization,quarterlyOperatingIncome,annualChangeInInventory,quarterlyTotalRevenue,annualNetIncome,annualCashDividendsPaid,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCurrentDebt,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyBasicAverageShares,trailingOtherNonCashItems,annualBeginningCashPosition,annualCostOfRevenue,quarterlyBasicEPS,annualCurrentAccruedExpenses,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingResearchAndDevelopment,trailingDilutedEPS,trailingChangesInAccountReceivables,annualResearchAndDevelopment,trailingDilutedAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingBasicEPS
951782400,-61456000.0,,22211000.0,22211000.0,,,,,,,,233414000.0,-67547000.0,,96000.0,,,0.0,571191000.0,,,,,,,,,,,,,,,0.0,,,1393024000.0,,750184000.0,,,,,22796000.0,,,-628000.0,,,,,,,,19571000.0,,0.178253,,,13739000.0,,5837000.0,,124603710.0,30179000.0,,,,30179000.0,,118167000.0,,,-2916000.0,,,600491000.0,,,9968000.0,,,,,595490000.0,1300359000.0,-59000.0,,22211000.0,,2053068000.0,-65530000.0,,3700000.0,,,,,,,,,-150469000.0,0.0,316761000.0,,0.0,1792000.0,,-94969000.0,,,,,,,,,60119000.0,,,,,,752709000.0,5701000.0,50620000.0,,,8991000.0,,-121862000.0,,,,,69176000.0,,,316761000.0,,36412000.0,,,,,1452577000.0,9057000.0,,,,,983598000.0,,,14201000.0,-14570000.0,,377641000.0,,,-4074000.0,,,,46380000.0,,640367000.0,,,-11792000.0,-14570000.0,,,,,118670200.0,,,,0.187166,,,,,,,,,,,,,,,,
959731200,-93110000.0,,36441000.0,36441000.0,,,,,,,,75250000.0,61405000.0,,1216000.0,,,0.0,864707000.0,,,,,,,,,,,,,,,0.0,,,2641423000.0,,2079064000.0,,,,,23974000.0,,,-750000.0,,,,,,,,23581000.0,,0.285205,,,12705000.0,,7148000.0,,127771256.0,146825000.0,,,,146825000.0,,50620000.0,,,-5673000.0,,,973249000.0,,,19760000.0,,,,,949668000.0,2751285000.0,167000.0,,36441000.0,,3805312000.0,-99225000.0,,1538000.0,,,,,,,,,-2456000.0,,596971000.0,,0.0,11814000.0,,-151805000.0,,,,,,,,,92204000.0,,,,,,1054027000.0,-179137000.0,112025000.0,,,-12196000.0,,27247000.0,,,,,103473000.0,,,596971000.0,,59739000.0,,,,,2832063000.0,11269000.0,,,,,2154314000.0,,,23298000.0,,,413332000.0,,,-6115000.0,,,,79499000.0,,968180000.0,,,333652000.0,,,,,,118512470.0,,,,0.307487,,,,,,,,,,,,,,,,
967680000,129349000.0,,61007000.0,61007000.0,,,,,,,,381038000.0,-21192000.0,,1096000.0,,,0.0,1219117000.0,,,,,,,,,,,37684000.0,,,,0.0,,,2662750000.0,,1656066000.0,,,,,29258000.0,,,-758000.0,,,,,,,,,,0.40107,,,15704000.0,,7243000.0,,152110787.0,58134000.0,,,,58134000.0,,112025000.0,,,-5997000.0,,,1010819000.0,,,27829000.0,,,,,,2653285000.0,-29000.0,,61007000.0,,3769387000.0,126127000.0,,6708000.0,,,,,,,,,0.0,,616181000.0,,0.0,9549000.0,,46262000.0,,-15479000.0,,,,,,,143544000.0,,,,,,1116102000.0,-27883000.0,90833000.0,,,-25372000.0,,-32226000.0,,,,,157098000.0,,,616181000.0,,100011000.0,,,,,2758568000.0,13554000.0,,,,,2037104000.0,,,39004000.0,,,473581000.0,,,-3222000.0,,,,127840000.0,,1376215000.0,,,-122658000.0,,,,,,138282533.0,,,,0.441176,,,,,,,,,,,,,,,,
975542400,504616000.0,-186716000.0,109478000.0,109478000.0,,,14946000.0,,,1228580000.0,,516446000.0,243044000.0,,3169000.0,1254650000.0,,0.0,1469031000.0,,,582299000.0,778238000.0,,,2301584000.0,3777914000.0,-76973000.0,,,58531000.0,,,0.0,7258000.0,,2301584000.0,-18112000.0,1254650000.0,,,474236000.0,,32658000.0,18585000.0,-14535000.0,-760000.0,,479399000.0,,1771096000.0,,778238000.0,287627000.0,,,,5577000.0,,16383000.0,,7258000.0,333877000.0,,287627000.0,1.782531,,,287627000.0,532767000.0,90833000.0,0.0,,-3526000.0,-14691000.0,,1146433000.0,49141000.0,287627000.0,41044000.0,,,,,1127848000.0,2549334000.0,-34000.0,375635000.0,109478000.0,,3777914000.0,502005000.0,516446000.0,3000000.0,,,-17223000.0,1127848000.0,,-16022000.0,50155000.0,-30556000.0,0.0,49141000.0,778238000.0,-152925000.0,0.0,-40378000.0,,422806000.0,,-14535000.0,1.622103,,,2631481000.0,229137000.0,,236900000.0,0.0,,215710000.0,,128545857.0,1228580000.0,14603000.0,333877000.0,146498000.0,45000.0,13886000.0,,350096000.0,,,98601000.0,,253175000.0,,4706968000.0,778238000.0,582922000.0,179473000.0,1146433000.0,,463377000.0,,2631481000.0,16275000.0,,2549334000.0,,,1771096000.0,,0.0,69995000.0,18585000.0,222294000.0,582299000.0,,141259184.0,-2611000.0,,,,220517000.0,223255000.0,1722206000.0,229137000.0,-2896000.0,-276175000.0,-30556000.0,,,229137000.0,108686000.0,,,118167000.0,4124046000.0,,,,,,,,,,,,,,,,,
983318400,-169698000.0,,51266000.0,51266000.0,,,,,,,,454110000.0,-237947000.0,,7237000.0,,,0.0,981146000.0,,,,,,,,,,,47936000.0,,,,0.0,,,2483343000.0,,1291558000.0,,,,,15788000.0,,,-766000.0,,,,,,,,,,0.334225,,,16404000.0,,7301000.0,,153387872.0,57573000.0,,,,57573000.0,,333877000.0,,,-4237000.0,,,543735000.0,,,23748000.0,,,,,,2416823000.0,574000.0,,51266000.0,,3692854000.0,-172488000.0,,3900000.0,,,,,,,,,,,671155000.0,,560267000.0,11449000.0,,-244736000.0,,-26907000.0,,,,,,,123512000.0,,,,,,1276031000.0,-27662000.0,95930000.0,,,-24970000.0,,-174766000.0,,,,,122896000.0,,,671155000.0,,83360000.0,,,,,3149119000.0,15788000.0,,,,,1745668000.0,,,32094000.0,,,632799000.0,,,-2790000.0,,,,107108000.0,,1104042000.0,,,-40587000.0,,,,,,138603499.0,,,,0.369875,,,,,,,,,,,,,,,,
991267200,-116776000.0,,97006000.0,97006000.0,,,,,,,,528485000.0,175990000.0,,9076000.0,,,0.0,1186047000.0,,,,,,,,,,,47980000.0,,,,0.0,,,2521812000.0,,1496839000.0,,,,,18387000.0,,,-774000.0,,,,,,,,,,0.623886,,,15646000.0,,7363000.0,,155486760.0,219002000.0,,,,219002000.0,,95930000.0,,,-6830000.0,,,1211547000.0,,,29366000.0,,,,,,2611529000.0,14000.0,,97006000.0,,4000341000.0,-123929000.0,,6900000.0,,,,,,,,,,,586205000.0,,0.0,19623000.0,,-246617000.0,,-24375000.0,,,,,,,202745000.0,,,,,,1388812000.0,17436000.0,271920000.0,,,23335000.0,,-50427000.0,,,,,205486000.0,,,586205000.0,,157733000.0,,,,,2788794000.0,18387000.0,,,,,2025324000.0,,,60727000.0,,,729031000.0,,,-7153000.0,,,,187099000.0,,1391533000.0,,,275330000.0,,,,,,140439654.0,,,,0.690731,,,,,,,,,,,,,,,,
999216000,70181000.0,,106695000.0,106695000.0,,,,,,,,,-6086000.0,,2620000.0,,,0.0,1353914000.0,,,,,,,,,,,46339000.0,,,,0.0,,,2703412000.0,,,,,,,19545000.0,,,-787000.0,,,,,,,,,,0.681818,,,17940000.0,,7378000.0,,156486000.0,208570000.0,,,,208570000.0,,271920000.0,,,-57000.0,,1490385000.0,624758000.0,,,30681000.0,,,,,,2677576000.0,1374000.0,,106695000.0,,4172405000.0,68823000.0,,12000.0,,,,,,,,,,,681738000.0,,589326000.0,,,-61955000.0,,-28088000.0,,,,,,,222109000.0,,,,,,1494829000.0,-49084000.0,265834000.0,,,-46062000.0,,-186719000.0,,,,,223714000.0,,,2172123000.0,,173488000.0,,,,,3547647000.0,19545000.0,,,,,505453000.0,,,66793000.0,,,834939000.0,,,-1358000.0,,,,204169000.0,,1577628000.0,,,-27183000.0,,,,,,141670757.0,,,,0.753119,,,,,,,,,,,,,,,,
1007078400,275489000.0,1863000.0,162878000.0,162878000.0,,,17700000.0,,,1659262000.0,,794183000.0,611440000.0,,856000.0,1505255000.0,,0.0,1633437000.0,,,996998000.0,755726000.0,,,2416541000.0,4714426000.0,482338000.0,,24345000.0,68670000.0,,,0.0,7386000.0,,2416541000.0,-18143000.0,1505255000.0,24345000.0,,798926000.0,,22111000.0,,-30119000.0,-819000.0,,59196000.0,,2299438000.0,,755726000.0,824013000.0,,,,19789000.0,,18680000.0,,7386000.0,877274000.0,,824013000.0,2.967914,,,824013000.0,867596000.0,265834000.0,0.0,,-7019000.0,15416000.0,,895530000.0,,824013000.0,35708000.0,,,,,,3055164000.0,148000.0,679423000.0,162878000.0,,4714426000.0,273680000.0,794183000.0,6888000.0,,,9769000.0,,,-13110000.0,75831000.0,,,,755726000.0,,553997000.0,,,131121000.0,,-30119000.0,2.678253,,,3818896000.0,417845000.0,,319230000.0,0.0,,543397000.0,,140787414.0,1659262000.0,61173000.0,877274000.0,261578000.0,2110000.0,63113000.0,,281187000.0,,,119503000.0,,322661000.0,,6029301000.0,755726000.0,874757000.0,264842000.0,895530000.0,,46086000.0,,3818896000.0,22111000.0,,3055164000.0,,,2299438000.0,,553997000.0,101964000.0,,-422187000.0,996998000.0,,156014007.0,-1809000.0,,,,300550000.0,-130725000.0,1956098000.0,417845000.0,-3146000.0,274778000.0,,,,417845000.0,75831000.0,,,333877000.0,5154544000.0,,,,,,,,,,,,,,,,,
1014854400,99211000.0,,71891000.0,71891000.0,,,,,,,,473285000.0,-314412000.0,,5944000.0,,,0.0,1091585000.0,,,,,,,,,,,30914000.0,,,,0.0,,,2660360000.0,,1505570000.0,,,,,16624000.0,,,-790000.0,,,,,,,,,,0.459002,,,16419000.0,,7412000.0,,156624664.0,483573000.0,,,,483573000.0,,877274000.0,,,-8978000.0,,,630464000.0,,,24048000.0,,,,,,2639242000.0,0.0,,71891000.0,,4379949000.0,97254000.0,,14000000.0,,,,,,,,,,,660387000.0,,574638000.0,10676000.0,,3768000.0,,-28002000.0,,,,,,,155954000.0,,,,,,1740707000.0,-28181000.0,562862000.0,,,-10407000.0,,-154789000.0,,,,,156159000.0,,,660387000.0,,115487000.0,,,,,3749485000.0,16624000.0,,,,,1978855000.0,,,43596000.0,,,1068099000.0,,,-1957000.0,,,,139535000.0,,1247744000.0,,,-385442000.0,,,,,,141511758.0,,,,0.508021,,,,,,,,,,,,,,,,
1022803200,-68825000.0,,106007000.0,106007000.0,,,,,,,,,-39589000.0,,9641000.0,,,0.0,1351014000.0,,,,,,,,,,,51222000.0,,,,0.0,,,2802260000.0,,,,,,,19780000.0,,,-796000.0,,,,,,,,,,0.672906,,,16099000.0,,7454000.0,,157536230.0,461497000.0,,,,461497000.0,,562862000.0,,,-11956000.0,,1502718000.0,653968000.0,,,30530000.0,,,,,,2693096000.0,46000.0,,106007000.0,,4556290000.0,-72614000.0,,1000000.0,,,,,,,,,,,680512000.0,,587343000.0,5889000.0,,-195865000.0,,-26117000.0,,,,,,,216922000.0,,,,,,1863194000.0,-4382000.0,523273000.0,,,10775000.0,,-149807000.0,,,,,220603000.0,,,2183230000.0,,170293000.0,,,,,3902322000.0,19780000.0,,,,,509866000.0,,,64286000.0,,,1173310000.0,,,-3789000.0,,,,200823000.0,,1571617000.0,,,33618000.0,,,,,,143301029.0,,,,0.73975,,,,,,,,,,,,,,,,
1030752000,-202687000.0,,142219000.0,142219000.0,,,,,,,,674038000.0,-400867000.0,,1463000.0,,,0.0,1573058000.0,,,,,,,,,,,87465000.0,,,,0.0,,,3576443000.0,,1643008000.0,,,,,19575000.0,,,-797000.0,,,,,,,,,,0.895722,,,18582000.0,,7462000.0,,158775839.0,58363000.0,,,,58363000.0,,523273000.0,,,-4990000.0,,,1133066000.0,,,39706000.0,,,,,,3209144000.0,80000.0,,142219000.0,,5209045000.0,-204361000.0,,2452000.0,,,,,,,,,,,892098000.0,,353708000.0,-10486000.0,,-349967000.0,,-33435000.0,,,,,,,286752000.0,,,,,,1999901000.0,-408913000.0,122406000.0,,,-35559000.0,,-322978000.0,,,,,287745000.0,,,892098000.0,,228464000.0,,,,,4075979000.0,19575000.0,,,,,2317046000.0,,,86245000.0,,,1314732000.0,,,-1674000.0,,,,268170000.0,,1860803000.0,,,210733000.0,,,,,,143756503.0,,,,0.989305,,,,,,,,,,,,,,,,
1038614400,376869000.0,-365677000.0,225012000.0,225012000.0,,,22442000.0,,,2229157000.0,,971388000.0,654753000.0,,2269000.0,1585309000.0,,0.0,2196911000.0,,,1538945000.0,969779000.0,,,3237577000.0,5755633000.0,60994000.0,,48432000.0,72389000.0,,,0.0,7476000.0,,3237577000.0,-31545000.0,1585309000.0,48432000.0,,1021276000.0,,29979000.0,,-31774000.0,-799000.0,,204568000.0,,2556697000.0,,969779000.0,731163000.0,,,,19317000.0,,21289000.0,,7476000.0,777159000.0,,731163000.0,3.81016,,,731163000.0,1093665000.0,122406000.0,0.0,,-5621000.0,71788000.0,,1738461000.0,,731163000.0,51283000.0,,,,,,3526476000.0,-126000.0,875709000.0,225012000.0,,5755633000.0,380204000.0,971388000.0,4990000.0,,,-5672000.0,,,-4085000.0,85958000.0,,,,969779000.0,-65000.0,0.0,-11751000.0,,166709000.0,,-31774000.0,3.440285,,,4017172000.0,545129000.0,,434037000.0,0.0,,-100115000.0,,143072453.0,2229157000.0,75799000.0,777159000.0,330580000.0,0.0,106979000.0,,385244000.0,,,145567000.0,,442727000.0,,7319802000.0,969779000.0,1107234000.0,361465000.0,1738461000.0,,200483000.0,,4017172000.0,29979000.0,,3526476000.0,,,2556697000.0,,0.0,136453000.0,,-375355000.0,1538945000.0,,158454595.0,3335000.0,,,,412748000.0,-242330000.0,2639638000.0,545129000.0,-3182000.0,202085000.0,,,,545129000.0,85958000.0,,,877274000.0,6212568000.0,,,,,,,,,,,,,,,,,
1046390400,-19782000.0,,106318000.0,106318000.0,,,,,,,,112195000.0,-225215000.0,,1624000.0,,,0.0,1394212000.0,,,,,,,,,,,51348000.0,,,,0.0,,,3662319000.0,,2266139000.0,,,,,21664000.0,,,-800000.0,,,,,,,,35252000.0,,0.671569,,,20777000.0,,7484000.0,,158312934.0,500227000.0,,,,500227000.0,,777159000.0,,,-3982000.0,,,1377932000.0,,,30202000.0,,,,,1342680000.0,3258037000.0,0.0,,106318000.0,,5591826000.0,-23848000.0,,,,,,,,,,,,,879703000.0,,0.0,-7578000.0,,-131461000.0,,-35047000.0,,,,,,,221771000.0,,,,,,2333789000.0,-12670000.0,551944000.0,,,23572000.0,,-428062000.0,,,,,222658000.0,,,879703000.0,,170792000.0,,,,,4213894000.0,21664000.0,,,,,2378334000.0,,,64474000.0,,,1644463000.0,,,-4066000.0,,,,200994000.0,,1616870000.0,,,-192763000.0,,,,,,143634914.0,,,,0.740196,,,,,,,,,,,,,,,,
1054339200,-108856000.0,,160315000.0,160315000.0,,,,,,,,772506000.0,-13105000.0,,6208000.0,,,0.0,1801641000.0,,,,,,,,,,,69814000.0,,,,0.0,,,3752102000.0,,1798198000.0,,,,,25727000.0,,,-1193000.0,,,,,,,,,,1.004902,,,21984000.0,,8162000.0,,159532976.0,480719000.0,,,,480719000.0,,551944000.0,,,-4044000.0,,,1636426000.0,,,36266000.0,,,,,,3437517000.0,0.0,,160315000.0,,5939061000.0,-113713000.0,,,,,,,,,,,,,866813000.0,,0.0,-7488000.0,,-275842000.0,,-36114000.0,,,,,,,315784000.0,,,,,,2501544000.0,-74210000.0,538839000.0,,,10434000.0,,-40290000.0,,,,,319527000.0,,,866813000.0,,257534000.0,,,,,4302635000.0,25727000.0,,,,,2570704000.0,,,97219000.0,,,1450917000.0,,,-4857000.0,,,,293800000.0,,2121168000.0,,,169961000.0,,,,,,144709115.0,,,,1.107843,,,,,,,,,,,,,,,,
1062288000,119401000.0,,201577000.0,201577000.0,,,,,,,,800662000.0,122148000.0,,6480000.0,,,0.0,1946459000.0,,,,,,,,,,,78501000.0,,,,29924000.0,,,3868168000.0,,1521706000.0,,,,,27488000.0,,,-985000.0,,,,,,,,,,1.191176,,,17626000.0,,8865000.0,,169225136.0,599223000.0,,,,599223000.0,,538839000.0,,,-9997000.0,,,1676139000.0,,,,,,,,,3229023000.0,0.0,,201577000.0,,6222031000.0,114535000.0,,2995000.0,,,,,,,,,,,906655000.0,,0.0,-7074000.0,,-71568000.0,,-26946000.0,,,,,,,311521000.0,,,,,,2993008000.0,-3914000.0,660987000.0,,,6050000.0,,-119904000.0,,,,,321383000.0,,,906655000.0,,323819000.0,,,,,4545892000.0,27488000.0,,,,,2322368000.0,,,122242000.0,,,1651509000.0,,,-4866000.0,,,,293895000.0,,2267842000.0,,,6661000.0,,,,,,152868803.0,,,,1.318627,,,,,,,,,,,,,,,,
1070150400,590036000.0,-118197000.0,283181000.0,283181000.0,,,17674000.0,,,3263774000.0,,918480000.0,609885000.0,,3885000.0,1552217000.0,,0.0,2487914000.0,,,1914963000.0,1040961000.0,,,3656101000.0,6775432000.0,31111000.0,,60392000.0,75911000.0,,,43233000.0,15784000.0,,3656101000.0,-29614000.0,1552217000.0,60392000.0,,1103254000.0,,36609000.0,,-25277000.0,-19727000.0,,580799000.0,,2470697000.0,,1040961000.0,1201276000.0,,,,18197000.0,,15524000.0,,15784000.0,1270872000.0,,1201276000.0,5.0,,,1201276000.0,1179165000.0,660987000.0,103800000.0,,-11591000.0,71980000.0,,1857663000.0,,1201276000.0,,,,,,,3511658000.0,0.0,1207054000.0,283181000.0,,6775432000.0,584977000.0,918480000.0,10687000.0,,,-51143000.0,,,-18848000.0,111488000.0,,,,1040961000.0,-1044000.0,0.0,-29003000.0,,354497000.0,,-25277000.0,4.558824,,,4917769000.0,751391000.0,,427200000.0,0.0,,493713000.0,,150278200.0,3263774000.0,-27403000.0,1270872000.0,455663000.0,0.0,31924000.0,,321022000.0,,,,,448285000.0,,8907619000.0,1040961000.0,1214742000.0,454909000.0,1857663000.0,,561951000.0,,4917769000.0,36609000.0,,3511658000.0,,,2470697000.0,,0.0,171728000.0,,-124374000.0,1914963000.0,,164821252.0,-5059000.0,,,,411676000.0,-267234000.0,2936199000.0,751391000.0,-22705000.0,47252000.0,,,,751391000.0,111488000.0,,,777159000.0,7692877000.0,,,,,,,,,,,,,,,,,
1078012800,33662000.0,,139252000.0,139252000.0,,,,,,,,699692000.0,-653559000.0,,3105000.0,,,0.0,1633844000.0,,,,,,,,,,,65135000.0,,,,23313000.0,,,4066136000.0,,1531846000.0,,,,,28678000.0,,,-19592000.0,,,,,,,,,,0.823529,,,15012000.0,,15804000.0,,169091714.0,545522000.0,,,,545522000.0,,1270872000.0,,,-17699000.0,,,1844581000.0,,,,,,,,,3242884000.0,0.0,,139252000.0,,6521374000.0,30015000.0,,8093000.0,,,,,,,,,-109562000.0,,1011346000.0,,0.0,2815000.0,,-119974000.0,,-26022000.0,,,,,,,215397000.0,,,,,,3278490000.0,-270306000.0,617313000.0,,,-220261000.0,,-323127000.0,,,,,229063000.0,,,1011346000.0,,223698000.0,,,,,4676793000.0,28678000.0,,,,,2231538000.0,,,84446000.0,,,2034623000.0,,,-3647000.0,,,,200385000.0,,1862907000.0,,,-416915000.0,,,,,,157818933.0,,,,0.882353,,,,,,,,,,,,,,,,
1085961600,-332633000.0,,201411000.0,201411000.0,,,,,,,,850712000.0,-393078000.0,,8456000.0,,,0.0,2020741000.0,,,,,,,,,,,124350000.0,,,,32659000.0,,,4775343000.0,,1594074000.0,,,,,31251000.0,,,-19514000.0,,,,,,,,,,1.196078,,,18576000.0,,15854000.0,,168392803.0,140675000.0,,,,140675000.0,,617313000.0,,,-12162000.0,,,1955715000.0,,,,,,,,,3516107000.0,0.0,,201411000.0,,6996083000.0,-338935000.0,,10124000.0,,,,,,,,,-82000.0,,1071321000.0,,0.0,20653000.0,,-564787000.0,,-21123000.0,,,,,,,309469000.0,,,,,,3479976000.0,-94080000.0,224235000.0,,,-58426000.0,,-521245000.0,,,,,322144000.0,,,1071321000.0,,323552000.0,,,,,5040368000.0,31251000.0,,,,,2444786000.0,,,122141000.0,,,2216520000.0,,,-6302000.0,,,,290893000.0,,2342885000.0,,,33635000.0,,,,,,158030169.0,,,,1.27451,,,,,,,,,,,,,,,,
1093910400,-35462000.0,,225222000.0,225222000.0,,,,,,,,928605000.0,258850000.0,,1489000.0,,,0.0,2372317000.0,,,,,,,,,,,153687000.0,,,,19943000.0,,,5241814000.0,,1998657000.0,,,,,34184000.0,,,-19360000.0,,,,,,,,,,1.333333,,,20123000.0,,15622000.0,,168916500.0,386858000.0,,,,386858000.0,,224235000.0,,,-8917000.0,,,883551000.0,,,,,,,,,4150190000.0,0.0,,225222000.0,,7838621000.0,-45131000.0,,6432000.0,,,,,,,,,-3938000.0,,1222928000.0,,1172711000.0,-14765000.0,,-261486000.0,,-21210000.0,,,,,,,361982000.0,,,,,,3688431000.0,-116008000.0,483085000.0,,,-63936000.0,,-416133000.0,,,,,376043000.0,,,1222928000.0,,361802000.0,,,,,6955070000.0,34184000.0,,,,,2927262000.0,,,136580000.0,,,2422382000.0,,,-9669000.0,,,,341859000.0,,2748360000.0,,,410320000.0,,,,,,158432028.0,,,,1.421569,,,,,,,,,,,,,,,,
1101772800,607180000.0,-438156000.0,379734000.0,379734000.0,,,34376000.0,,,4052972000.0,,1261247000.0,944856000.0,,1487000.0,2021014000.0,,0.0,2966402000.0,,,2780637000.0,1830047000.0,,,5142070000.0,9165280000.0,322478000.0,,153285000.0,73286000.0,,,73279000.0,15632000.0,,5142070000.0,-48562000.0,2021014000.0,153285000.0,,1369873000.0,,47609000.0,,-17139000.0,-21479000.0,,272747000.0,,3282261000.0,,1830047000.0,1322472000.0,,,,14537000.0,,19575000.0,,15632000.0,1427941000.0,,1322472000.0,5.970588,,,1322472000.0,1443159000.0,483085000.0,149194000.0,,-9784000.0,-290851000.0,,2547453000.0,,1322472000.0,,,,,,,5112308000.0,0.0,1519067000.0,379734000.0,,9165280000.0,599409000.0,1261247000.0,9727000.0,,,81539000.0,,,-27389000.0,141722000.0,,0.0,,1830047000.0,-113582000.0,0.0,72836000.0,,196147000.0,,-17139000.0,5.588235,,,6617827000.0,945619000.0,,556311000.0,0.0,,157069000.0,,158379537.0,4052972000.0,42238000.0,1427941000.0,573448000.0,0.0,51772000.0,,390311000.0,,,,,584345000.0,,10504899000.0,1830047000.0,1511595000.0,610015000.0,2547453000.0,,245358000.0,,6617827000.0,47609000.0,,5112308000.0,,,3282261000.0,,0.0,230281000.0,,-750100000.0,2780637000.0,,169216032.0,-7771000.0,,,,536736000.0,-870194000.0,3550747000.0,945619000.0,-79945000.0,295438000.0,,,,945619000.0,141722000.0,,,1270872000.0,8993304000.0,,,,,,,,,,,,,,,,,
