date,trailingOtherIncomeExpense,quarterlyCurrentDeferredRevenue,annualDilutedEPS,trailingGrossProfit,quarterlyCashAndCashEquivalents,annualNetPPE,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,annualEbitda,quarterlyNetPPE,annualOtherIncomeExpense,quarterlyTaxProvision,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyCurrentDebt,trailingChangeInCashSupplementalAsReported,quarterlyCapitalExpenditure,annualGrossPPE,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualBasicAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,annualPurchaseOfBusiness,trailingInvestingCashFlow,trailingDeferredIncomeTax,quarterlyOperatingCashFlow,trailingCapitalExpenditure,annualCapitalExpenditure,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualInvestingCashFlow,quarterlySaleOfInvestment,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingInterestExpense,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingNetIncome,trailingNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,trailingOperatingExpense,trailingChangeInInventory,quarterlyStockBasedCompensation,annualDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualNetOtherFinancingCharges,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualGoodwill,annualInterestExpense,annualStockBasedCompensation,annualRepaymentOfDebt,annualPurchaseOfInvestment,quarterlyBasicEPS,annualCapitalStock,annualTotalRevenue,trailingChangeInWorkingCapital,annualAccountsPayable,quarterlyBasicAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashDividendsPaid,trailingChangeInAccountPayable,trailingOperatingIncome,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualOtherShortTermInvestments,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualChangeInWorkingCapital,trailingCostOfRevenue,trailingTotalRevenue,quarterlyRetainedEarnings,annualOtherCurrentAssets,annualOperatingIncome,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyOperatingIncome,trailingTaxProvision,trailingEndCashPosition,trailingPretaxIncome,annualNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,annualPretaxIncome,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualOperatingExpense,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyOtherCurrentAssets,annualTotalAssets,annualCurrentAssets,annualOtherNonCurrentAssets,annualStockholdersEquity,annualLongTermDebt,annualOtherNonCashItems,annualBasicEPS,annualRepurchaseOfCapitalStock,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyAccountsReceivable,annualRetainedEarnings,annualNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyChangeInAccountPayable,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,quarterlyResearchAndDevelopment,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,annualChangesInAccountReceivables,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
,,444836000.0,,,1801520000.0,,,1911706000.0,,,,,,,2289000.0,,,254246000.0,,7159270000.0,,94071000.0,1545439000.0,,17063000.0,,-222078000.0,,,-41481000.0,480348000.0,8475000.0,,,,-2140437000.0,,549190000.0,,,616000.0,,,,,703281000.0,,,,9299707000.0,256081000.0,,,,,3258000.0,3886493000.0,,,,,434237000.0,,,-1567000.0,546814000.0,,,,,,5923000.0,110186000.0,,352157000.0,,,,,,,,,,0.35,,,,,457632000.0,,,,,,,6617830000.0,1046538000.0,,5949786000.0,,97339000.0,,,1511325000.0,,,,,5509906000.0,,,10521478000.0,-110186000.0,,,,254818000.0,,,,,7461111000.0,14326290000.0,,,160175000.0,,,7708460000.0,,,,,481203000.0,,0.34,0.0,,160175000.0,160175000.0,,263887000.0,,,,,,,,,,1054580000.0,,9220122000.0,,,-97131000.0,6804759000.0,,362483000.0,,,,,,,-428954000.0,,1801520000.0,4079754000.0,208118000.0,1303207000.0,1046538000.0,-696492000.0,1301356000.0,0.0,,,,,,,,,,,,,,,,,,,,
,,460337000.0,,,2175937000.0,,,2287646000.0,,,,,,,2294000.0,,,359987000.0,,7202888000.0,,133195000.0,1801520000.0,,43615000.0,,-108840000.0,,,-90488000.0,481537000.0,8261000.0,,,,-2231785000.0,,574985000.0,,,1012000.0,,,,,569403000.0,,,,9434673000.0,374417000.0,,,,,-1336000.0,3267942000.0,,,,,232066000.0,,,46824000.0,644029000.0,,,,,,20162000.0,111709000.0,,457650000.0,,,,,,,,,,0.49,,,,,458228000.0,,,,,,,6499595000.0,1088821000.0,,5587470000.0,,102474000.0,,,1516790000.0,,,,,5736698000.0,,,11548974000.0,15033000.0,,,,355176000.0,,,,,7104260000.0,14277468000.0,,,226792000.0,,,7777873000.0,,,,,460563000.0,,0.48,0.0,,226792000.0,226792000.0,,260721000.0,,,,,,,,,,1171547000.0,,10101977000.0,,,-10387000.0,7111791000.0,,308864000.0,,,,,,,-103559000.0,,2175937000.0,3642364000.0,203605000.0,1313185000.0,1091821000.0,453107000.0,1446997000.0,-3000000.0,,,,,,,,,,,,,,,,,,,,
,,462348000.0,,,2492928000.0,,,2781698000.0,,,,,,,2297000.0,,,315331000.0,,7148721000.0,,116673000.0,2175937000.0,,17971000.0,,-114234000.0,,,261343000.0,482485000.0,9004000.0,,,,-2293848000.0,,541152000.0,,,435000.0,,,,,345965000.0,,,,9442569000.0,316991000.0,,,,,-17018000.0,3557140000.0,,,,,62567000.0,,,-33148000.0,701575000.0,,,,,,15462000.0,288770000.0,,413908000.0,,,,,,,,,,0.43,,,,,459074000.0,,,,,,,6925409000.0,1055280000.0,,5844395000.0,,103761000.0,,,1496865000.0,,,,,5889417000.0,,,10897239000.0,-294975000.0,,,,310147000.0,,,,,7341260000.0,14615282000.0,,,198658000.0,,,7689873000.0,,,,,231731000.0,,0.42,0.0,,198658000.0,198658000.0,,276402000.0,,,,,,,,,,1105361000.0,,9540312000.0,,,105162000.0,7212106000.0,,255066000.0,,,,,,,-274837000.0,,2492928000.0,3612243000.0,204609000.0,1292256000.0,1046780000.0,-7200000.0,1356927000.0,8500000.0,,,,,,,,,,,,,,,,,,,,
,,453881000.0,1.85,,2823135000.0,7263697000.0,2098783000.0,3129882000.0,7823449000.0,6014976000.0,3129882000.0,,209569000.0,3643585000.0,2313000.0,,,471060000.0,1826369000.0,7263697000.0,0.0,174292000.0,2492928000.0,,327189000.0,,-260468000.0,9604044000.0,-256438000.0,80195000.0,,10911000.0,,459223000.0,,-2340347000.0,,559752000.0,1545439000.0,0.0,742000.0,,,,,480134000.0,,-705620000.0,,9604044000.0,330207000.0,-2340347000.0,32496000.0,-1048481000.0,,47592000.0,3600200000.0,244176000.0,,,,-33291000.0,,,16144000.0,662062000.0,,,,,482459000.0,83197000.0,306747000.0,1277696000.0,602654000.0,2805000.0,,,662062000.0,,36651000.0,,,-303945000.0,,2313000.0,48106992000.0,,3600200000.0,,1237922000.0,,,,,,7269099000.0,1442689000.0,306747000.0,6170550000.0,,137147000.0,518231000.0,7408472000.0,1237922000.0,2823135000.0,695579000.0,,,1466366000.0,160457000.0,1385648000.0,15139301000.0,86183000.0,-94316000.0,882393000.0,2823135000.0,465507000.0,,,,882393000.0,7408472000.0,15092548000.0,1400624000.0,327189000.0,296768000.0,1393163000.0,4629328000.0,7823449000.0,-92137000.0,453881000.0,,16144000.0,219666000.0,42092016000.0,,0.0,4629328000.0,296768000.0,296768000.0,,160457000.0,15092548000.0,7269099000.0,559752000.0,7624810000.0,993746000.0,,1.92,,440721000.0,1127218000.0,,13229605000.0,6170550000.0,,-91960000.0,7624810000.0,1127218000.0,335175000.0,1466366000.0,882393000.0,,,,,-241131000.0,124744000.0,2823135000.0,3643585000.0,244176000.0,993746000.0,1444189000.0,-5853000.0,1909696000.0,0.0,,335175000.0,,,,,,,,,,,,,,,,,,
,,498589000.0,,,2884999000.0,,,3226439000.0,,,,,,,2359000.0,,,306593000.0,,7454743000.0,,113440000.0,2823135000.0,,316471000.0,,-211128000.0,,,221545000.0,489284000.0,9642000.0,,,,-2473118000.0,,568554000.0,,,464000.0,,,,,44534000.0,,,,9927861000.0,61864000.0,,,,475102000.0,526000.0,4468899000.0,,,,,-292122000.0,,,151377000.0,593984000.0,,,,,,130496000.0,341440000.0,,408705000.0,,,,,,,,,,0.41,,,,,465869000.0,,,,,,,8387021000.0,1144871000.0,,7036385000.0,,108060000.0,,,1104202000.0,,,,,6286045000.0,,,11578003000.0,-498770000.0,,,,300645000.0,,,,,8140587000.0,16410318000.0,,,193153000.0,,,8023297000.0,,,,,-166594000.0,,0.4,0.0,,193153000.0,193153000.0,,291705000.0,,,,,,,,,,1158442000.0,,10132487000.0,,,-7336000.0,8210002000.0,,373928000.0,,,,,,,-237484000.0,,2884999000.0,4494949000.0,246058000.0,858144000.0,1144871000.0,-789593000.0,1445516000.0,0.0,,,,,,,,,,,,,,,,,,,,
,,514352000.0,,,3043335000.0,,,3788388000.0,,,,,,,2387000.0,,,405694000.0,,7516210000.0,,100242000.0,2884999000.0,,343459000.0,,-198370000.0,,,47884000.0,493700000.0,8980000.0,,,,-2554298000.0,,569741000.0,,,916000.0,,,,,719740000.0,,,,10070508000.0,158336000.0,,,,505222000.0,2572000.0,3998561000.0,,,,,286889000.0,,,119794000.0,659147000.0,,,,,,38733000.0,745053000.0,,500009000.0,,,,,,,,,,0.64,,,,,474221000.0,,,,,,,8363116000.0,1208118000.0,,6774381000.0,,110114000.0,,,999224000.0,,,,,6543764000.0,,,12658077000.0,-906577000.0,,,,389895000.0,,,,,7773605000.0,16449067000.0,,,305452000.0,,,8085951000.0,,,,,521370000.0,,0.62,0.0,,305452000.0,305452000.0,,222905000.0,,,,,,,,,,1258862000.0,,11056064000.0,,,1003000.0,8614816000.0,,349169000.0,,,,,,,-597457000.0,,3043335000.0,4002654000.0,266635000.0,732589000.0,1212118000.0,471540000.0,1602013000.0,-4000000.0,,,,,,,,,,,,,,,,,,,,
,,513933000.0,,,2725116000.0,,,4050899000.0,,,,,,,2397000.0,,,337822000.0,,7629579000.0,,128034000.0,3043335000.0,,350335000.0,,-218559000.0,,,-8469000.0,493282000.0,8476000.0,,,,-2648018000.0,,583474000.0,,,-3165000.0,,,,,493627000.0,,,,10277597000.0,-318219000.0,,,,671561000.0,-917000.0,4134064000.0,,,,,150452000.0,,,139352000.0,665102000.0,,,,,,32248000.0,1325783000.0,,427550000.0,,,,,,,,,,0.44,,,,,478248000.0,,,-47733000.0,,,,8569366000.0,1174100000.0,,6871345000.0,,111411000.0,,,990714000.0,,,,,2022695000.0,,,11996900000.0,-1253967000.0,,,,316139000.0,,,,,7862059000.0,16782419000.0,,,209788000.0,,,8213053000.0,,,,,275068000.0,,0.43,0.0,,209788000.0,209788000.0,,180530000.0,,,,,,,,,,1207911000.0,,10503661000.0,,,-7076000.0,8862878000.0,,297684000.0,,,,,,,-807318000.0,,2725116000.0,4040253000.0,275266000.0,715448000.0,1177100000.0,-33305000.0,1493239000.0,-3000000.0,,,,,,,,,,,,,,,,,,,,
,,500558000.0,2.18,,2062585000.0,7790192000.0,1783177000.0,3459857000.0,8427204000.0,6588267000.0,3459857000.0,,-518651000.0,4014699000.0,2362000.0,,,498853000.0,1952171000.0,7790192000.0,27181000.0,144154000.0,2725116000.0,,57581000.0,,-367374000.0,10487030000.0,-315793000.0,-779611000.0,,7339000.0,,473945000.0,,-2696838000.0,,637012000.0,2823135000.0,0.0,1655000.0,,,,,525276000.0,,-995431000.0,,10487030000.0,-662531000.0,-2696838000.0,-64690000.0,-2058729000.0,1017003000.0,-66871000.0,4213724000.0,254270000.0,,,,54377000.0,,,158039000.0,548031000.0,,,,,492035000.0,76776000.0,1397272000.0,-760550000.0,615907000.0,-130000.0,,,548031000.0,,34437000.0,,,-3741429000.0,,2362000.0,52935228000.0,,4213724000.0,,964945000.0,,-109740000.0,,,,8086438000.0,1589675000.0,1397272000.0,6608974000.0,,148283000.0,485870000.0,7573919000.0,964945000.0,2062585000.0,199596000.0,,,6624154000.0,211908000.0,1474303000.0,16702248000.0,-1082115000.0,-10189000.0,1063092000.0,2062585000.0,467624000.0,,,,1063092000.0,7573919000.0,16513642000.0,1548962000.0,57581000.0,354699000.0,787746000.0,5113964000.0,8427204000.0,-204567000.0,500558000.0,,158039000.0,157902000.0,46346961000.0,,0.0,5113964000.0,354699000.0,354699000.0,,211908000.0,16513642000.0,8086438000.0,637012000.0,8881109000.0,710675000.0,,2.24,-413252000.0,477868000.0,1289080000.0,,14654749000.0,6608974000.0,,3220000.0,8881109000.0,1289080000.0,399974000.0,6624154000.0,1063092000.0,,,2668888000.0,,-416470000.0,278253000.0,2062585000.0,4014699000.0,254270000.0,710675000.0,1579875000.0,35565000.0,2047499000.0,36981000.0,,399974000.0,,,,,,,,,,,,,,,,,,
,,542940000.0,,,2008880000.0,,,3289478000.0,,,,,,,2379000.0,,,347311000.0,,7915639000.0,,131493000.0,2062585000.0,,67006000.0,,-272568000.0,,,-31921000.0,486367000.0,3724000.0,,,,-2788565000.0,,624396000.0,,,12801000.0,,,,,137570000.0,,,-183781000.0,10704204000.0,-53705000.0,,,,758101000.0,-8155000.0,4859490000.0,,,,,-202987000.0,,,129136000.0,709689000.0,,,,,,76725000.0,1280598000.0,,440095000.0,,,,,,,,,,0.46,,,,,472717000.0,,,,,,,8842185000.0,1271687000.0,,7454831000.0,,114600000.0,,,800826000.0,,,,,6597873000.0,,,12927353000.0,-641643000.0,,,,325495000.0,,,,,8255657000.0,17382220000.0,,,215818000.0,,,8540035000.0,,,,,-134998000.0,,0.45,0.0,,215818000.0,215818000.0,,321926000.0,,,,,,,,,,1275706000.0,,11330171000.0,,,-1432000.0,9067032000.0,,405497000.0,,,,,,,-154188000.0,,2008880000.0,4825284000.0,254006000.0,546820000.0,1271687000.0,-823875000.0,1597182000.0,0.0,,,,,,,,,,,,,,,,,,,,
,,570190000.0,,,2239786000.0,,,3517391000.0,,,,,,,2348000.0,,,463618000.0,,8066278000.0,,167415000.0,2008880000.0,,66440000.0,,-231056000.0,,,-375493000.0,482127000.0,2923000.0,,,,-2907784000.0,,657158000.0,,,-10234000.0,,,,,806208000.0,,,-427693000.0,10974062000.0,230906000.0,,,,480785000.0,2334000.0,4394338000.0,,,,,379915000.0,,,207514000.0,806102000.0,,,,,,90301000.0,1277605000.0,,541113000.0,,,,,,,,,,0.63,,,,,471889000.0,,,,,,,8452130000.0,1319410000.0,,7250021000.0,,109797000.0,,,798347000.0,,,,,6448955000.0,,,14054576000.0,-471175000.0,,,,431316000.0,,,,,8048368000.0,17175566000.0,,,296203000.0,,,8723436000.0,,,,,575152000.0,,0.62,0.0,,296203000.0,296203000.0,,243801000.0,,,,,,,,,,1412951000.0,,12303850000.0,,,-7050000.0,9066017000.0,,413404000.0,,,,,,,-223362000.0,,2239786000.0,4277534000.0,261349000.0,536998000.0,1319410000.0,577939000.0,1750726000.0,0.0,,,,,,,,,,,,,,,,,,,,
,,576609000.0,,,2010448000.0,,,3301752000.0,,,,,,,2349000.0,,,385779000.0,,8274019000.0,,150184000.0,2239786000.0,,369109000.0,,-252427000.0,,,-245705000.0,480533000.0,2679000.0,,,,-3033351000.0,,663175000.0,,,32252000.0,,,,,282663000.0,,,-299941000.0,11307370000.0,-229338000.0,,,,570466000.0,-2813000.0,4439297000.0,,,,,-47683000.0,,,265670000.0,793753000.0,,,,,,137756000.0,1291304000.0,,468220000.0,,,,,,,,,,0.5,,,,,470516000.0,,,-54096000.0,,,,8347133000.0,1282234000.0,,7492306000.0,,112331000.0,,,491178000.0,,,,,6361193000.0,,,13273175000.0,-582825000.0,,,,355889000.0,,,,,7983484000.0,17284327000.0,,,235595000.0,,,8937194000.0,,,,,30236000.0,,0.49,0.0,,235595000.0,235595000.0,,0.0,,,,,,,,,,1313538000.0,,11635052000.0,,,-2597000.0,9238621000.0,,354189000.0,,,,,,,-266505000.0,,2010448000.0,4415889000.0,261247000.0,229931000.0,1282234000.0,-100176000.0,1638123000.0,-1182000.0,,,,,,,,,,,,,,,,,,,,
,,583946000.0,2.3,,1510939000.0,8564295000.0,1827290000.0,2833120000.0,9262988000.0,7405730000.0,2833120000.0,,-1233227000.0,4568723000.0,2312000.0,,,554709000.0,2146370000.0,8564295000.0,19190000.0,199110000.0,2010448000.0,,349908000.0,,-456516000.0,11642436000.0,-500602000.0,-580108000.0,,3244000.0,,469718000.0,,-3078141000.0,,698693000.0,2062585000.0,0.0,34780000.0,,,,,600849000.0,,-1212567000.0,-531396000.0,11642436000.0,-499509000.0,-3078141000.0,-38311000.0,-1153560000.0,878439000.0,-29677000.0,4581395000.0,253713000.0,,,,65128000.0,,,277263000.0,899286000.0,,,,,480341000.0,67554000.0,1322181000.0,-551646000.0,694303000.0,69599000.0,,,899286000.0,,12570000.0,,,-2613355000.0,,2312000.0,60151227000.0,,4581395000.0,,469082000.0,,-121359000.0,,,35309000.0,8232082000.0,1903953000.0,1322181000.0,7819191000.0,,178557000.0,648202000.0,8288273000.0,469082000.0,1510939000.0,194373000.0,,,6041212000.0,0.0,1631085000.0,19896123000.0,-917712000.0,-31169000.0,1103215000.0,1510939000.0,515746000.0,,,,1103215000.0,8288273000.0,17495070000.0,1751417000.0,349908000.0,355599000.0,614723000.0,5774645000.0,9262988000.0,-230211000.0,583946000.0,,277263000.0,144333000.0,52745497000.0,,0.0,5774645000.0,355599000.0,355599000.0,,0.0,17495070000.0,8232082000.0,698693000.0,9143439000.0,215369000.0,52749000.0,2.35,-1442811000.0,515285000.0,1404656000.0,,17476424000.0,7819191000.0,,-20090000.0,9143439000.0,1404656000.0,565373000.0,6041212000.0,1103215000.0,,,2687791000.0,,-509505000.0,372336000.0,1510939000.0,4568723000.0,253713000.0,215369000.0,1903953000.0,-154490000.0,2419699000.0,23011000.0,,565373000.0,,,,,,,,,,,,,,,,,,
,,633776000.0,,,1843101000.0,,,2613934000.0,,,,,,,2278000.0,,,378111000.0,,8831818000.0,,141225000.0,1510939000.0,,396128000.0,,-388800000.0,,,-229234000.0,467836000.0,2140000.0,,,,-3186279000.0,,719097000.0,,,131612000.0,,,,,407490000.0,,,-411649000.0,12018097000.0,332162000.0,,,,873238000.0,-2730000.0,5537829000.0,,,,,25055000.0,,,270952000.0,984634000.0,,,,,,35930000.0,770833000.0,,484448000.0,,,,,,,,,,0.52,,,,,458873000.0,,,,,,30694000.0,8864259000.0,1405194000.0,,8946859000.0,,126976000.0,,,431874000.0,,,,,5844328000.0,,,14151624000.0,-315559000.0,,,,357472000.0,,,,,9378733000.0,18415174000.0,,,236886000.0,,,9550915000.0,,,,,18690000.0,,0.51,0.0,,236886000.0,236886000.0,,0.0,,,,,,,,,,1394492000.0,,12388958000.0,,,-15393000.0,8971986000.0,,607032000.0,,,,,,,156894000.0,,1843101000.0,5388792000.0,257141000.0,174733000.0,1405194000.0,-828681000.0,1762666000.0,2171000.0,,,,,,,,,,,,,,,,,,,,
,,654207000.0,,,1571905000.0,,,2233319000.0,,,,,,,2247000.0,,,394234000.0,,8916771000.0,,144756000.0,1843101000.0,,461119000.0,,-272941000.0,,,-416798000.0,461575000.0,3620000.0,,,,-3289862000.0,,732685000.0,,,6226000.0,,,,,318425000.0,,,-507107000.0,12206633000.0,-271196000.0,,,,336460000.0,-18816000.0,4961747000.0,,,,,-57163000.0,,,244995000.0,1081274000.0,,,,,,77625000.0,661414000.0,,496406000.0,,,,,,,,,,0.55,,,,,450901000.0,,,,,,25485000.0,8275765000.0,1495477000.0,,8664500000.0,,131619000.0,,,406173000.0,,,,,5610470000.0,,,15112016000.0,-229024000.0,,,,364787000.0,,,,,9070673000.0,17925221000.0,,,249478000.0,,,9649456000.0,,,,,45484000.0,,0.54,0.0,,249478000.0,249478000.0,,0.0,,,,,,,,,,1506153000.0,,13251752000.0,,,-3719000.0,8788400000.0,,792238000.0,,,,,,,-167586000.0,,1571905000.0,4930855000.0,238153000.0,168020000.0,1495477000.0,441426000.0,1860264000.0,8718000.0,,,,,,,,,,,,,,,,,,,,
,,664521000.0,,,3160936000.0,,,3821026000.0,,,,,,,2201000.0,,,355887000.0,,9098325000.0,,131901000.0,1571905000.0,,62052000.0,,-226696000.0,,,985541000.0,455889000.0,26016000.0,,,,-3427759000.0,,749717000.0,,,-116440000.0,,,,,827699000.0,,,-587405000.0,12526084000.0,1589031000.0,,,,242169000.0,9100000.0,5188881000.0,,,,,454911000.0,,,300892000.0,1237910000.0,,,,,,62143000.0,660090000.0,,469826000.0,,,,,,,,,,0.5,,,,,445471000.0,,,-58277000.0,,,14947000.0,9690443000.0,1441672000.0,,8586754000.0,,129830000.0,,,2402769000.0,,,,,5229557000.0,,,14659255000.0,-236879000.0,,,,339996000.0,,,,,10989523000.0,19538485000.0,,,223986000.0,,,9848042000.0,,,,,601003000.0,,0.49,0.0,,223986000.0,223986000.0,,0.0,,,,,,,,,,1433390000.0,,12877587000.0,,,-16501000.0,8481264000.0,,621554000.0,,,,,,,-230517000.0,,3160936000.0,4954795000.0,243907000.0,2158862000.0,1441672000.0,7843000.0,1781668000.0,5002000.0,,,,,,,,,,,,,,,,,,,,
,,692176000.0,2.37,,2779733000.0,9519780000.0,2076404000.0,3355520000.0,10282433000.0,7950453000.0,3355520000.0,,-164632000.0,4879465000.0,2185000.0,,,581759000.0,2174971000.0,9519780000.0,22014000.0,209337000.0,3160936000.0,,113737000.0,,-497262000.0,13068516000.0,-272513000.0,-504141000.0,,32303000.0,,447659000.0,,-3548736000.0,,762653000.0,1510939000.0,0.0,33077000.0,,,,,522790000.0,,-1385699000.0,-471446000.0,13068516000.0,-381203000.0,-3548736000.0,-92739000.0,-655310000.0,462056000.0,-80293000.0,5124990000.0,224197000.0,,,,23908000.0,,,370589000.0,1156264000.0,,,,,457641000.0,132290000.0,575787000.0,1268794000.0,724291000.0,54475000.0,,,1156264000.0,,64079000.0,,,-1160663000.0,,2185000.0,64400155000.0,,5124990000.0,,2332175000.0,,-128107000.0,,,36334000.0,9324153000.0,1985916000.0,575787000.0,8581753000.0,,177960000.0,627219000.0,10913928000.0,2332175000.0,2779733000.0,446711000.0,,,5132343000.0,0.0,1608586000.0,20477260000.0,-379201000.0,-36925000.0,1082772000.0,2779733000.0,546331000.0,,,,1082772000.0,10913928000.0,19606586000.0,1709991000.0,113737000.0,372422000.0,690705000.0,6341867000.0,10282433000.0,-245742000.0,692176000.0,,370589000.0,25528000.0,56449702000.0,,0.0,6328259000.0,372422000.0,372422000.0,,0.0,19606586000.0,9324153000.0,762653000.0,8623341000.0,2107978000.0,107460000.0,2.42,-1977607000.0,566385000.0,1494586000.0,,17931405000.0,8581753000.0,,-1312000.0,8623341000.0,1494586000.0,762017000.0,5132343000.0,1082772000.0,,,1913923000.0,,-414101000.0,307988000.0,2779733000.0,4879465000.0,224197000.0,2107978000.0,1999524000.0,106899000.0,2545855000.0,5033000.0,,762017000.0,,,,,,,,,,,,,,,,,,
,,751210000.0,,,2742354000.0,,,3210057000.0,,,,,,,2175000.0,,,405163000.0,,9919546000.0,,143182000.0,2779733000.0,,36798000.0,,-437067000.0,,,-2132000.0,445717000.0,22968000.0,,,,-3713968000.0,,782614000.0,,,227133000.0,,,,,270883000.0,,,-284168000.0,13633514000.0,-37379000.0,,,,156715000.0,-4343000.0,6168251000.0,,,,,-147809000.0,,,477520000.0,1232840000.0,,,,,,69491000.0,467703000.0,,536348000.0,,,,,,,,,,0.6,,,,,435090000.0,,,,,,29676000.0,10301909000.0,1591086000.0,,9693755000.0,,141494000.0,,,2477426000.0,,,,,5085481000.0,,,15809530000.0,-42105000.0,,,,394854000.0,,,,,12171181000.0,21004069000.0,,,261981000.0,,,10702160000.0,,,,,-166184000.0,,0.59,0.0,,261981000.0,261981000.0,,0.0,,,,,,,,,,1504656000.0,,13823511000.0,,,-7092000.0,8762411000.0,,763069000.0,,,,,,,-324818000.0,,2742354000.0,5773342000.0,295118000.0,2182308000.0,1591165000.0,-839076000.0,1986019000.0,7092000.0,,,,,,,,,,,,,,,,,,,,
,,,,,2267381000.0,,,3100347000.0,,,,,,,2171000.0,,,521465000.0,,10047942000.0,,193615000.0,2742354000.0,,137934000.0,,-341693000.0,,,-181731000.0,444925000.0,23471000.0,,,,-3822598000.0,,951530000.0,,,-208361000.0,,,,,582505000.0,,,-122847000.0,13870540000.0,-474973000.0,,,,459452000.0,-15629000.0,5338177000.0,,,,,93953000.0,,,429990000.0,2094336000.0,,,,,,49641000.0,832966000.0,,649380000.0,,,,,,,,,,0.75,,,,,434779000.0,,,,,,45540000.0,9669405000.0,1625230000.0,,9169089000.0,,145048000.0,,,2479827000.0,,,,,5235650000.0,,,16959886000.0,-613087000.0,,,,504332000.0,,,,,11648916000.0,20668877000.0,,,327850000.0,,,10999472000.0,,,,,240812000.0,,0.74,0.0,,327850000.0,327850000.0,,0.0,,,,,,,,,,1598642000.0,,14833189000.0,,,-383892000.0,8946391000.0,,815220000.0,,,,,,,-873475000.0,,2267381000.0,5235648000.0,297908000.0,2181919000.0,1622365000.0,519711000.0,2126697000.0,16411000.0,,,,,,,,,,,,,,,,,,,,
