,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualCommonStockIssuance,quarterlyRetainedEarnings,annualFreeCashFlow,trailingFreeCashFlow,quarterlyGoodwill,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyDilutedEPS,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualNetOtherInvestingChanges,annualCurrentDebt,annualPretaxIncome,annualEndCashPosition,trailingPurchaseOfInvestment,annualTaxProvision,annualCurrentDeferredRevenue,annualTotalAssets,annualOtherCurrentAssets,annualCostOfRevenue,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualLongTermDebt,annualNetIncome,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,trailingTotalRevenue,quarterlyPurchaseOfInvestment,annualOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,annualDilutedAverageShares,annualDilutedEPS,trailingTaxProvision,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,annualSaleOfInvestment,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCashItems,quarterlyGrossProfit,annualStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyNetOtherFinancingCharges,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualBasicAverageShares,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyChangeInInventory,trailingPretaxIncome,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualAccountsReceivable,trailingOperatingCashFlow,annualCurrentAssets,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualNetPPE,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualOperatingCashFlow,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,annualChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,annualOtherNonCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyPretaxIncome,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,annualCashCashEquivalentsAndMarketableSecurities,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyBasicEPS,annualBeginningCashPosition,trailingOtherIncomeExpense,quarterlyOtherCurrentAssets,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,annualTotalNonCurrentAssets,annualGrossPPE,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,trailingCapitalExpenditure,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,trailingOtherNonCashItems,quarterlyChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualCapitalExpenditure,quarterlyIncomeTaxPayable,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,annualInvestingCashFlow,annualChangeInInventory,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,annualPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,trailingBeginningCashPosition,annualInterestExpense,quarterlyDilutedAverageShares,trailingChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,trailingNetIncome,annualCapitalStock,annualGoodwill,annualStockBasedCompensation,quarterlyTaxProvision,trailingCostOfRevenue,quarterlyNetPPE,annualBasicEPS,annualChangesInAccountReceivables,annualDeferredIncomeTax,quarterlyStockBasedCompensation,trailingOperatingExpense,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,quarterlyEbitda,annualInventory,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingDilutedEPS,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,trailingBasicEPS
1451520000,,1025650000.0,1589235000.0,6266000.0,61477000.0,103026000.0,1328744000.0,148361000.0,,109085000.0,1579215000.0,-509094000.0,563585000.0,862532000.0,0.31,1328744000.0,180717000.0,-3135000.0,188377000.0,96752000.0,105776000.0,,33910000.0,,2417690000.0,22507000.0,617812000.0,2417690000.0,51693000.0,,242851000.0,63246000.0,-26599000.0,1555158000.0,,-263825000.0,145640000.0,,96082000.0,166423000.0,0.38,,,15574000.0,56645000.0,313951000.0,190541000.0,-69293000.0,313951000.0,818262000.0,21906000.0,1589235000.0,9372000.0,288314000.0,826751000.0,,2303000.0,162179000.0,51679000.0,61597000.0,,164390000.0,105776000.0,197036000.0,51693000.0,,,,242851000.0,-76085000.0,105776000.0,207180000.0,,862532000.0,-4383000.0,,156372000.0,197036000.0,632439000.0,63246000.0,190541000.0,175326000.0,207180000.0,-6546000.0,507639000.0,,,1025650000.0,563585000.0,,,144606000.0,-223648000.0,207237000.0,16908000.0,56645000.0,,,196291000.0,79685000.0,,60184000.0,1990000.0,,613415000.0,,-69588000.0,826751000.0,-856974000.0,5000.0,-214211000.0,,0.32,176607000.0,,22507000.0,,-9838000.0,1555158000.0,1489413000.0,191565000.0,-49610000.0,,,,754166000.0,613415000.0,188377000.0,105776000.0,9869000.0,,15473000.0,,,92023000.0,,-8622000.0,-509094000.0,96082000.0,-26965000.0,21906000.0,,,444686000.0,-30703000.0,,815763000.0,,1489413000.0,-5815000.0,62842000.0,-818865000.0,-29747000.0,67292000.0,,41635000.0,164128000.0,,,60184000.0,,16908000.0,109085000.0,10588000.0,28006000.0,,632439000.0,0.38,5510000.0,-10102000.0,3000000.0,,2303000.0,223000.0,507639000.0,-5078000.0,-25732000.0,961403000.0,107597000.0,,-38540000.0,-856974000.0,,,,,,,,,,,,,,,
1459382400,,1005769000.0,,,-31226000.0,,1314030000.0,,,110291000.0,,,513138000.0,846128000.0,-0.05,,178246000.0,,,,,,,,,,,2311987000.0,-8271000.0,,,,,1465859000.0,,-34912000.0,,,,,,,,15472000.0,84966000.0,263079000.0,152731000.0,,,,,1518907000.0,,221653000.0,,,0.0,161003000.0,-13586000.0,,,,,,-8271000.0,,,,243907000.0,122765000.0,185693000.0,,,,-41896000.0,,157862000.0,174621000.0,,,,,170018000.0,-6461000.0,,,,,,,,105776000.0,,,16980000.0,,-12250000.0,12250000.0,193718000.0,-22787000.0,,,36504000.0,,,,,796691000.0,-870536000.0,-138000.0,,,-0.05,,,32484000.0,,,,,143965000.0,37162000.0,,,,,622090000.0,188579000.0,185693000.0,9806000.0,,-55178000.0,,,27935000.0,,460000.0,-504003000.0,85887000.0,,,,,379515000.0,,,,,1492232000.0,-10542000.0,,,-22283000.0,-20684000.0,,,161003000.0,,,64051000.0,,,,,-9201000.0,,621696000.0,,,,2931000.0,,,0.0,436397000.0,-5333000.0,-15684000.0,,43407000.0,,79798000.0,,,,,,,,,,,,,,,,
1467244800,,1003873000.0,,,48138000.0,,1313817000.0,,,119765000.0,,,526217000.0,939142000.0,-0.00131,,172069000.0,,,,,,,,,,,2329241000.0,-211000.0,,,,,1390099000.0,,0.0,,,,,,,,15147000.0,85462000.0,200677000.0,155081000.0,,,,,1530090000.0,,219913000.0,,,0.0,161128000.0,-492000.0,,,,,,-211000.0,,,,238131000.0,168787000.0,400062000.0,,,,-23968000.0,,152717000.0,199370000.0,,,,,149957000.0,-6476000.0,,,,,,,,185693000.0,,,16989000.0,,0.0,,187216000.0,-368000.0,,,287000.0,,,,,803043000.0,-886010000.0,-184000.0,,,-0.00131,,,46309000.0,,,,,172550000.0,20061000.0,,,,,727703000.0,188784000.0,400062000.0,9855000.0,,16500000.0,,,32697000.0,,-339000.0,-500065000.0,75251000.0,,,,,372630000.0,,,,,1497145000.0,-4050000.0,,,-6567000.0,52188000.0,,,161128000.0,,,62812000.0,,,,,124000.0,,611135000.0,,,,2941000.0,,,93000.0,327641000.0,13831000.0,0.0,,24634000.0,,214408000.0,,,,,,,,,,,,,,,,
1475193600,,990901000.0,,,37339000.0,,1301254000.0,,,122940000.0,,,572808000.0,962750000.0,0.002492,,184596000.0,,,,,,,,,,,2356880000.0,406000.0,,,,,1394130000.0,,-479897000.0,,,,,,,,15384000.0,85888000.0,213165000.0,154307000.0,,,,,1563709000.0,,206931000.0,,,0.0,161185000.0,283000.0,,,,,,406000.0,,,,245922000.0,-281340000.0,156938000.0,,,,2485000.0,,156616000.0,227703000.0,,,,,152589000.0,-6479000.0,,,,,,,,400062000.0,,,16997000.0,,-3160000.0,,199980000.0,404000.0,,,2805000.0,,,,,797186000.0,-893230000.0,-138000.0,,,0.002519,,,50097000.0,,,,,206140000.0,-2632000.0,,,,,746003000.0,188993000.0,156938000.0,9891000.0,,29258000.0,,,6951000.0,,-68000.0,-495821000.0,92467000.0,,,,,363547000.0,,,,,1495370000.0,-7228000.0,,,-6437000.0,44567000.0,,,162945000.0,,,63645000.0,,,,,121000.0,,602140000.0,,,,2689000.0,,,180000.0,589065000.0,5044000.0,0.0,,22335000.0,,-243210000.0,,,,,,,,,,,,,,,,
1483142400,,942414000.0,1341151000.0,-14350000.0,9901000.0,761000.0,1331911000.0,64152000.0,,134517000.0,1555342000.0,-479816000.0,398737000.0,796178000.0,,1331911000.0,207466000.0,40258000.0,0.0,30526000.0,100692000.0,,4421000.0,,2185395000.0,32648000.0,628104000.0,2185395000.0,37144000.0,,246978000.0,29068000.0,-25897000.0,1389217000.0,,-52037000.0,123138000.0,,104463000.0,162817000.0,0.18,,,15720000.0,47641000.0,202913000.0,153702000.0,-15684000.0,202913000.0,725365000.0,,1341151000.0,9700000.0,278741000.0,847815000.0,,3193000.0,,39900000.0,61723000.0,,161128000.0,100692000.0,227588000.0,37144000.0,,,,246978000.0,118060000.0,100692000.0,197355000.0,,796178000.0,5572000.0,,160909000.0,227588000.0,596743000.0,29068000.0,153702000.0,94247000.0,197355000.0,-6481000.0,449535000.0,,,942414000.0,398737000.0,,,156938000.0,-189768000.0,131177000.0,17003000.0,47641000.0,-25000000.0,,223186000.0,53277000.0,,66686000.0,662000.0,,550227000.0,,-4876000.0,847815000.0,-903736000.0,-189308000.0,-227395000.0,,,105776000.0,,32648000.0,,-57807000.0,1389217000.0,1500479000.0,202710000.0,-44766000.0,,,,742377000.0,550227000.0,0.0,100692000.0,9376000.0,,-4930000.0,,,55555000.0,-40410000.0,-8092000.0,-479816000.0,104463000.0,-30095000.0,,,,439650000.0,128272000.0,,804100000.0,,1500479000.0,-8275000.0,26105000.0,-566846000.0,-192108000.0,18176000.0,,38928000.0,,,,66686000.0,,17003000.0,134517000.0,12430000.0,13377000.0,,596743000.0,0.18,9825000.0,-13128000.0,3869000.0,,3193000.0,488000.0,449535000.0,-3842000.0,0.0,927238000.0,78373000.0,,-55872000.0,-903736000.0,,,,,,,,,,,,,,,
1490918400,,925418000.0,,,22099000.0,,1338595000.0,,,136391000.0,,,387845000.0,767931000.0,0.08,,198004000.0,,,,,,,,,,,2170226000.0,13181000.0,,,,,1402295000.0,,-80108000.0,,,,,,,,16153000.0,74432000.0,225823000.0,153200000.0,,,,,1313263000.0,,245568000.0,,,-3726000.0,161402000.0,13115000.0,,,,,,13181000.0,,,,240999000.0,29820000.0,150964000.0,,,,-2229000.0,,153236000.0,203376000.0,,,,,176913000.0,-6473000.0,,,,,,,,100692000.0,,,17039000.0,,0.0,,214157000.0,23857000.0,,,495000.0,,,,,860600000.0,-917617000.0,-138000.0,,,0.08,,,31008000.0,,,,,117465000.0,20442000.0,,,,,543213000.0,,150964000.0,6644000.0,,1748000.0,,,31411000.0,,80000.0,-474251000.0,101924000.0,,,,,398804000.0,,,,,1506122000.0,-8032000.0,,,-9892000.0,30131000.0,,,162592000.0,,,82545000.0,,,,,10742000.0,,588505000.0,,,,3958000.0,,,445000.0,392249000.0,1788000.0,0.0,,46654000.0,,50059000.0,,,,,,,,,,,,,,,,
1498780800,,912686000.0,,,55951000.0,,1354195000.0,,,138795000.0,,,398456000.0,775407000.0,0.09,,213004000.0,,,,,,,,,,,2195168000.0,15599000.0,,,,,1419761000.0,,-164925000.0,,,,,,,,15131000.0,74867000.0,237396000.0,153861000.0,,,,,1311142000.0,,257789000.0,,,-77000.0,161787000.0,15559000.0,,,,,,15599000.0,,,,241776000.0,-11715000.0,204142000.0,,,,-2251000.0,,149285000.0,224985000.0,,,,,149553000.0,-6496000.0,,,,,,,,150964000.0,,,17085000.0,,0.0,,228135000.0,22270000.0,,,6555000.0,,,,,887703000.0,-15663000.0,-138000.0,,,0.1,,,25667000.0,,,,,160034000.0,27360000.0,,,,,586711000.0,,204142000.0,6668000.0,,41194000.0,,,29654000.0,,80000.0,-468261000.0,94332000.0,,,,,407074000.0,,,,,610742000.0,-13379000.0,,,-4450000.0,69330000.0,,,163808000.0,,,79139000.0,,,,,6711000.0,,595079000.0,,,,4052000.0,,,2261000.0,382569000.0,-51000.0,0.0,,44785000.0,,53165000.0,,,,,,,,,,,,,,,,
1506729600,,901612000.0,,,22014000.0,,1373478000.0,,,143171000.0,,,418672000.0,767763000.0,0.2,,184483000.0,,,,,,,,,,,2238958000.0,32329000.0,,,,,1471195000.0,,-153213000.0,,,,,,,,15677000.0,78735000.0,262254000.0,156462000.0,,,,,1320284000.0,,235715000.0,,,-181000.0,162173000.0,36490000.0,,,,,,32329000.0,,,,242577000.0,-2498000.0,244667000.0,,,,29015000.0,,149920000.0,225062000.0,,,,,142323000.0,-6514000.0,,,,,,,,204142000.0,,,17103000.0,,0.0,,200160000.0,59910000.0,,,612000.0,,,,,918678000.0,-945416000.0,-138000.0,,,0.2,,,26462000.0,,,,,176523000.0,7230000.0,,,,,581109000.0,,244667000.0,6611000.0,,33002000.0,,,35555000.0,,-21000.0,-460522000.0,116724000.0,,,,,385635000.0,,,,,1564251000.0,-26420000.0,,,-5397000.0,48434000.0,,,164405000.0,,,76886000.0,,,,,23420000.0,,618835000.0,,,,2917000.0,,,1436000.0,336442000.0,1011000.0,0.0,,82198000.0,,40539000.0,,,,,,,,,,,,,,,,
1514678400,,786760000.0,1202417000.0,323000.0,-98105000.0,4601000.0,1310136000.0,1959000.0,,143549000.0,1675639000.0,-423029000.0,415657000.0,749699000.0,,1310136000.0,280415000.0,23833000.0,,111224000.0,182911000.0,,103956000.0,,2099780000.0,50463000.0,615406000.0,2099780000.0,-56813000.0,,243404000.0,4296000.0,-26004000.0,1350081000.0,,-68276000.0,122456000.0,,125479000.0,164263000.0,0.03,,,14910000.0,52787000.0,243147000.0,169400000.0,,243147000.0,548461000.0,,1202417000.0,-1352000.0,321161000.0,897279000.0,,-80000.0,,-57896000.0,61871000.0,,161926000.0,182911000.0,215124000.0,-56813000.0,,,,243404000.0,5412000.0,182911000.0,184885000.0,,749699000.0,-15984000.0,,162965000.0,215124000.0,640939000.0,4296000.0,169400000.0,86712000.0,184885000.0,-6521000.0,308589000.0,,,786760000.0,415657000.0,,,244667000.0,-552000.0,184327000.0,17108000.0,52787000.0,,,295325000.0,5187000.0,,75054000.0,16171000.0,,491500000.0,,81712000.0,897279000.0,-945401000.0,-138000.0,-26019000.0,,,100692000.0,,50463000.0,,8551000.0,1350081000.0,1586340000.0,94439000.0,-42562000.0,,,,875906000.0,491500000.0,,182911000.0,6552000.0,,-75621000.0,,,25836000.0,,100692000.0,-423029000.0,125479000.0,-84753000.0,,,,484126000.0,21019000.0,,937777000.0,,1586340000.0,-36922000.0,7268000.0,-466522000.0,-6280000.0,-61183000.0,,26475000.0,,,,75054000.0,,17108000.0,143549000.0,14809000.0,63083000.0,,640939000.0,0.03,12470000.0,105174000.0,3882000.0,,-4064000.0,459000.0,308589000.0,-4100000.0,,1060233000.0,40746000.0,,-62051000.0,-945401000.0,,,,,,,,,,,,,,,
1522454400,,768588000.0,,,-6983000.0,,1422123000.0,,,145612000.0,,,370429000.0,740015000.0,0.13,,208623000.0,,,,,,,,,,,2097094000.0,21912000.0,,,,,1357079000.0,,-110830000.0,,,,,,,,15041000.0,76580000.0,237392000.0,179221000.0,,,,,1139017000.0,,259607000.0,,,-8747000.0,164094000.0,21914000.0,,,,,,21912000.0,,,,244281000.0,-12141000.0,231913000.0,,,,-3901000.0,,154341000.0,170848000.0,,,,,151416000.0,-6530000.0,,,,,,,,200936000.0,,,17372000.0,,,,223664000.0,27165000.0,,,635000.0,,,,,957991000.0,-956170000.0,-138000.0,,,0.13,,,51564000.0,,,,,122936000.0,33469000.0,,,,,513648000.0,,213814000.0,6803000.0,,-22478000.0,,,35943000.0,,,-509322000.0,114220000.0,,,,,413948000.0,,,,,1601689000.0,-24882000.0,,,25024000.0,17899000.0,,,166237000.0,,,85361000.0,,,,,5251000.0,,645519000.0,,,,4263000.0,,,,299834000.0,2580000.0,,,49009000.0,,30782000.0,,,,,,,,,,,,,,,,
1530316800,,757567000.0,,,39123000.0,,1439121000.0,,,141742000.0,,,361864000.0,729954000.0,0.14,,203368000.0,,,,,,,,,,,2099122000.0,23597000.0,,,,,1369168000.0,,-118704000.0,,,,,,,,14081000.0,77066000.0,248848000.0,184325000.0,,,,,1119431000.0,,258703000.0,,,-209000.0,165027000.0,23596000.0,,,,,,23597000.0,,,,245093000.0,-29513000.0,254645000.0,,,,-3123000.0,,155857000.0,174065000.0,,,,,137909000.0,-6598000.0,,,,,,,,231913000.0,,,17376000.0,,,,217449000.0,33595000.0,,,-2109000.0,,,,,979606000.0,-936283000.0,-138000.0,,,0.14,,,34722000.0,,,,,111947000.0,13507000.0,,,,,530302000.0,,236511000.0,6840000.0,,25847000.0,,,41254000.0,,,-507281000.0,105389000.0,,,,,414560000.0,,,,,1581850000.0,-20647000.0,,,-6857000.0,59770000.0,,,166899000.0,,,82410000.0,,,,,9999000.0,,645567000.0,,,,2882000.0,,,,293791000.0,-1615000.0,,,54516000.0,,23400000.0,,,,,,,,,,,,,,,,
1538265600,,731755000.0,,,22253000.0,,1457463000.0,,,141273000.0,,,402962000.0,782637000.0,0.15,,202473000.0,,,,,,,,,,,2141388000.0,24976000.0,,,,,1358751000.0,,-157308000.0,,,,,,,,14847000.0,76790000.0,240055000.0,184777000.0,,,,,1134717000.0,,253912000.0,,,-92000.0,165064000.0,24974000.0,,,,,,24976000.0,,,,245932000.0,-62155000.0,224390000.0,,,,2500000.0,,163434000.0,207245000.0,,,,,157861000.0,-6633000.0,,,,,,,,254645000.0,,,17380000.0,,,,217320000.0,35066000.0,,,-111000.0,,,,,1006588000.0,-944455000.0,-138000.0,,,0.15,,,43666000.0,,,,,111718000.0,-19952000.0,,,,,554401000.0,,206179000.0,7023000.0,,7994000.0,,,36592000.0,,,-501556000.0,113848000.0,,,,,417346000.0,,,,,1590419000.0,-16454000.0,,,-6740000.0,38707000.0,,,166966000.0,,,81869000.0,,,,,10092000.0,,645964000.0,,,,2824000.0,,,,348222000.0,-614000.0,,,51439000.0,,-30188000.0,,,,,,,,,,,,,,,,
1546214400,,481178000.0,1154482000.0,10142000.0,25237000.0,41288000.0,1506004000.0,79630000.0,,140282000.0,1748598000.0,-517724000.0,673304000.0,893946000.0,,1506004000.0,231127000.0,12873000.0,246798000.0,176091000.0,259799000.0,,48631000.0,,2197123000.0,33328000.0,654176000.0,2197123000.0,55199000.0,,,125684000.0,-26418000.0,1303177000.0,,-83651000.0,189820000.0,,111553000.0,166939000.0,0.75,,,15042000.0,54636000.0,213558000.0,182060000.0,0.0,213558000.0,434012000.0,,1154482000.0,1139000.0,322200000.0,1040781000.0,,-1446000.0,,56976000.0,59011000.0,,164845000.0,241504000.0,224077000.0,55199000.0,,,,,2714000.0,259799000.0,222464000.0,,893946000.0,7361000.0,,180544000.0,224077000.0,638846000.0,125684000.0,182060000.0,157117000.0,222464000.0,-6657000.0,371301000.0,,,481178000.0,673304000.0,,,224390000.0,-552000.0,248831000.0,17396000.0,54636000.0,,,246169000.0,80265000.0,,84044000.0,14458000.0,,612805000.0,,59846000.0,1040781000.0,-911845000.0,-138000.0,3824000.0,,,200936000.0,,33328000.0,,2837000.0,1303177000.0,1550691000.0,87411000.0,-64603000.0,,,,845591000.0,612805000.0,246798000.0,241504000.0,7016000.0,,-1221000.0,,,76031000.0,0.0,,-517724000.0,111553000.0,-77487000.0,,,,502744000.0,-101095000.0,,904602000.0,,1550691000.0,-15504000.0,127460000.0,-470493000.0,-7603000.0,40741000.0,,27682000.0,,,,84044000.0,,17396000.0,140282000.0,12959000.0,23289000.0,,638846000.0,0.76,-37579000.0,4047000.0,2990000.0,,-10494000.0,,371301000.0,788000.0,,1094422000.0,91073000.0,,35852000.0,-911845000.0,,,,,,,,,,,,,,,
1553990400,,498438000.0,,,14711000.0,,1527859000.0,,,138949000.0,,,636311000.0,884121000.0,0.18,,221463000.0,,,,,,,,,,,2194563000.0,30156000.0,,,,,1310442000.0,,-112029000.0,,,,,,,,14918000.0,105769000.0,185083000.0,223865000.0,,,,,1134749000.0,,270979000.0,,,-15376000.0,165674000.0,30156000.0,,,,,,30156000.0,,,,,-12980000.0,252515000.0,,,,-1835000.0,,168083000.0,182805000.0,,,,,180055000.0,-6601000.0,,,,,,,,259799000.0,,,17482000.0,,,,236381000.0,31460000.0,,,689000.0,,,,,1057954000.0,-926280000.0,-138000.0,,,0.18,,,56090000.0,,,,,108833000.0,42409000.0,,,,,623751000.0,247691000.0,235674000.0,7015000.0,,-9060000.0,,,34598000.0,,,-513802000.0,106237000.0,,,,,439062000.0,,,,,1561724000.0,-10473000.0,,,-19150000.0,25184000.0,,,167129000.0,,,92739000.0,,,,,1304000.0,,635444000.0,,,,3827000.0,,,,388077000.0,-8903000.0,,,53393000.0,,-6946000.0,,,,,,,,,,,,,,,,
1561852800,,489521000.0,,,26224000.0,,1544694000.0,,,139850000.0,,,631644000.0,922736000.0,0.15,,210131000.0,,,,,,,,,,,2206368000.0,25171000.0,,,,,1283632000.0,,-113736000.0,,,,,,,,15180000.0,107539000.0,162911000.0,222729000.0,,,,,1121165000.0,,263244000.0,,,-273000.0,166152000.0,25171000.0,,,,,,25171000.0,,,,,-10541000.0,272733000.0,,,,-1833000.0,,173014000.0,188326000.0,,,,,162791000.0,-8335000.0,,,,,,,,252515000.0,,,17488000.0,,,,225311000.0,34586000.0,,,1293000.0,,,,,1083343000.0,-940034000.0,-92000.0,,,0.15,,,47459000.0,,,,,114494000.0,17264000.0,,,,,683587000.0,247485000.0,255790000.0,7129000.0,,598000.0,,,37933000.0,,,-507984000.0,101259000.0,,,,,436258000.0,,,,,1573083000.0,-12592000.0,,,-8700000.0,38816000.0,,,167549000.0,,,87681000.0,,,,,9415000.0,,633049000.0,,,,2999000.0,,,,427797000.0,2736000.0,,,56895000.0,,19575000.0,,,,,,,,,,,,,,,,
1569801600,16567000.0,497413000.0,,,47564000.0,,1552788000.0,,113736000.0,137256000.0,,,659782000.0,909289000.0,0.1,,207226000.0,,,,,-549759000.0,,,,,,2254961000.0,16427000.0,175611000.0,,,,1345672000.0,1806565000.0,-240343000.0,,-34544000.0,,,,40078000.0,301445000.0,15450000.0,126450000.0,217265000.0,239680000.0,,,,,1157195000.0,,249725000.0,,,1000.0,166148000.0,16427000.0,,546221000.0,,,,16427000.0,,168808000.0,,,-13737000.0,300800000.0,,162341000.0,,-3797000.0,,178776000.0,219959000.0,,,,,167081000.0,-8333000.0,,17599000.0,,,,,-7358000.0,272733000.0,,,17491000.0,,,,222676000.0,22497000.0,1106148000.0,,1159000.0,,,126953000.0,,1095906000.0,-939234000.0,-6990000.0,,28271000.0,0.1,,-104000.0,50108000.0,77055000.0,,,,235483000.0,-4290000.0,-48605000.0,60590000.0,-50742000.0,,660658000.0,246208000.0,283795000.0,7111000.0,-3394000.0,26250000.0,128730000.0,,27049000.0,,,-506455000.0,106867000.0,,,12713000.0,-17094000.0,428501000.0,,,,869947000.0,1566293000.0,-10036000.0,,,-15289000.0,57600000.0,224390000.0,,167555000.0,-9220000.0,-29926000.0,86748000.0,126953000.0,,,,6070000.0,700417000.0,627059000.0,,,,2897000.0,930537000.0,,,376863000.0,2817000.0,,,45058000.0,,28574000.0,,,,,,,,,,,,,,,,
