date,trailingNetIncomeCommonStockholders,annualGrossPPE,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyChangeInInventory,annualBeginningCashPosition,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingGrossProfit,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualCapitalExpenditure,trailingOtherIncomeExpense,quarterlyOtherIntangibleAssets,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyTotalRevenue,trailingChangeInInventory,quarterlyCapitalExpenditure,trailingNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyEbitda,annualNetOtherFinancingCharges,annualChangeInInventory,annualStockBasedCompensation,quarterlyOperatingIncome,trailingPurchaseOfBusiness,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualCurrentDebt,quarterlyDilutedAverageShares,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualOperatingExpense,annualBasicEPS,trailingSellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualTotalRevenue,annualDeferredIncomeTax,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyGrossPPE,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,annualInterestExpense,trailingChangesInAccountReceivables,quarterlyCurrentLiabilities,quarterlyCurrentAssets,trailingCashDividendsPaid,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyTaxProvision,annualInventory,annualChangesInAccountReceivables,quarterlyNetPPE,annualGrossProfit,quarterlyOtherCurrentLiabilities,quarterlyStockBasedCompensation,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyGoodwill,trailingNetIncome,annualGoodwill,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualTotalAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,trailingChangeInWorkingCapital,annualNetIncome,annualRetainedEarnings,annualDilutedEPS,annualAccountsReceivable,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualCostOfRevenue,annualAccountsPayable,trailingOperatingIncome,trailingInvestingCashFlow,annualOperatingIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,trailingTotalRevenue,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualBasicAverageShares,annualCashDividendsPaid,trailingCommonStockIssuance,annualFreeCashFlow,annualPretaxIncome,trailingEndCashPosition,annualEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualOtherNonCashItems,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualTaxProvision,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyInventory,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,annualCurrentAccruedExpenses,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,trailingChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualDilutedAverageShares,annualChangeInAccountPayable,quarterlyOperatingExpense,annualOtherIntangibleAssets,annualCommonStockIssuance,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashDividendsPaid,annualSaleOfInvestment,annualOtherShortTermInvestments,annualRepurchaseOfCapitalStock,quarterlyBasicEPS,annualOtherNonCurrentAssets,annualCurrentLiabilities,annualCurrentAssets,trailingNetOtherInvestingChanges,quarterlyBasicAverageShares,annualNetPPE,annualEbitda,trailingBasicAverageShares,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,trailingInterestExpense,annualCurrentDeferredRevenue,annualIncomeTaxPayable,trailingDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
2017-03-31,,,,,,9684700000.0,-100000.0,-144600000.0,-5400000.0,,,,,,,3100000.0,,,2282600000.0,-170400000.0,,,,1225300000.0,-601600000.0,222800000.0,,493300000.0,,2500000.0,385300000.0,,385300000.0,3656300000,,-189200000.0,,0.4,471500000,,,,248000000,,,,,254600000.0,,-219100000.0,,-4302400000.0,,,,,-20400000.0,,,,-108000000.0,299700000.0,-27000000.0,141800000.0,,12936100000.0,-35200000.0,,,,2321100000.0,4992500000.0,,-36700000.0,,-143900000.0,,,-147200000.0,43600000.0,,,8633700000.0,,578500000.0,17400000.0,,,,-2000000.0,,,17957600000.0,1563500000.0,4458000000.0,,,303100000.0,2980900000.0,,,,22950100000.0,,,,,,110500000.0,,5459500000.0,,,,,,,98200000,,,103100000,377800000.0,,,,,,,,,10872400000.0,,,1934100000.0,,,214200000.0,,,0.0,65800000.0,,385300000.0,-196500000.0,103100000,,,52200000.0,,1587900000.0,675400000.0,16200000.0,,-54600000.0,,,2247300000.0,,13193500000.0,3033300000.0,,,,,427400000.0,,,,-100700000.0,,,,0.410757,,,,,251000000.0,,,,,,,,,,,,,,,,,,,
2017-06-30,,,,,,10149000000.0,-600000.0,-47500000.0,19300000.0,,,,,,,0.0,,,3325300000.0,-945800000.0,,,,1452700000.0,-543400000.0,257000000.0,,385300000.0,,2500000.0,225200000.0,,225200000.0,3695600000,,-171500000.0,,1.29,732900000,,,,292800000,,,,,255300000.0,,-181900000.0,,-4510200000.0,,,,,-20000000.0,,,,-160100000.0,589100000.0,0.0,387300000.0,,13587500000.0,-1412900000.0,,,,3024900000.0,4358300000.0,,9800000.0,,141000000.0,,,79300000.0,60700000.0,,,9077300000.0,,507700000.0,15500000.0,,,,15100000.0,,,20511700000.0,1902400000.0,5466200000.0,,,388000000.0,3000100000.0,,,,24870000000.0,,,,,,417600000.0,,5846300000.0,,,,,,,326600000,,,328100000,348100000.0,,,,,,,,,11648500000.0,,,1975900000.0,,,676500000.0,,,-800000.0,70400000.0,,225200000.0,-571000000.0,328100000,,,71600000.0,,1767100000.0,695500000.0,-18900000.0,,149900000.0,,,2288800000.0,,14673400000.0,3378400000.0,,,,,402700000.0,,,,-100500000.0,,,,1.292241,,,,,253900000.0,,,,,,,,,,,,,,,,,,,
2017-09-30,,13682500000.0,708200000.0,492300000.0,1899300000.0,10342500000.0,-3000000.0,40400000.0,-16800000.0,340900000.0,-2331900000.0,-42800000.0,,,,5900000.0,-778600000.0,,3329300000.0,-1306400000.0,,,1432200000.0,1492100000.0,-457300000.0,329200000.0,20598100000.0,225200000.0,,2500000.0,298100000.0,-9800000.0,298100000.0,4060600000,,-241800000.0,,0.76,625100000,-25900000.0,-48200000.0,58000000.0,335200000,,,-655400000.0,608700000.0,257800000.0,,-63800000.0,-1594600000.0,-4564200000.0,698600000.0,1661800000.0,2.782711,,-12800000.0,14859700000.0,-20400000.0,2500000.0,72900000.0,494300000.0,0.0,246400000.0,,13682500000.0,-148600000.0,,277700000.0,,3009800000.0,4490900000.0,,25300000.0,3410200000.0,-38500000.0,,-4564200000.0,172400000.0,51100000.0,1797300000.0,-97900000.0,9118300000.0,2740200000.0,492300000.0,8000000.0,,,,13500000.0,76800000.0,-4400000.0,20598100000.0,1886800000.0,5528300000.0,,5528300000.0,416700000.0,3282600000.0,25089000000.0,,14702900000.0,25089000000.0,,708200000.0,172400000.0,2.77,1886800000.0,252500000.0,-457300000.0,5946100000.0,-2500000.0,12119500000.0,1492100000.0,,,1078400000.0,195300000,-1285800000.0,,196100000,370000000.0,254500000.0,-403200000.0,,1121900000.0,857600000.0,,298100000.0,,11693100000.0,,5946100000.0,1899300000.0,329200000.0,-72900000.0,608700000.0,298100000.0,,-300000.0,76400000.0,10342500000.0,298100000.0,-357800000.0,196100000,,159000000.0,11900000.0,,1797300000.0,778000000.0,6700000.0,416700000.0,-37800000.0,,,2254200000.0,,14702900000.0,3410200000.0,11693100000.0,1900500000.0,255700000.0,302200000.0,442800000.0,3329300000.0,35800000.0,298100000.0,-101600000.0,18500000.0,,-93000000.0,0.77053,2254200000.0,3009800000.0,4490900000.0,,254500000.0,9118300000.0,2251900000.0,,,,,,,,,,,,,,,,,
2017-12-31,,,,,,11353400000.0,600000.0,81900000.0,-74000000.0,,,,,,,,,,3268600000.0,-1050600000.0,,,,1402300000.0,-497600000.0,317000000.0,,298100000.0,,2500000.0,306400000.0,,306400000.0,3894000000,,-214100000.0,,4.38,432800000,,,,163700000,,,,,259200000.0,,-45500000.0,,-4770900000.0,,,,,-21500000.0,,,,8300000.0,363500000.0,0.0,60300000.0,,13834800000.0,-110700000.0,,,,3487300000.0,4465200000.0,,-1234600000.0,,-32400000.0,,,1196800000.0,-1073200000.0,,,9063900000.0,,526100000.0,14600000.0,,,,11400000.0,,,20671700000.0,1804300000.0,5524800000.0,,,314300000.0,3111600000.0,,,,25136900000.0,,,,,,149400000.0,,5365800000.0,,,,,,,1133500000,,,1135100000,546200000.0,,,,,,,,,10256000000.0,,,2184800000.0,,,1244600000.0,,,-110100000.0,64800000.0,,306400000.0,-308700000.0,1135100000,,,-89400000.0,,1869200000.0,782400000.0,-14300000.0,,-38600000.0,,,2429600000.0,,13743300000.0,2278000000.0,,,,,618700000.0,,,,-109600000.0,,,,4.453119,,,,,254900000.0,,,,,,,,,,,,,,,,,,,
2018-03-31,,,,,,11547900000.0,-1100000.0,-129400000.0,-9000000.0,,,,,,,,,,3311700000.0,-959800000.0,,,,1442900000.0,-441700000.0,311400000.0,,306400000.0,,2600000.0,266500000.0,,266500000.0,4017000000,,-212600000.0,,0.86,639300000,,,,340200000,,,,,260300000.0,,-16800000.0,,-4942400000.0,,,,,9800000.0,,,,-39900000.0,371600000.0,0.0,243300000.0,,13999200000.0,-190600000.0,,,,3345500000.0,4576700000.0,,11900000.0,,-207900000.0,,,1302400000.0,18800000.0,,,9056800000.0,,455900000.0,19300000.0,,,,6000000.0,,,20863000000.0,1950200000.0,5583000000.0,,,,3220400000.0,,,,25439700000.0,,,,,,159000000.0,,5613000000.0,,,,,,,224500000,,,223200000,381200000.0,,,,,,,,,10512000000.0,,,2176400000.0,,,1113500000.0,,,,78300000.0,,266500000.0,-393800000.0,223200000,,,22100000.0,,1888200000.0,796600000.0,-43700000.0,,-18600000.0,,,2504000000.0,,13857500000.0,2305800000.0,,,,,456400000.0,,,,-109800000.0,,,,0.870515,,,,,256400000.0,,,,,,,,,,,,,,,,,,,
2018-06-30,,,,,,11393600000.0,0.0,-66800000.0,42200000.0,,,,,,,,,,3213500000.0,-106300000.0,,,,1484000000.0,-674300000.0,275400000.0,,266500000.0,,2500000.0,452600000.0,,452600000.0,4137500000,,-238800000.0,,1.03,749600000,,,,425200000,,,,,260600000.0,,-356900000.0,,-5127000000.0,,,,,-16900000.0,,,,186100000.0,771600000.0,-100800000.0,355800000.0,,14059200000.0,-3100000.0,,,,2967500000.0,4626200000.0,,60000000.0,,98700000.0,,,1427900000.0,84500000.0,,,8932200000.0,,526000000.0,15300000.0,,,,5800000.0,,,20509500000.0,1980800000.0,5535800000.0,,,,3264300000.0,,,,25135700000.0,,,,,,532800000.0,,5943100000.0,,,,,,,271300000,,,268200000,372400000.0,,,,,,,,,10755400000.0,,,2164200000.0,,,594400000.0,,,,76700000.0,,452600000.0,-206500000.0,268200000,,,56300000.0,,1819300000.0,873200000.0,17100000.0,,7300000.0,,,2401300000.0,,13722900000.0,2249300000.0,,,,,448000000.0,,,,-110300000.0,,,,1.051352,,,,,255100000.0,,,,,,,,,,,,,,,,,,,
2018-09-30,,14419900000.0,1905900000.0,476500000.0,2148500000.0,11469400000.0,-1500000.0,-29100000.0,-31300000.0,304000000.0,-2032900000.0,332800000.0,,,,,-999900000.0,,3122000000.0,-126000000.0,,,1730800000.0,1716800000.0,-695300000.0,248500000.0,20575400000.0,452600000.0,,2500000.0,636800000.0,-6000000.0,636800000.0,4236600000,,-334400000.0,,1.08,763700000,-49800000.0,-72100000.0,66800000.0,490700000,,,-755100000.0,740700000.0,259200000.0,,-335900000.0,-354200000.0,-5337400000.0,1909300000.0,2027400000.0,7.46,,-45300000.0,16285100000.0,-1069400000.0,2500000.0,184200000.0,914200000.0,-94300000.0,375400000.0,,14419900000.0,-54900000.0,,293800000.0,,3333300000.0,4785100000.0,,93300000.0,2321500000.0,235100000.0,,-5337400000.0,1573300000.0,95400000.0,1829600000.0,-580100000.0,9082500000.0,3362000000.0,476500000.0,17600000.0,,,,3400000.0,-388300000.0,507800000.0,20575400000.0,2010700000.0,5577600000.0,,5577600000.0,,3294900000.0,25360500000.0,,13878100000.0,25360500000.0,,1906100000.0,1573300000.0,7.34,2010700000.0,579800000.0,-695300000.0,5674500000.0,,12923100000.0,1716800000.0,,,1334600000.0,280000000,-815100000.0,,279600000,377700000.0,255500000.0,-440900000.0,,931300000.0,1034800000.0,,636800000.0,,10544800000.0,,5674500000.0,2148500000.0,248500000.0,-96300000.0,740700000.0,636800000.0,,,74000000.0,11469400000.0,636800000.0,-389900000.0,279600000,,-874500000.0,191300000.0,,1829600000.0,941700000.0,-8900000.0,,-41300000.0,,,2373300000.0,,13878100000.0,2321500000.0,10544800000.0,1931200000.0,259800000.0,180300000.0,451000000.0,3122000000.0,26600000.0,636800000.0,-111200000.0,,,-195100000.0,1.102959,2373300000.0,3333300000.0,4785100000.0,,253500000.0,9082500000.0,2580800000.0,,,,,,,,,,,,,,,,,
2018-12-31,,,,,,11603700000.0,4100000.0,169700000.0,-71400000.0,,,,,,,,,,4352000000.0,-2847900000.0,,,,1679500000.0,-754800000.0,508900000.0,,636800000.0,,2600000.0,260700000.0,,260700000.0,4327400000,,-322000000.0,,0.54,656000000,,,,288000000,,,,,259500000.0,,2896600000.0,,-5562100000.0,,,,,-18300000.0,,,,-376100000.0,303100000.0,-44200000.0,202500000.0,,16531800000.0,-3342900000.0,,,,3729900000.0,5226000000.0,,14300000.0,,-167000000.0,,,1635300000.0,62700000.0,,,10969700000.0,,592400000.0,17400000.0,,,,12900000.0,,,25440900000.0,2315500000.0,7320300000.0,,,,3545600000.0,,,,30666900000.0,,,,,,-18900000.0,,9728000000.0,,,,,,,139800000,,,139100000,400900000.0,,,,,,,,,15321500000.0,,,2264800000.0,,,1092800000.0,,,,94400000.0,,260700000.0,-3572800000.0,139100000,,,-148500000.0,,2101800000.0,781800000.0,6000000.0,,8900000.0,,,2370500000.0,,19051400000.0,2932600000.0,,,,,493800000.0,,,,-116100000.0,,,,0.545063,,,,,255200000.0,,,,,,,,,,,,,,,,,,,
2019-03-31,,,,,,11640800000.0,6100000.0,-52400000.0,3900000.0,,,,,,,,,,4277900000.0,-361700000.0,,,,1702000000.0,-725500000.0,562400000.0,,260700000.0,,2600000.0,154200000.0,,154200000.0,4620000000,,-303400000.0,,0.62,704600000,,,,353100000,,,,,259400000.0,,-191800000.0,,-5818700000.0,,,,,-28000000.0,,,,-106500000.0,361900000.0,-54100000.0,209100000.0,,16848100000.0,-6600000.0,,,,4046600000.0,5214000000.0,,25300000.0,,-202800000.0,,,1671200000.0,47200000.0,,,11029400000.0,,541600000.0,18100000.0,,,,-9700000.0,,,25479000000.0,2367000000.0,7300900000.0,,,,3720400000.0,,,,30693000000.0,,,,,,58500000.0,,9373100000.0,,,,,,,161900000,,,160400000,444100000.0,,,,,,,,,14992800000.0,,,2268800000.0,,,1422400000.0,,,,111800000.0,,154200000.0,-277800000.0,160400000,,,5100000.0,,2096900000.0,899600000.0,10800000.0,,-32200000.0,,,2423100000.0,,19039400000.0,2955200000.0,,,,,546500000.0,,,,-117600000.0,,,,0.624367,,,,,256900000.0,,,,,,,,,,,,,,,,,,,
2019-06-30,,,,,,11827700000.0,19800000.0,-23400000.0,28000000.0,,,,,,,,,,4174800000.0,-1579700000.0,,,,1706800000.0,-695400000.0,515700000.0,,154200000.0,,2600000.0,179100000.0,,179100000.0,4690000000,,-351400000.0,,0.98,827800000,,,,445800000,,,,,258600000.0,,-365300000.0,,-6041900000.0,,,,,-15200000.0,,,,24900000.0,734600000.0,0.0,331400000.0,,17211200000.0,-29200000.0,,,,3590500000.0,5193700000.0,,-3200000.0,,104000000.0,,,1805100000.0,77600000.0,,,11169300000.0,,676800000.0,15800000.0,,,,5400000.0,,,25618400000.0,2398100000.0,7321900000.0,,,,3701100000.0,,,,30812100000.0,,,,,,383200000.0,,9759100000.0,,,,,,,253800000,,,252600000,440700000.0,,,,,,,,,15380300000.0,,,2263600000.0,,,779100000.0,,,,111100000.0,,179100000.0,-350100000.0,252600000,,,17100000.0,,2074200000.0,988900000.0,-14100000.0,,-3300000.0,,,2489100000.0,,18970800000.0,2965800000.0,,,,,543100000.0,,,,-117000000.0,,,,0.981733,,,,,257300000.0,,,,,,,,,,,,,,,,,,,
2019-09-30,,17461300000.0,862800000.0,571800000.0,2199100000.0,11669900000.0,300000.0,179000000.0,-71000000.0,636800000.0,-5631600000.0,-485200000.0,,,,,-1369100000.0,,4059500000.0,-977100000.0,,,1708900000.0,1831800000.0,-1069200000.0,496200000.0,25182400000.0,179100000.0,,2600000.0,151600000.0,-63900000.0,151600000.0,4651600000,,-392300000.0,,1.2,936100000,13800000.0,-110500000.0,64200000.0,553000000,,,1780200000.0,561100000.0,259000000.0,,-559300000.0,-3385400000.0,-6271800000.0,867900000.0,2109100000.0,3.34678,,-18700000.0,18289000000.0,37100000.0,2600000.0,-27500000.0,910600000.0,0.0,401700000.0,,17461300000.0,-6700000.0,,,,3435100000.0,4974300000.0,,700000.0,2878000000.0,217800000.0,,-6271800000.0,1997100000.0,89300000.0,2107500000.0,272900000.0,11189500000.0,3749000000.0,571800000.0,12900000.0,,,,9700000.0,-48000000.0,30300000.0,25182400000.0,2193200000.0,7285600000.0,,7285600000.0,,3572900000.0,30156700000.0,,18472500000.0,30156700000.0,,862900000.0,1997100000.0,3.33,2193200000.0,518300000.0,-1069200000.0,9502300000.0,,14540000000.0,1831800000.0,,,1639900000.0,312400000,-4579600000.0,,310800000,423200000.0,257800000.0,-467900000.0,,941100000.0,1144700000.0,,151600000.0,,15037400000.0,,9502300000.0,2199100000.0,496200000.0,-80200000.0,561100000.0,151600000.0,,,114000000.0,11669900000.0,151600000.0,-378900000.0,310700000,,276800000.0,87200000.0,,2107500000.0,1078700000.0,11100000.0,,-37300000.0,,,2423100000.0,,18472500000.0,2878000000.0,15037400000.0,2310200000.0,259100000.0,-39100000.0,525700000.0,4059500000.0,18300000.0,151600000.0,-117200000.0,,,-88600000.0,1.205198,2423100000.0,3435100000.0,4974300000.0,,257800000.0,11189500000.0,3151100000.0,,,,,,,,,,,,,,,,,
2019-12-31,,,,,,11825200000.0,4900000.0,153900000.0,-83900000.0,,,,,,,,,,3968000000.0,-44100000.0,,,,1781000000.0,-1034900000.0,537500000.0,,151600000.0,,2600000.0,156400000.0,,156400000.0,4423700000,,-374800000.0,,0.53,662700000,,,,281500000,,,,,259900000.0,,-61300000.0,,-6530400000.0,,,,,-13200000.0,,,,4800000.0,431200000.0,0.0,186000000.0,,17811500000.0,-300000.0,,,,3446800000.0,4952600000.0,,3100000.0,,-86900000.0,,,2087500000.0,46500000.0,,,11281100000.0,,725000000.0,13800000.0,,,,15500000.0,,,25984200000.0,2061700000.0,7327000000.0,,,,3614700000.0,,,,30936800000.0,,,,,,56400000.0,,9649300000.0,,,,,,,139500000,,,138500000,425700000.0,,,,,,,,,15649500000.0,,,2656100000.0,,,565100000.0,,,,,,156400000.0,-360900000.0,138500000,,,-47500000.0,,2189700000.0,809000000.0,-25000000.0,,-2000000.0,,,3150900000.0,,19096300000.0,2891700000.0,,,,,527500000.0,,,,-120000000.0,,,,0.535991,,,,,258400000.0,,,,,,,,,,,,,,,,,,,
