,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,annualGoodwill,annualCommonStockIssuance,quarterlyTotalAssets,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,trailingPretaxIncome,annualNetIncome,annualRetainedEarnings,trailingChangeInWorkingCapital,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentAssets,annualCostOfRevenue,trailingOperatingIncome,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,quarterlyNetIncomeContinuousOperations,annualPretaxIncome,annualInvestingCashFlow,annualEndCashPosition,annualCurrentDebt,annualTaxProvision,annualTotalAssets,trailingTaxProvision,trailingEndCashPosition,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,annualOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,annualOtherNonCashItems,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualStockholdersEquity,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyNetOtherFinancingCharges,annualDepreciationAndAmortization,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyInventory,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,annualAccountsReceivable,trailingOperatingCashFlow,annualCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,quarterlyDilutedEPS,annualOtherIntangibleAssets,annualNetPPE,annualCurrentLiabilities,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualBasicAverageShares,annualEbitda,annualOperatingCashFlow,trailingNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualBasicEPS,quarterlyOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,quarterlyOperatingExpense,trailingGrossProfit,quarterlyDilutedAverageShares,annualRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingDeferredIncomeTax,trailingOtherIncomeExpense,annualBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicEPS,quarterlyAccountsPayable,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualGrossPPE,annualTotalNonCurrentAssets,trailingRepaymentOfDebt,trailingCapitalExpenditure,quarterlyCapitalStock,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,quarterlyOperatingIncome,annualChangeInInventory,annualDilutedEPS,annualDilutedAverageShares,annualCapitalExpenditure,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualCapitalStock,annualTotalRevenue,trailingResearchAndDevelopment,quarterlyOtherNonCashItems,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,trailingBeginningCashPosition,annualDeferredIncomeTax,trailingFreeCashFlow,annualInterestExpense,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingCashDividendsPaid,quarterlyCurrentAssets,annualAccumulatedDepreciation,trailingNetIncome,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,annualGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyPretaxIncome,quarterlyEbitda,quarterlyNetPPE,annualInventory,quarterlyResearchAndDevelopment,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,annualResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyChangeInInventory,annualInvestmentsAndAdvances,quarterlyStockBasedCompensation,trailingChangeInInventory,trailingChangesInAccountReceivables,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingInterestExpense,annualStockBasedCompensation,trailingBasicEPS,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
1191110400,568000000.0,410000000.0,,,2381000000.0,4843000000.0,320000000.0,3486000000.0,,2220000000.0,,,12739000000.0,,7913000000.0,,,,,2547000000.0,,,,,,,2296000000.0,,528000000.0,,238000000.0,,,,,,,,,294000000.0,117000000.0,,,,,553000000.0,,,37000000.0,,7000000.0,,,,-150000000.0,917000000.0,171000000.0,258000000.0,-1000000.0,1399000000.0,,258000000.0,0.0,,7996000000.0,,,,,,-62000000.0,,0.855,,,,,,,,,,,4743000000.0,,,-24000000.0,,,1391000000.0,,616000000.0,,300800000.0,,739000000.0,171000000.0,,,,,-160000000.0,,,,0.0,4743000000.0,0.875,1126000000.0,,,112000000.0,,,,,,-85000000.0,,,,-286000000.0,,3298000000.0,154000000.0,,,301000000.0,,,,,,-2675000000.0,,,,,,36000000.0,,,59000000.0,495000000.0,,,,,4927000000.0,3153000000.0,,4826000000.0,,,,25000000.0,,,-31000000.0,,263000000.0,418000000.0,2252000000.0,,88000000.0,,,,,1154000000.0,19000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,504000000.0,302000000.0,,-39000000.0,2428000000.0,4599000000.0,355000000.0,3982000000.0,8258000000.0,2208000000.0,3982000000.0,141000000.0,13430000000.0,807000000.0,8663000000.0,,994000000.0,3257000000.0,,2432000000.0,,-448000000.0,139000000.0,9382000000.0,,2432000000.0,2167000000.0,-251000000.0,581000000.0,,252000000.0,1041000000.0,-1460000000.0,142000000.0,985000000.0,82000000.0,13430000000.0,,,,125000000.0,1177000000.0,,1170000000.0,38000000.0,985000000.0,142000000.0,5172000000.0,39000000.0,,3000000.0,469000000.0,247000000.0,,-689000000.0,946000000.0,142000000.0,256000000.0,10000000.0,1483000000.0,355000000.0,256000000.0,0.0,,8258000000.0,2208000000.0,,4767000000.0,4599000000.0,,-63000000.0,504000000.0,,1557000000.0,2333000000.0,3659000000.0,-340000000.0,0.0,294600000.0,1646000000.0,1161000000.0,,2167000000.0,5172000000.0,1149000000.0,994000000.0,-9000000.0,646000000.0,3.375,1557000000.0,28000000.0,658000000.0,,,,646000000.0,142000000.0,,,114000000.0,,85000000.0,327000000.0,,2139000000.0,139000000.0,-448000000.0,,1170000000.0,,11000000.0,171000000.0,5242000000.0,8663000000.0,,,73000000.0,-126000000.0,,959000000.0,,232000000.0,,3374000000.0,27000000.0,42000000.0,,288000000.0,-79000000.0,3.31,300600000.0,-354000000.0,,-2909000000.0,,2474000000.0,73000000.0,13033000000.0,,59000000.0,,,-29000000.0,428000000.0,,-51000000.0,,147000000.0,5242000000.0,3659000000.0,,4767000000.0,-2909000000.0,,3257000000.0,7000000.0,,3651000000.0,0.0,,259000000.0,413000000.0,2333000000.0,1483000000.0,77000000.0,,,-208000000.0,335000000.0,1149000000.0,11000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,426000000.0,-100000000.0,,,2532000000.0,4884000000.0,268000000.0,4427000000.0,,2561000000.0,,,14646000000.0,,9397000000.0,,,,,2704000000.0,,,,,,,2180000000.0,,552000000.0,,244000000.0,,,,,,,,,295400000.0,126000000.0,,,,,1461000000.0,,,38000000.0,,6000000.0,,,,-608000000.0,964000000.0,157000000.0,247000000.0,1000000.0,1634000000.0,,247000000.0,0.0,,9146000000.0,,,,,,-73000000.0,,0.82,,,,,,,,,,,5500000000.0,,,-28000000.0,,,1662000000.0,,641000000.0,,301000000.0,,583000000.0,157000000.0,,,,,137000000.0,,,,0.0,5500000000.0,0.835,1319000000.0,,,142000000.0,,,,,,-83000000.0,,,,640000000.0,,3496000000.0,-348000000.0,,,323000000.0,,,,,,-2909000000.0,,,,,,-13000000.0,,,15000000.0,-17000000.0,,,,,5382000000.0,4262000000.0,,5249000000.0,,,,42000000.0,,,,,286000000.0,449000000.0,2473000000.0,,89000000.0,,,,,1214000000.0,24000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,499000000.0,242000000.0,,,3069000000.0,5854000000.0,378000000.0,6181000000.0,,3029000000.0,,,17923000000.0,,11860000000.0,,,,,3155000000.0,,,,,,,2699000000.0,,704000000.0,,333000000.0,,,,,,,,,322400000.0,154000000.0,,,,,1489000000.0,,,44000000.0,,6000000.0,,,,-2283000000.0,1210000000.0,219000000.0,333000000.0,3000000.0,1844000000.0,,333000000.0,0.0,,10529000000.0,,,,,,-83000000.0,,1.015,,,,,,,,,,,7394000000.0,,,20000000.0,,,2047000000.0,,815000000.0,,327200000.0,,718000000.0,219000000.0,,,,,-109000000.0,,,,0.0,7394000000.0,1.035,1468000000.0,,,157000000.0,,,,,,-134000000.0,,,,1969000000.0,,4279000000.0,-111000000.0,,,395000000.0,,,,,,-2909000000.0,,,,,,62000000.0,,,62000000.0,376000000.0,,,,,5608000000.0,4675000000.0,,6063000000.0,,,,21000000.0,,,,,354000000.0,549000000.0,2699000000.0,,111000000.0,,,,,1340000000.0,1540000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,282000000.0,312000000.0,,,2964000000.0,5486000000.0,365000000.0,5870000000.0,,2845000000.0,,,16967000000.0,,11380000000.0,,,,,2921000000.0,,,,,,,2565000000.0,,659000000.0,,315000000.0,,,,,,,,,332400000.0,155000000.0,,,,,1441000000.0,,,37000000.0,,1000000.0,,,,-18000000.0,1150000000.0,181000000.0,315000000.0,17000000.0,1795000000.0,,315000000.0,0.0,,9988000000.0,,,,,,-82000000.0,,0.935,,,,,,,,,,,6979000000.0,,,-55000000.0,,,1929000000.0,,776000000.0,,336800000.0,,463000000.0,181000000.0,,,,,153000000.0,,,,0.0,6979000000.0,0.95,1424000000.0,,,219000000.0,,,,,,-121000000.0,,,,-453000000.0,,4114000000.0,95000000.0,,,374000000.0,,,,,,-2909000000.0,,,,,,-10000000.0,,,-38000000.0,433000000.0,,,,,5494000000.0,4502000000.0,,5587000000.0,,,,39000000.0,,,,,354000000.0,529000000.0,2585000000.0,,117000000.0,,,,,1272000000.0,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,342000000.0,514000000.0,,-69000000.0,2626000000.0,6593000000.0,297000000.0,5232000000.0,10338000000.0,2295000000.0,5232000000.0,1522000000.0,16655000000.0,968000000.0,11860000000.0,,1058000000.0,3917000000.0,,3190000000.0,,-1538000000.0,177000000.0,11191000000.0,,3190000000.0,507000000.0,-320000000.0,598000000.0,,163000000.0,1128000000.0,-3199000000.0,188000000.0,1081000000.0,73000000.0,16655000000.0,,,,157000000.0,1412000000.0,,1121000000.0,159000000.0,1081000000.0,188000000.0,6317000000.0,,,0.0,592000000.0,,,-290000000.0,861000000.0,188000000.0,163000000.0,9000000.0,1554000000.0,297000000.0,163000000.0,500000000.0,543000000.0,10338000000.0,2295000000.0,,4795000000.0,6593000000.0,-208000000.0,-82000000.0,342000000.0,,2518000000.0,2639000000.0,3745000000.0,-100000000.0,500000000.0,320400000.0,1412000000.0,1416000000.0,,1050000000.0,6317000000.0,1246000000.0,1058000000.0,-6000000.0,530000000.0,3.3,2518000000.0,46000000.0,698000000.0,,,-989000000.0,530000000.0,188000000.0,,,142000000.0,,,1829000000.0,,2513000000.0,177000000.0,-1538000000.0,,1121000000.0,,30000000.0,181000000.0,5567000000.0,11860000000.0,,,82000000.0,-110000000.0,,1055000000.0,-2807000000.0,-327000000.0,,3487000000.0,165000000.0,13000000.0,543000000.0,163000000.0,118000000.0,3.26,324600000.0,-448000000.0,,-2928000000.0,,2773000000.0,82000000.0,15376000000.0,,120000000.0,,128000000.0,7000000.0,624000000.0,,-225000000.0,,,5567000000.0,3745000000.0,,4795000000.0,-2928000000.0,,3917000000.0,-29000000.0,,4185000000.0,-1000000.0,,134000000.0,320000000.0,2639000000.0,1554000000.0,100000000.0,,,-199000000.0,417000000.0,1246000000.0,-44000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,289000000.0,59000000.0,,,2174000000.0,6964000000.0,245000000.0,5213000000.0,,2016000000.0,,,16001000000.0,,11574000000.0,,,,,3707000000.0,,,,,,,943000000.0,,558000000.0,,-52000000.0,,,,,,,,,332200000.0,143000000.0,,,,,480000000.0,,,37000000.0,,256000000.0,,,,-12000000.0,639000000.0,145000000.0,-50000000.0,-9000000.0,1490000000.0,,-50000000.0,0.0,,9894000000.0,,,,,,-83000000.0,,-0.15,,,,,,,,,,,6065000000.0,,,-17000000.0,,,2426000000.0,,656000000.0,,332200000.0,,434000000.0,145000000.0,,,,-318000000.0,,,,,0.0,,-0.15,969000000.0,,,188000000.0,,,,,,-48000000.0,,,,-138000000.0,,2813000000.0,40000000.0,,,-17000000.0,,,,,,,,,,,,-26000000.0,,,-43000000.0,107000000.0,,,,,,2930000000.0,,4427000000.0,,,,-11000000.0,0.0,,,,-63000000.0,117000000.0,2525000000.0,,98000000.0,,,,,1236000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,433000000.0,313000000.0,,,2189000000.0,6441000000.0,263000000.0,5376000000.0,,2015000000.0,,,16191000000.0,,11714000000.0,,,,,3399000000.0,,,,,,,1011000000.0,,554000000.0,,31000000.0,,,,,,,,,333800000.0,147000000.0,,,,,643000000.0,,,,,-259000000.0,,,,-153000000.0,712000000.0,148000000.0,29000000.0,8000000.0,1373000000.0,,29000000.0,0.0,,9500000000.0,,,,,,-84000000.0,,0.085,,,,,,,,,,,6647000000.0,,,15000000.0,,,2481000000.0,,649000000.0,,335200000.0,,581000000.0,148000000.0,,,,-421000000.0,,,,,0.0,,0.085,923000000.0,,,145000000.0,,,,,,-48000000.0,,,,-205000000.0,,2901000000.0,210000000.0,,,63000000.0,,,,,,,,,,,,-25000000.0,,,3000000.0,361000000.0,,,,,,3059000000.0,,4477000000.0,,,,-1000000.0,0.0,,,,30000000.0,63000000.0,2542000000.0,,95000000.0,,,,,1230000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,473000000.0,431000000.0,,,2178000000.0,6475000000.0,305000000.0,5482000000.0,,2047000000.0,,,16495000000.0,,11907000000.0,,,,,3391000000.0,,,,,,,1710000000.0,,553000000.0,,194000000.0,,,,,,,,,334000000.0,153000000.0,,,,,392000000.0,,,38000000.0,,17000000.0,,,,-69000000.0,850000000.0,192000000.0,193000000.0,6000000.0,1359000000.0,,193000000.0,0.0,,9488000000.0,,,,,,-83000000.0,,0.57,,,,,,,,,,,6961000000.0,,,6000000.0,,,2492000000.0,,652000000.0,,338400000.0,,665000000.0,192000000.0,,,,-283000000.0,,,,,0.0,,0.58,1033000000.0,,,148000000.0,,,,,,-40000000.0,,,,-358000000.0,,3028000000.0,303000000.0,,,198000000.0,,,,,,,,,,,,-15000000.0,,,44000000.0,471000000.0,,,,,,3013000000.0,,4588000000.0,,,,-28000000.0,-10000000.0,,,,166000000.0,204000000.0,2528000000.0,,99000000.0,,,,,1283000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,433000000.0,410000000.0,,20000000.0,2241000000.0,6775000000.0,256000000.0,5435000000.0,9464000000.0,1899000000.0,5435000000.0,0.0,16282000000.0,1213000000.0,11758000000.0,,383000000.0,3966000000.0,,3349000000.0,-64000000.0,-1208000000.0,149000000.0,8782000000.0,,3349000000.0,536000000.0,-334000000.0,587000000.0,,212000000.0,303000000.0,-225000000.0,340000000.0,118000000.0,-82000000.0,16282000000.0,,,,130000000.0,444000000.0,,1057000000.0,-78000000.0,118000000.0,340000000.0,6777000000.0,,,-15000000.0,573000000.0,,,9000000.0,890000000.0,340000000.0,211000000.0,4000000.0,1326000000.0,256000000.0,211000000.0,464000000.0,550000000.0,9464000000.0,1899000000.0,,4524000000.0,6775000000.0,-73000000.0,-84000000.0,433000000.0,,2441000000.0,2445000000.0,2689000000.0,,464000000.0,332800000.0,453000000.0,1408000000.0,,1086000000.0,6777000000.0,1258000000.0,383000000.0,16000000.0,773000000.0,1.155,2441000000.0,152000000.0,690000000.0,,,-1311000000.0,773000000.0,340000000.0,,,188000000.0,-289000000.0,,-1061000000.0,,2252000000.0,149000000.0,-1208000000.0,,1057000000.0,,9000000.0,192000000.0,5700000000.0,11758000000.0,,,83000000.0,-59000000.0,,385000000.0,-10000000.0,-360000000.0,,3131000000.0,192000000.0,-1000000.0,550000000.0,200000000.0,292000000.0,1.135,335800000.0,-195000000.0,,-3255000000.0,,2647000000.0,83000000.0,11873000000.0,,-12000000.0,,440000000.0,148000000.0,469000000.0,,-191000000.0,,150000000.0,5700000000.0,2689000000.0,,4524000000.0,-3255000000.0,,3966000000.0,-42000000.0,0.0,3091000000.0,,-27000000.0,170000000.0,325000000.0,2445000000.0,1326000000.0,103000000.0,,,745000000.0,395000000.0,1258000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,338000000.0,-200000000.0,,,2201000000.0,6355000000.0,286000000.0,5304000000.0,,2052000000.0,,,15847000000.0,,11367000000.0,,,,,3347000000.0,,,,,,,0.0,,587000000.0,,156000000.0,,,,,,,,,334200000.0,141000000.0,,,,,95000000.0,,,35000000.0,,25000000.0,,,,66000000.0,902000000.0,151000000.0,155000000.0,8000000.0,1374000000.0,,155000000.0,0.0,994000000.0,9125000000.0,,,,,,-84000000.0,,0.455,,,,,,,,,,,6683000000.0,,,8000000.0,,,2333000000.0,,688000000.0,,339200000.0,,489000000.0,151000000.0,,,,-48000000.0,96000000.0,,,,0.0,,0.46,1135000000.0,,,340000000.0,,,,,,-38000000.0,,,,-82000000.0,,3103000000.0,-172000000.0,,,214000000.0,,,,,,,,,,,,-287000000.0,,,-189000000.0,-162000000.0,,,,,,2770000000.0,,4480000000.0,,,,31000000.0,,,,,187000000.0,222000000.0,2349000000.0,,101000000.0,,,,,1254000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,538000000.0,406000000.0,,,2387000000.0,6319000000.0,350000000.0,5125000000.0,,2126000000.0,,,15927000000.0,,11065000000.0,,,,,3378000000.0,,,,,,,0.0,,604000000.0,,229000000.0,,,,,,,,,334800000.0,136000000.0,,,,,98000000.0,,,34000000.0,,-23000000.0,,,,-282000000.0,991000000.0,249000000.0,226000000.0,1000000.0,1386000000.0,,226000000.0,0.0,971000000.0,9317000000.0,,,,,,-84000000.0,,0.665,,,,,,,,,,,6570000000.0,,,-2000000.0,,,2203000000.0,,707000000.0,,340400000.0,,787000000.0,249000000.0,,,,-27000000.0,,,,,0.0,,0.675,1229000000.0,,,151000000.0,,,,,,-63000000.0,,,,-68000000.0,,3378000000.0,51000000.0,,,284000000.0,,,,,,,,,,,,313000000.0,,,98000000.0,469000000.0,,,,,,2998000000.0,,4862000000.0,,,,22000000.0,,,,,251000000.0,284000000.0,2270000000.0,,103000000.0,,,,,1321000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,493000000.0,314000000.0,,,2480000000.0,6453000000.0,437000000.0,5440000000.0,,2332000000.0,,,17015000000.0,,11662000000.0,,,,,3406000000.0,,,,,,,0.0,,651000000.0,,269000000.0,,,,,,,,,335200000.0,136000000.0,,,,,98000000.0,,,33000000.0,,56000000.0,,,,-216000000.0,1091000000.0,395000000.0,268000000.0,2000000.0,1533000000.0,,268000000.0,0.0,1036000000.0,9766000000.0,,,,,,-97000000.0,,0.785,,,,,,,,,,,7207000000.0,,,-12000000.0,,,2360000000.0,,755000000.0,,340600000.0,,888000000.0,395000000.0,,,,,,,,,0.0,,0.795,1353000000.0,,,249000000.0,,,,,,-106000000.0,,,,-76000000.0,,3571000000.0,51000000.0,,,336000000.0,,,,,,,,,,,,-419000000.0,,,146000000.0,420000000.0,,,,,,3313000000.0,,5353000000.0,,,,36000000.0,,,,,305000000.0,336000000.0,2381000000.0,,104000000.0,,,,,1425000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,838000000.0,368000000.0,,-4000000.0,2565000000.0,6616000000.0,465000000.0,5454000000.0,9849000000.0,2239000000.0,5454000000.0,0.0,17252000000.0,888000000.0,11746000000.0,,929000000.0,4447000000.0,,3382000000.0,,-1348000000.0,0.0,9633000000.0,,3382000000.0,575000000.0,-363000000.0,644000000.0,,283000000.0,1036000000.0,-1012000000.0,333000000.0,76000000.0,99000000.0,17252000000.0,,,,138000000.0,1171000000.0,,1408000000.0,194000000.0,76000000.0,333000000.0,7362000000.0,,,-66000000.0,551000000.0,,,-580000000.0,1098000000.0,333000000.0,280000000.0,-12000000.0,1564000000.0,465000000.0,280000000.0,542000000.0,487000000.0,9849000000.0,2239000000.0,,5506000000.0,6616000000.0,322000000.0,-98000000.0,838000000.0,,2272000000.0,2477000000.0,3233000000.0,0.0,542000000.0,335400000.0,1171000000.0,1282000000.0,,575000000.0,7362000000.0,1284000000.0,929000000.0,2000000.0,1171000000.0,2.76,2272000000.0,-7000000.0,761000000.0,,,-102000000.0,1171000000.0,333000000.0,,,340000000.0,,,-261000000.0,,2486000000.0,0.0,-1348000000.0,,1408000000.0,,1000000.0,395000000.0,5979000000.0,11746000000.0,,,170000000.0,-187000000.0,,937000000.0,-222000000.0,-35000000.0,,3663000000.0,-132000000.0,-8000000.0,1062000000.0,337000000.0,-219000000.0,2.73,339600000.0,-394000000.0,,-3502000000.0,,2911000000.0,170000000.0,13715000000.0,,587000000.0,,-305000000.0,-62000000.0,555000000.0,,26000000.0,,,5979000000.0,3233000000.0,,5506000000.0,-3502000000.0,,4447000000.0,10000000.0,-50000000.0,4082000000.0,,37000000.0,293000000.0,464000000.0,2477000000.0,1564000000.0,117000000.0,,,-202000000.0,425000000.0,1284000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,496000000.0,-392000000.0,,,2682000000.0,6312000000.0,300000000.0,5569000000.0,,2466000000.0,,,17337000000.0,,11867000000.0,,,,,3354000000.0,,,,,,,515000000.0,,665000000.0,,286000000.0,,,,,,,,,340100000.0,139000000.0,,,,,97000000.0,,,32000000.0,,0.0,,,,266000000.0,1121000000.0,201000000.0,287000000.0,16000000.0,1667000000.0,,287000000.0,511000000.0,1010000000.0,9513000000.0,,,,,,-116000000.0,,0.83,,,,,,,,,,,7783000000.0,,,6000000.0,,,2304000000.0,,770000000.0,,345700000.0,,697000000.0,201000000.0,,,,-17000000.0,348000000.0,,,,640000000.0,,0.84,1456000000.0,,,333000000.0,,,,,,-88000000.0,,,,-106000000.0,,3803000000.0,-418000000.0,,,351000000.0,,,,,,,,,,,,-29000000.0,,,-132000000.0,-304000000.0,,,,,,3201000000.0,,5470000000.0,,,,49000000.0,,,-50000000.0,,335000000.0,351000000.0,2523000000.0,,105000000.0,,,,,1348000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,601000000.0,218000000.0,,,2862000000.0,6531000000.0,367000000.0,5723000000.0,,2625000000.0,,,18121000000.0,,12204000000.0,,,,,3650000000.0,,,,,,,521000000.0,,698000000.0,,338000000.0,,,,,,,,,340900000.0,141000000.0,,,,,101000000.0,,,,,-5000000.0,,,,-441000000.0,1228000000.0,282000000.0,336000000.0,4000000.0,1766000000.0,,336000000.0,571000000.0,499000000.0,9934000000.0,,,,,,-116000000.0,,0.97,,,,,,,,,,,8152000000.0,,,1000000.0,,,2360000000.0,,805000000.0,,345700000.0,,883000000.0,282000000.0,,,,0.0,,,,,643000000.0,,0.99,1534000000.0,,,201000000.0,,,,,,-133000000.0,,,,171000000.0,,4090000000.0,-54000000.0,,,423000000.0,,,,,,,,,,,,85000000.0,,,81000000.0,351000000.0,,,,,,3403000000.0,,5917000000.0,,,,58000000.0,,,-18000000.0,,396000000.0,423000000.0,2589000000.0,,107000000.0,,,,,1385000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,536000000.0,479000000.0,,,2900000000.0,6101000000.0,401000000.0,5571000000.0,,2549000000.0,,,17627000000.0,,11894000000.0,,,,,3368000000.0,,,,,,,461000000.0,,668000000.0,,367000000.0,,,,,,,,,338100000.0,139000000.0,,,,,86000000.0,,,29000000.0,,1000000.0,,,,-234000000.0,1223000000.0,278000000.0,365000000.0,10000000.0,1769000000.0,,365000000.0,562000000.0,456000000.0,9881000000.0,,,,,,-116000000.0,,1.07,,,,,,,,,,,7723000000.0,,,-6000000.0,,,2253000000.0,,772000000.0,,341900000.0,,814000000.0,278000000.0,,,,-35000000.0,,,,,601000000.0,,1.07,1527000000.0,,,282000000.0,,,,,,-163000000.0,,,,-394000000.0,,4123000000.0,182000000.0,,,451000000.0,,,,,,,,,,,,4000000.0,,,-4000000.0,642000000.0,,,,,,3780000000.0,,5733000000.0,,,,65000000.0,-86000000.0,,-275000000.0,,432000000.0,451000000.0,2537000000.0,,104000000.0,,,,,1445000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
