,quarterlyInventory,quarterlyOtherIncomeExpense,annualChangeInInventory,trailingStockBasedCompensation,annualDepreciationAndAmortization,annualInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,trailingChangeInInventory,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyAccumulatedDepreciation,annualCurrentLiabilities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualPurchaseOfBusiness,quarterlyBasicAverageShares,quarterlyInvestmentsAndAdvances,annualIncomeTaxPayable,annualSaleOfInvestment,trailingOtherIncomeExpense,annualCapitalStock,annualStockBasedCompensation,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentAssets,annualGrossProfit,annualEbitda,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,annualNonCurrentDeferredTaxesLiabilities,quarterlyNetPPE,trailingNetIncome,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,trailingPretaxIncome,quarterlyOtherShortTermInvestments,annualGrossPPE,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualInterestExpense,annualRepaymentOfDebt,annualPretaxIncome,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,annualGoodwill,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,trailingGrossProfit,annualInvestingCashFlow,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingIncome,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,annualPurchaseOfInvestment,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,trailingDeferredIncomeTax,trailingInvestingCashFlow,annualCapitalExpenditure,trailingRepaymentOfDebt,quarterlyCapitalStock,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,quarterlyAccountsPayable,trailingTotalRevenue,annualEndCashPosition,annualCurrentAccruedExpenses,annualBasicAverageShares,annualNetOtherFinancingCharges,quarterlyPurchaseOfInvestment,quarterlyEbitda,trailingEndCashPosition,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingTaxProvision,quarterlyStockBasedCompensation,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,annualTotalRevenue,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,quarterlyGrossProfit,annualCurrentDebt,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyGrossPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyCurrentAssets,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyRepurchaseOfCapitalStock,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingFreeCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualChangeInAccountPayable,annualAccumulatedDepreciation,annualChangesInAccountReceivables,annualChangeInWorkingCapital,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOperatingIncome,annualBasicEPS,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDilutedAverageShares,trailingCostOfRevenue,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualDilutedAverageShares,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyLongTermDebt,quarterlyBasicEPS,annualBeginningCashPosition,quarterlyChangeInInventory,annualAccountsReceivable,annualNetIncome,annualCommonStockIssuance,annualFreeCashFlow,quarterlyNetIncome,annualTotalNonCurrentAssets,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingChangeInAccountPayable,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualDilutedEPS,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualOtherNonCashItems,annualOtherCurrentAssets,annualTaxProvision,quarterlyOtherCurrentAssets,annualTotalAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,annualStockholdersEquity,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingNetOtherFinancingCharges,trailingDilutedEPS,annualCashDividendsPaid,quarterlyCashDividendsPaid,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
975542400,97145000.0,338000.0,,,,,,12000.0,,984000.0,,-8676000.0,,450000.0,-212000.0,-769000.0,,0.0,,,,28380496.0,,,,,,,,,,,-2961000.0,-4492000.0,19135000.0,,,42420000.0,2531000.0,,48108000.0,,10471000.0,,,,,,496000.0,,,,,,,,-3173000.0,,,51867000.0,119110000.0,326623000.0,,,-4854000.0,,,,2302000.0,,1504000.0,,0.28,2000000.0,,,,,,2829000.0,,,5996000.0,11379000.0,,,,,,,13419000.0,,119106000.0,,,,,109249000.0,,,,7940000.0,-762000.0,,47520000.0,,1504000.0,,,,54249000.0,56784000.0,,,,207513000.0,,,-781000.0,,,,,,,,,,,,,11117000.0,,,166804000.0,-12148000.0,28625523.0,,-1858000.0,,,,71586000.0,,,-550000.0,,,217374000.0,,55000000.0,0.28,,8378000.0,,,,,7940000.0,,36403000.0,7940000.0,,,0.0,,34281000.0,,,,,10495000.0,,55000000.0,,,,,,,,,,,,,,,,,,,,,,,
983318400,118544000.0,1136000.0,-20011000.0,,8137000.0,118544000.0,,73000.0,,985000.0,,-9133000.0,62572000.0,10000000.0,-310000.0,8421000.0,,9550000.0,,,,,,,,,2806000.0,,47763000.0,27893000.0,50652000.0,-185000.0,18133000.0,24433000.0,18385000.0,149005000.0,38836000.0,18125000.0,540000.0,,47763000.0,,3852000.0,,,,18125000.0,,1956000.0,56896000.0,-7904000.0,-8328000.0,3989000.0,,20890000.0,,17823000.0,,0.0,50652000.0,116800000.0,337181000.0,,-13294000.0,-4906000.0,30699000.0,,2317000.0,1772000.0,,25937000.0,,,27893000.0,21003000.0,,,-3185000.0,,2806000.0,,5151000.0,1504000.0,21003000.0,,25937000.0,13444000.0,28420073.0,0.0,,13610000.0,,77948000.0,17332000.0,,,25937000.0,117572000.0,361398000.0,,212393000.0,3312000.0,-2121000.0,,33496000.0,10000000.0,25937000.0,,,,62572000.0,56896000.0,-4906000.0,,-2148000.0,220381000.0,18385000.0,118306000.0,-1202000.0,1956000.0,,,55000000.0,,,-9133000.0,,-26162000.0,-4623000.0,,220381000.0,11838000.0,0.61,117572000.0,169503000.0,12251000.0,,,-761000.0,,64310000.0,,44452000.0,17332000.0,13444000.0,-1811000.0,,28728762.0,219609000.0,169503000.0,55000000.0,,34265000.0,-21227000.0,64310000.0,17332000.0,224000.0,-3370000.0,3312000.0,116800000.0,21658000.0,3312000.0,,118306000.0,0.0,0.6,28023000.0,55000000.0,2457000.0,0.0,3558000.0,0.0,337181000.0,55000000.0,,219609000.0,,,,,,,,,,,,,,,,,,,,,
991267200,141640000.0,162000.0,,,,,,,,1059000.0,,-9133000.0,,10000000.0,-205000.0,0.0,,,,,,28065726.0,,,,,,,,,,,-18068000.0,-18597000.0,18050000.0,,,19344000.0,1805000.0,,47277000.0,,6396000.0,,,,,,451000.0,,,,,,,,-18273000.0,,,49839000.0,115166000.0,339116000.0,,,-4335000.0,,,,2163000.0,,7340000.0,,0.16,7791000.0,,,,,,2806000.0,,,25937000.0,13161000.0,,,,,,,11619000.0,,91004000.0,,,,,114916000.0,,,,4591000.0,-529000.0,,43763000.0,,7340000.0,,,,59916000.0,56410000.0,,,,223950000.0,,,,,,,,,,,,,,,,9456000.0,,,173523000.0,-26674000.0,28542965.0,,-18000.0,,63178000.0,,47241000.0,,17411000.0,-324000.0,,,224200000.0,,55000000.0,0.16,,-23096000.0,,,,,4591000.0,,34307000.0,4591000.0,,,0.0,,34307000.0,,,,,0.0,,55000000.0,,,,,,,,,,,,,,,,,,,,,,,
999216000,149490000.0,390000.0,,,,,,,,1111000.0,,-10486000.0,,10000000.0,-311000.0,607000.0,,,,,,28071848.0,,,,,,,,,,,3887000.0,3924000.0,17743000.0,,,22888000.0,2907000.0,,46932000.0,,10210000.0,,,,,,173000.0,,,,,,,,3576000.0,,,7166000.0,113591000.0,363291000.0,,,-3118000.0,,,,2145000.0,,11264000.0,,0.25,11437000.0,,,,,,2806000.0,,,7340000.0,23392000.0,,,,,,,13076000.0,,113482000.0,,,,,131181000.0,,,,7303000.0,-570000.0,,56396000.0,,11264000.0,,,,76181000.0,57418000.0,,,,249700000.0,,,,,,,,,,,,,,,,10931000.0,,,179879000.0,-4569000.0,29337253.0,,-1467000.0,,74682000.0,41750000.0,57086000.0,,19901000.0,-259000.0,,,232110000.0,,55000000.0,0.26,,-7850000.0,,,,,7303000.0,,45465000.0,7303000.0,,,0.0,,45465000.0,,,,,0.0,,55000000.0,,,,,,,,,,,,,,,,,,,,,,,
1007078400,123105000.0,101000.0,,,,,,73000.0,,1136000.0,,-11282000.0,,8000000.0,-229000.0,-1927000.0,,0.0,,,,28079299.0,,,,,,,,,,,2067000.0,-884000.0,17758000.0,,,23259000.0,2613000.0,,46277000.0,,15580000.0,,,,,,141000.0,,,,,,,,1838000.0,,,48243000.0,112278000.0,370012000.0,,,-1933000.0,,,,2255000.0,,10380000.0,,0.44,10521000.0,,,,,,2808000.0,,,11264000.0,13261000.0,,,,,,,18870000.0,,142624000.0,,,,,124862000.0,,,,12967000.0,-1024000.0,,65006000.0,,10380000.0,,,,69862000.0,57559000.0,,,,257734000.0,,,,,,,,,,,,,,,,16615000.0,,,191661000.0,-12922000.0,29300491.0,,-966000.0,,108756000.0,,77618000.0,,25342000.0,-795000.0,,,245150000.0,,55000000.0,0.46,,26385000.0,,,,,12967000.0,,48391000.0,12967000.0,,,0.0,,48391000.0,,,,,0.0,,55000000.0,,,,,,,,,,,,,,,,,,,,,,,
1014854400,100306000.0,470000.0,18238000.0,,8630000.0,100306000.0,,822000.0,,950000.0,,-11998000.0,52232000.0,,-133000.0,-7178000.0,,0.0,,,,,,,,,2820000.0,,45716000.0,64438000.0,40767000.0,52589000.0,64703000.0,53913000.0,27405000.0,212390000.0,50287000.0,20131000.0,2007000.0,,45716000.0,,6361000.0,,,,20131000.0,,145000.0,57714000.0,-4900000.0,38356000.0,4256000.0,,38547000.0,,64570000.0,,0.0,40767000.0,113888000.0,357558000.0,,-5735000.0,-1392000.0,41657000.0,,1146000.0,2067000.0,,64293000.0,,,64438000.0,11549000.0,,,-878000.0,,2820000.0,,-8498000.0,10380000.0,11549000.0,,64293000.0,20552000.0,28089072.0,600000.0,,8908000.0,,103068000.0,29215000.0,,,64293000.0,107232000.0,451249000.0,,238859000.0,4354000.0,-3612000.0,,48317000.0,,64293000.0,,,,52232000.0,57714000.0,-1392000.0,,1391000.0,243670000.0,27405000.0,170733000.0,,145000.0,,,55000000.0,,,-11998000.0,,9372000.0,,,243670000.0,6841000.0,1.04,107232000.0,195474000.0,53537000.0,,,3842000.0,,69943000.0,,54751000.0,29215000.0,20552000.0,-3522000.0,,29198972.0,250326000.0,195474000.0,55000000.0,,25937000.0,22799000.0,69943000.0,29215000.0,902000.0,51711000.0,4354000.0,113888000.0,41476000.0,4354000.0,,170733000.0,0.0,1.0,41476000.0,55000000.0,,0.0,9332000.0,0.0,357558000.0,55000000.0,,250326000.0,,,,,,,,,,,,,,,,,,,,,
1022803200,85237000.0,313000.0,,,,,,131000.0,,1067000.0,,-12940000.0,,,-1064000.0,131000.0,,0.0,,,,28203281.0,,,,,,,,,,,25554000.0,24117000.0,20666000.0,,,18705000.0,2666000.0,,44818000.0,,9257000.0,,,,,,145000.0,,,,,,,,24490000.0,,,48104000.0,113588000.0,362610000.0,,,-587000.0,,,,1868000.0,,88410000.0,,0.22,88555000.0,,,,,,2821000.0,,,64293000.0,11927000.0,,,,,,,11879000.0,,102483000.0,,,,,105562000.0,,,,6591000.0,-1568000.0,,49515000.0,,88410000.0,,,,50562000.0,57758000.0,,,,249022000.0,,,,,,,,,,,,,,,,10011000.0,,,201260000.0,15684000.0,29746413.0,,476000.0,,66069000.0,,52968000.0,,19930000.0,-524000.0,,,257048000.0,,55000000.0,0.23,,15069000.0,,,,,6591000.0,,39504000.0,6591000.0,,,0.0,,39504000.0,,,,,0.0,,55000000.0,,,,,,,,,,,,,,,,,,,,,,,
1030752000,98343000.0,415000.0,,,,,,195000.0,,953000.0,,-13628000.0,,,-275000.0,195000.0,,0.0,,,,28180320.0,,,,,,,,,,,-6149000.0,-3395000.0,17397000.0,,,18520000.0,2860000.0,,44383000.0,,11736000.0,,,,,,1665000.0,,,,,,,,-6424000.0,,,47783000.0,109563000.0,384955000.0,,,-134000.0,,,,1463000.0,,85015000.0,,0.3,86680000.0,,,,,,2819000.0,,,88410000.0,23146000.0,,,,,,,13737000.0,,111058000.0,,,,,118836000.0,,,,8876000.0,2559000.0,,50910000.0,,85015000.0,,,,63836000.0,58011000.0,,,,275392000.0,,,,,,,,,,,,,,,,12274000.0,,,209683000.0,-14898000.0,29538429.0,,-1060000.0,,79584000.0,,60148000.0,,22170000.0,2814000.0,,,266119000.0,,55000000.0,0.31,,-13106000.0,,,,,8876000.0,,38636000.0,8876000.0,,,0.0,,38636000.0,,,,,0.0,,55000000.0,,,,,,,,,,,,,,,,,,,,,,,
1038614400,105655000.0,1213000.0,,,,,,9000.0,,972000.0,,-14327000.0,,,-36073000.0,9000.0,,0.0,,,,28181455.0,,,,,,,,,,,-19078000.0,-55284000.0,23960000.0,,,21788000.0,4324000.0,,43845000.0,,21115000.0,,,,,,2348000.0,,,,,,,,-55151000.0,,,83512000.0,151317000.0,419380000.0,,,-68000.0,,,,1314000.0,,29731000.0,,0.57,32079000.0,,,,,,2818000.0,,,85015000.0,28230000.0,,,,,,,22188000.0,,142998000.0,,,,,136465000.0,,,,16791000.0,-36215000.0,,65413000.0,,29731000.0,,,,81465000.0,58172000.0,,,,268063000.0,,,,,,,,,,,,,,,,20874000.0,,,226404000.0,-24471000.0,29239647.0,,437000.0,,113818000.0,,77585000.0,,31447000.0,-142000.0,,,282915000.0,,55000000.0,0.6,,-7312000.0,,,,,16791000.0,,44539000.0,16791000.0,,,0.0,,44539000.0,,,,,0.0,,55000000.0,,,,,,,,,,,,,,,,,,,,,,,
1046390400,111966000.0,-89000.0,-11660000.0,,6558000.0,111966000.0,,225000.0,,973000.0,,-14302000.0,61027000.0,,-5453000.0,225000.0,,0.0,,,,,,,,,2820000.0,,63082000.0,49279000.0,85187000.0,43513000.0,43186000.0,18106000.0,22524000.0,211031000.0,59417000.0,18950000.0,2180000.0,,63082000.0,,8638000.0,,,,18950000.0,,1442000.0,77384000.0,-18200000.0,-16456000.0,3965000.0,,50746000.0,,37733000.0,,0.0,85187000.0,170793000.0,405629000.0,,-60529000.0,-976000.0,52859000.0,,1852000.0,1913000.0,,47837000.0,,,49279000.0,19613000.0,,,-42865000.0,,2820000.0,,560000.0,29731000.0,19613000.0,,47837000.0,22464000.0,28188747.0,0.0,,11613000.0,,102286000.0,38716000.0,,,47837000.0,116027000.0,458825000.0,,247794000.0,6458000.0,-25305000.0,,45193000.0,,47837000.0,,,,61027000.0,77384000.0,-976000.0,,2580000.0,234836000.0,22524000.0,158172000.0,,1442000.0,,,55000000.0,,,-14302000.0,,9206000.0,,,234836000.0,9700000.0,1.37,116027000.0,233774000.0,32891000.0,,,2727000.0,,61990000.0,,57093000.0,38716000.0,22464000.0,-20348000.0,,29547845.0,289602000.0,233774000.0,55000000.0,,64293000.0,-6311000.0,61990000.0,38716000.0,560000.0,648000.0,6458000.0,170793000.0,35493000.0,6458000.0,,158172000.0,0.0,1.31,35493000.0,55000000.0,,0.0,12030000.0,0.0,405629000.0,55000000.0,,289602000.0,,,,,,,,,,,,,,,,,,,,,
1054339200,137271000.0,2888000.0,,,,,,135000.0,,1009000.0,,-14984000.0,,,-1721000.0,135000.0,,0.0,,,,28209863.0,,,,,,,,,,,-13509000.0,-15231000.0,21533000.0,,,21906000.0,3231000.0,,64121000.0,,18075000.0,,,,,,1591000.0,,,,,,,,-15230000.0,,,84824000.0,170478000.0,427233000.0,,,-1090000.0,,,,1432000.0,,32606000.0,,0.5,34197000.0,,,,,,2822000.0,,,47837000.0,29174000.0,,,,,,,17628000.0,,106500000.0,,,,,122866000.0,,,,14844000.0,-1857000.0,,52795000.0,,32606000.0,,,,67866000.0,79105000.0,,,,256755000.0,,,,,,,,,,,,,,,,16196000.0,,,248518000.0,-31282000.0,29899420.0,,-115000.0,,71951000.0,,53705000.0,,16786000.0,-136000.0,,,304367000.0,,55000000.0,0.53,,-25305000.0,,,,,14844000.0,,36599000.0,14844000.0,,,0.0,,36599000.0,,,,,0.0,,55000000.0,,,,,,,,,,,,,,,,,,,,,,,
1062288000,147054000.0,699000.0,,,,,,1841000.0,,956000.0,,-15726000.0,,,-3294000.0,1841000.0,,0.0,,,,28268000.0,,,,,,,,,,,2363000.0,789000.0,20335000.0,,,24846000.0,1319000.0,,66591000.0,,14417000.0,,,,,,1367000.0,,,,,,,,-931000.0,,,84441000.0,171367000.0,451005000.0,,,-1295000.0,,,,1598000.0,,33395000.0,,0.42,34762000.0,,,,,,2840000.0,,,32606000.0,30141000.0,,,,,,,16272000.0,,115782000.0,,,,,131179000.0,,,,13098000.0,-3415000.0,,53055000.0,,33395000.0,,,,76179000.0,82317000.0,,,,279638000.0,,,,,,,,,,,,,,,,14674000.0,,,262341000.0,-11098000.0,30859000.0,,-2297000.0,,80832000.0,,62727000.0,,21192000.0,-121000.0,,,319826000.0,,55000000.0,0.46,,-9783000.0,,,,,13098000.0,,38381000.0,13098000.0,,,0.0,,38381000.0,,,,,0.0,,55000000.0,,,,,,,,,,,,,,,,,,,,,,,
1070150400,125057000.0,621000.0,,,,,,171000.0,,1024000.0,,-16603000.0,,21000000.0,-53804000.0,15945000.0,,21000000.0,,,,28287000.0,,,,,,,,,,,14687000.0,-23359000.0,24739000.0,,,29461000.0,4860000.0,,67836000.0,,29922000.0,,,,,,922000.0,,,,,,,,-39117000.0,,,135767000.0,228342000.0,510558000.0,,,-2765000.0,,,,1610000.0,,10036000.0,,0.78,10958000.0,,,,,,2819000.0,,,33395000.0,34695000.0,,,,,,,31935000.0,,179200000.0,,,,,171801000.0,,,,25062000.0,-53991000.0,,82787000.0,,10036000.0,,,,116801000.0,84439000.0,,,,282216000.0,,,,,,,,,,,,,,,,30325000.0,,,283046000.0,-15240000.0,31975000.0,,1814000.0,,132316000.0,,96413000.0,,31645000.0,-250000.0,,,338757000.0,,55000000.0,0.89,,21997000.0,,,,,25062000.0,,52462000.0,25062000.0,,,0.0,,52462000.0,,,,,0.0,,55000000.0,,,,,,,,,,,,,,,,,,,,,,,
1078012800,104057000.0,104000.0,-3279000.0,,6128000.0,104057000.0,,5879000.0,,1058000.0,,-17084000.0,77295000.0,10000000.0,-6300000.0,-25067000.0,,-21000000.0,,,,,,,,,2929000.0,,68704000.0,53740000.0,134110000.0,76213000.0,72672000.0,43408000.0,43055000.0,217217000.0,91902000.0,23604000.0,5067000.0,,68704000.0,,23625000.0,,,,23604000.0,,692000.0,85788000.0,1579000.0,5607000.0,4047000.0,,86039000.0,,66372000.0,,17211000.0,134110000.0,245869000.0,489609000.0,,-63460000.0,-918000.0,85774000.0,,4312000.0,1488000.0,,53048000.0,,,53740000.0,15642000.0,,,-65119000.0,,2929000.0,,-7146000.0,10036000.0,15642000.0,,53048000.0,28049000.0,28356000.0,0.0,,26067000.0,,73386000.0,71562000.0,,,53048000.0,139506000.0,474868000.0,,257651000.0,7518000.0,-4197000.0,,28580000.0,10000000.0,53048000.0,,,,77295000.0,85788000.0,-918000.0,,-1791000.0,243740000.0,43055000.0,131443000.0,-9946000.0,692000.0,,,62211000.0,,,-17084000.0,,-474000.0,-15172000.0,,243740000.0,24579000.0,2.13,139506000.0,274413000.0,57146000.0,,,-1193000.0,,72801000.0,,44806000.0,60522000.0,28049000.0,2086000.0,,31261000.0,350103000.0,274413000.0,45000000.0,,47441000.0,9812000.0,72801000.0,60522000.0,8026000.0,11094000.0,7518000.0,245869000.0,4001000.0,18558000.0,,131443000.0,17211000.0,1.94,4001000.0,45000000.0,,0.0,14477000.0,0.0,489609000.0,62211000.0,,350103000.0,,,,,,,,,,,,,,,,,,,,,
1085961600,105841000.0,96000.0,,,,,,2284000.0,,986000.0,,-17864000.0,,10000000.0,-2408000.0,1589000.0,,0.0,,,,29439000.0,,,,,,,,,,,140000.0,-229000.0,27077000.0,,,25448000.0,3305000.0,,70333000.0,,18010000.0,,,,,,385000.0,,,,,,,,-2268000.0,,,136004000.0,233414000.0,488892000.0,,,-1729000.0,,,,1549000.0,,52819000.0,,0.44,53204000.0,,,,,,2951000.0,,,53048000.0,21774000.0,,,,,,,20449000.0,,107021000.0,,,,,120849000.0,,,,14483000.0,-1958000.0,,50240000.0,,52819000.0,,,,75849000.0,88197000.0,,,,255478000.0,,,-695000.0,,,,,,,,,,,,,18900000.0,,,290938000.0,-16904000.0,32724000.0,,483000.0,,82653000.0,,56781000.0,,18627000.0,450000.0,,,368043000.0,,45000000.0,0.49,,-1784000.0,,,,,14483000.0,,31340000.0,14705000.0,,,0.0,,31340000.0,,,,,0.0,,45000000.0,,,,,,,,,,,,,,,,,,,,,,,
1093910400,146935000.0,15000.0,,,,,,522000.0,,2681000.0,,-18633000.0,,44000000.0,-266339000.0,244576000.0,,254602000.0,,,,29765000.0,,,,,,,,,,,-19277000.0,-41048000.0,28582000.0,,,19998000.0,3753000.0,,76103000.0,,22601000.0,,,,,,335000.0,,,,,,,,-285616000.0,,,395020000.0,499705000.0,782491000.0,,,-2359000.0,,,,2157000.0,,11771000.0,,0.57,12106000.0,,,,,,2982000.0,,,52819000.0,33770000.0,,,,,,,27424000.0,,141229000.0,,,,,405690000.0,,,,18848000.0,-266347000.0,,66913000.0,,11771000.0,,,,135690000.0,94736000.0,,,,282786000.0,,,-10548000.0,,,,,,,,,,,,,25267000.0,,,297520000.0,-39289000.0,32907000.0,,-1007000.0,,105776000.0,,74316000.0,,37922000.0,-8000.0,,,376801000.0,,270000000.0,0.63,,-41094000.0,,,,,18848000.0,,41646000.0,18848000.0,,,0.0,,41646000.0,,,,,0.0,,270000000.0,,,,,,,,,,,,,,,,,,,,,,,
1101772800,139279000.0,-2399000.0,,,,,,52000.0,,3052000.0,,-30824000.0,,56000000.0,,12021000.0,,-4429000.0,,,,29817000.0,,,,,,,,,,,-1091000.0,-2820000.0,32709000.0,,,27914000.0,6251000.0,,78325000.0,,37386000.0,,,,,,415000.0,,,,,,,,267656000.0,,,406199000.0,517233000.0,867614000.0,,,-2849000.0,,,,3046000.0,,8951000.0,,0.97,9366000.0,,,,,,2982000.0,,,11771000.0,31076000.0,,,,,,,45883000.0,,205682000.0,,,,,460358000.0,,,,31135000.0,-13750000.0,,98651000.0,,8951000.0,,,,190358000.0,109149000.0,,,,350381000.0,,,0.0,,,,,,,,,,,,,42837000.0,,,328440000.0,-35904000.0,32198000.0,,-2753000.0,,184400000.0,,107031000.0,,75368000.0,-282497000.0,,,407256000.0,,270000000.0,1.04,,7656000.0,,,,,31135000.0,,55814000.0,31135000.0,,,0.0,,55814000.0,,,,,0.0,,270000000.0,,,,,,,,,,,,,,,,,,,,,,,
1109548800,137475000.0,-295000.0,-33418000.0,,9708000.0,137475000.0,,264000.0,,3143000.0,,-31424000.0,130922000.0,10000000.0,,-55735000.0,,0.0,,,,,,,,,2983000.0,,71551000.0,21944000.0,405234000.0,45368000.0,65596000.0,12802000.0,47430000.0,274504000.0,111732000.0,26411000.0,-402000.0,,71551000.0,,11582000.0,,,,26411000.0,,192000.0,102975000.0,81000.0,-31295000.0,9870000.0,,89579000.0,,-220667000.0,,0.0,405234000.0,524215000.0,811449000.0,,-279114000.0,-1784000.0,102024000.0,,-2575000.0,2956000.0,,21752000.0,,,21944000.0,30871000.0,,,-286263000.0,,2983000.0,,202451000.0,8951000.0,30871000.0,,21752000.0,63640000.0,29710000.0,-4429000.0,,17976000.0,,127617000.0,76672000.0,,,21752000.0,390922000.0,581549000.0,,307045000.0,11984000.0,2941000.0,,58700000.0,10000000.0,21752000.0,,,,130922000.0,102975000.0,-1784000.0,,-1725000.0,287234000.0,47430000.0,172480000.0,1000.0,192000.0,,,260000000.0,,,-31424000.0,,-43585000.0,-11242000.0,,287234000.0,15020000.0,2.57,390922000.0,331606000.0,48512000.0,,,1552000.0,,111739000.0,,68917000.0,76450000.0,63640000.0,282136000.0,,32589000.0,420527000.0,331606000.0,260000000.0,,53048000.0,1804000.0,111739000.0,76450000.0,3122000.0,-240895000.0,11984000.0,524215000.0,43680000.0,11984000.0,,172480000.0,0.0,2.35,43680000.0,260000000.0,1000.0,0.0,12907000.0,0.0,811449000.0,260000000.0,,420527000.0,,,,,,,,,,,,,,,,,,,,,
1117497600,173839000.0,-58000.0,,,,,,490000.0,,3263000.0,,-33027000.0,,22000000.0,-3756000.0,12490000.0,,0.0,,,,29854000.0,,,,,,,,,,,-23705000.0,-14971000.0,53749000.0,,,31160000.0,1430000.0,,73618000.0,,11977000.0,,,,,,71000.0,,,,,,,,-27461000.0,,,404530000.0,531897000.0,838658000.0,,,601000.0,,,,2726000.0,,6781000.0,,0.33,6852000.0,,,,,,2988000.0,,,21752000.0,39968000.0,,,,,,,18024000.0,,127392000.0,,,,,404546000.0,,,,10547000.0,-3756000.0,,58692000.0,,6781000.0,,,,144546000.0,106645000.0,,,,306761000.0,,,,,,,,,,,,,,,,15298000.0,,,342153000.0,-36277000.0,32154000.0,,-557000.0,,111742000.0,,68700000.0,,51418000.0,0.0,,,434112000.0,,260000000.0,0.35,,-36364000.0,,,,,10547000.0,,43394000.0,10547000.0,,,0.0,,43394000.0,,,,,0.0,,260000000.0,,,,,,,,,,,,,,,,,,,,,,,
