,annualNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualBasicAverageShares,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,annualRetainedEarnings,quarterlyGoodwill,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyTotalAssets,annualGoodwill,annualPretaxIncome,annualCommonStockIssuance,annualAccountsReceivable,annualPurchaseOfInvestment,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,annualCashDividendsPaid,trailingChangeInWorkingCapital,annualNetIncome,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,trailingChangeInAccountPayable,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualEndCashPosition,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,annualTotalAssets,annualBasicEPS,annualOtherNonCashItems,trailingTotalRevenue,annualStockholdersEquity,annualOtherCurrentAssets,annualLongTermDebt,annualOperatingIncome,annualDepreciationAndAmortization,annualCashAndCashEquivalents,annualCurrentLiabilities,quarterlyInterestExpense,trailingEndCashPosition,quarterlyCurrentDebt,annualCurrentAccruedExpenses,annualDilutedAverageShares,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyBasicEPS,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyEndCashPosition,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,trailingRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualNetPPE,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualRepurchaseOfCapitalStock,annualEbitda,annualCurrentAssets,annualDilutedEPS,annualGrossPPE,quarterlyChangesInAccountReceivables,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualInterestExpense,annualRepaymentOfDebt,trailingChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyOperatingExpense,annualBeginningCashPosition,quarterlyChangeInInventory,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,trailingDeferredIncomeTax,annualCapitalExpenditure,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCurrentDeferredRevenue,trailingCapitalExpenditure,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualSellingGeneralAndAdministration,trailingInterestExpense,quarterlyAccountsPayable,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,trailingChangeInInventory,trailingStockBasedCompensation,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOperatingIncome,annualInventory,trailingTaxProvision,trailingNetOtherFinancingCharges,quarterlyEbitda,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,annualStockBasedCompensation,annualPurchaseOfBusiness,annualOperatingExpense,annualCostOfRevenue,annualTotalRevenue,trailingOtherNonCashItems,annualCapitalStock,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentAssets,quarterlyDilutedEPS,annualAccumulatedDepreciation,annualGrossProfit,trailingFreeCashFlow,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,trailingNetIncome,annualChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,quarterlyNetPPE,trailingNetIncomeContinuousOperations,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyTaxProvision,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,trailingBasicEPS,trailingCommonStockIssuance,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1204243200,,57057000.0,203622000.0,,231131000.0,,,187372000.0,,177000000.0,1329313000.0,,,,,,,727665000.0,-33586000.0,,,,,,,,64997000.0,136835000.0,11690000.0,18213000.0,18213000.0,,,,313835000.0,57492000.0,,,,,,,,,,,,2928000.0,,37822000.0,,,,,560580000.0,106927000.0,,0.32,,,,18213000.0,,-3290000.0,,195476000.0,,1748000.0,,367000.0,,153256000.0,91517000.0,,,,-3644000.0,,,,,,,,,,,,,,765741000.0,,0.0,,,,,,157153000.0,56682000.0,64997000.0,,-13554000.0,,,,,,,,,,195476000.0,195476000.0,,,131020000.0,,,54641000.0,,246358000.0,49294000.0,53655000.0,322648000.0,,,,303000.0,,,-3313000.0,,-22542000.0,,26520000.0,,,,38210000.0,,,-527286000.0,,,,,,,,-30273000.0,,,803499000.0,246745000.0,695000.0,,-50882000.0,601648000.0,0.32,,,,-61759000.0,,,-45415000.0,,,-440000.0,,,,,,276213000.0,,24861000.0,,20846000.0,,,657445000.0,7210000.0,,,,,,,,,,,,,
1212192000,,57223000.0,215531000.0,,261542000.0,,,189112000.0,,312000000.0,1350572000.0,,,,,,,727351000.0,23244000.0,,,,,,,,62795000.0,135596000.0,11506000.0,21366000.0,21366000.0,,,,447596000.0,51819000.0,,,,,,,,,,,,3942000.0,,35830000.0,,,,,693945000.0,109338000.0,,0.42,,,,21366000.0,,-4529000.0,,212478000.0,,1195000.0,,122000.0,,147605000.0,95223000.0,,,,-3396000.0,,,,,,,,,,,,,,653692000.0,,0.0,,,,,,154648000.0,51047000.0,62795000.0,,6647000.0,,,,,,,,,,212478000.0,212478000.0,,,133923000.0,,,48433000.0,,195476000.0,47607000.0,60562000.0,356765000.0,,,,916000.0,,,-4601000.0,,-8302000.0,,32428000.0,,,,43934000.0,,,-537770000.0,,,,,,,,27845000.0,,,812023000.0,246349000.0,766000.0,,17002000.0,623221000.0,0.41,,,,-138991000.0,,,-6235000.0,,,471000.0,,,,,,274253000.0,,29330000.0,,19373000.0,,,544697000.0,8343000.0,,,,,,,,,,,,,
1220140800,,57262000.0,214573000.0,,271533000.0,,,183815000.0,,305165000.0,1327454000.0,,,,,,,706839000.0,16531000.0,,,,,,,,64282000.0,124105000.0,11517000.0,21716000.0,21716000.0,,,,429270000.0,49058000.0,,,,,,,,,,,,3872000.0,,34301000.0,,,,,676052000.0,107086000.0,,0.45,,,,21716000.0,,-5494000.0,,207058000.0,,1640000.0,,3000.0,,150829000.0,90453000.0,,,,-193710000.0,,,,,,,,,,,,,,648532000.0,,0.0,,,,,,150781000.0,48222000.0,64282000.0,,-6472000.0,,,,,,,,,,207058000.0,207058000.0,,,141615000.0,,,48428000.0,,212478000.0,48155000.0,32499000.0,361986000.0,,,,105000.0,,,-5522000.0,,-11437000.0,,26171000.0,,,,37688000.0,,,-526242000.0,,,,,,,,22053000.0,,,791399000.0,246782000.0,-1391000.0,,-5420000.0,620615000.0,0.44,,,,190513000.0,,,-6520000.0,,,-3070000.0,,,,,,265157000.0,,23073000.0,,13604000.0,,,563569000.0,2266000.0,,,,,,,,,,,,,
1228003200,0.0,51245000.0,205716000.0,51045000.0,262893000.0,,518937000.0,88823000.0,,204000000.0,1081328000.0,88823000.0,10208000.0,1392000.0,205716000.0,,8186000.0,602271000.0,1997000.0,-13422000.0,,18889000.0,,132937000.0,,,62824000.0,102267000.0,11459000.0,-42406000.0,-42406000.0,-26184000.0,80370000.0,-5693000.0,312920000.0,,1081328000.0,0.37,3465000.0,,535611000.0,700000.0,204000000.0,109557000.0,46172000.0,80370000.0,229954000.0,3991000.0,,36134000.0,51245000.0,51836000.0,,,542874000.0,58769000.0,,,,,,-42406000.0,,-12871000.0,6653000.0,80370000.0,,-86370000.0,,-59000.0,,143158000.0,87262000.0,,312920000.0,-37054000.0,187328000.0,58769000.0,28145000.0,252758000.0,147783000.0,80370000.0,-200750000.0,155729000.0,479057000.0,0.36,762624000.0,,,,535611000.0,-165988000.0,-6436000.0,9638000.0,18889000.0,14733000.0,,,147783000.0,,62824000.0,246358000.0,735000.0,102267000.0,,,-19959000.0,-81787000.0,602271000.0,,,,80370000.0,80370000.0,254898000.0,,132937000.0,,,48448000.0,-144705000.0,207058000.0,700000.0,-37054000.0,350155000.0,,,,68000.0,18889000.0,,-6523000.0,433000.0,-102424000.0,-12644000.0,24438000.0,143158000.0,,,35897000.0,36134000.0,,-509866000.0,,,254898000.0,1027099000.0,1391554000.0,,48448000.0,8520000.0,,,762624000.0,229954000.0,3395000.0,,-126688000.0,479057000.0,,-509866000.0,364455000.0,,-190513000.0,-28318000.0,,61369000.0,542874000.0,,-25279000.0,,,3199000.0,6653000.0,,252758000.0,,-67056000.0,,9638000.0,,,518937000.0,-23512000.0,,,,,,,,,,,,,
1235779200,,43762000.0,180273000.0,,203564000.0,,,87436000.0,,202000000.0,1036235000.0,,,,,,,597107000.0,-2686000.0,,,,,,,,62606000.0,38129000.0,11204000.0,6116000.0,5145000.0,,,,307379000.0,48924000.0,,,,,,,,,,,,2398000.0,,39837000.0,,,,,493715000.0,115944000.0,,0.13,-37697000.0,,,6116000.0,,-4809000.0,,70293000.0,,-1842000.0,,-21000.0,,139504000.0,74999000.0,,,,-3206000.0,,,,,,,,,,,21611000.0,,,539686000.0,,0.0,,,,,,144807000.0,48288000.0,62606000.0,,3433000.0,,,,,,,,,,70293000.0,70293000.0,,,95306000.0,-92000000.0,,48588000.0,,80370000.0,49058000.0,-37098000.0,278563000.0,,,1428000.0,,,,-4870000.0,,-1858000.0,,12393000.0,,,,21755000.0,,,-514894000.0,,,,,,,,2184000.0,7431000.0,,763814000.0,186336000.0,3766000.0,,-10077000.0,439128000.0,0.13,,,,-332000.0,,,-20010000.0,,,-341000.0,,,,,,248920000.0,,8153000.0,,0.0,,,521818000.0,3008000.0,,,,,,,,,,,,,
1243728000,,48370000.0,186851000.0,,209785000.0,,,99178000.0,,182000000.0,1091896000.0,,,,,,,619758000.0,50518000.0,,,,,,,,61516000.0,39586000.0,10972000.0,17558000.0,16357000.0,,,,292261000.0,48927000.0,,,,,,,,,,,,2188000.0,,51020000.0,,,,,485910000.0,118821000.0,,0.36,-14144000.0,,,17558000.0,,-9540000.0,,116104000.0,,-1293000.0,,47000.0,,117816000.0,89408000.0,,,,-3304000.0,,,,,,,,,,,-652000.0,,,603236000.0,,-4216000.0,,,,,,145891000.0,48305000.0,61516000.0,,28720000.0,,,,,,,,,,116104000.0,116104000.0,,,86959000.0,-95000000.0,,48602000.0,,70293000.0,51367000.0,10492000.0,299193000.0,,,1097000.0,,,,-5404000.0,,-12389000.0,,27892000.0,,,,37571000.0,,,-538952000.0,,,,,,,,55922000.0,7300000.0,,794820000.0,193649000.0,9384000.0,,45811000.0,472138000.0,0.36,,,,-26000.0,,,16967000.0,,,-9000.0,,,,,,255868000.0,,24411000.0,,0.0,,,536117000.0,8054000.0,,,,,,,,,,,,,
1251676800,,58541000.0,190211000.0,,214914000.0,,,99939000.0,,195000000.0,1150732000.0,,,,,,,606252000.0,54288000.0,,,,,,,,68324000.0,39380000.0,11254000.0,35413000.0,33785000.0,,,,294222000.0,49242000.0,,,,,,,,,,,,1680000.0,,48915000.0,,,,,505961000.0,109616000.0,,0.73,8830000.0,,,35413000.0,,-4801000.0,,180136000.0,,18487000.0,,1000.0,,112452000.0,100415000.0,,,,-3306000.0,,,,,,,,,,,4518000.0,,,641985000.0,,0.0,,,,,,143452000.0,48343000.0,68324000.0,,5959000.0,,,,,,,,,,180136000.0,180136000.0,,,96245000.0,-76000000.0,,48642000.0,,116104000.0,61681000.0,14932000.0,315329000.0,,,1584000.0,,,,-4917000.0,,8027000.0,,32091000.0,,,,50578000.0,,,-548343000.0,,,,,,,,59205000.0,8038000.0,,801588000.0,211739000.0,-284000.0,,64032000.0,544480000.0,0.72,,,,-3000.0,,,7566000.0,,,3673000.0,,,,,41000.0,253245000.0,,48898000.0,,0.0,,,568193000.0,15113000.0,,,,,,,,,,,,,
1259539200,0.0,69267000.0,203898000.0,48325000.0,235093000.0,,589451000.0,103731000.0,,162713000.0,1100445000.0,103731000.0,114620000.0,,203898000.0,0.0,48672000.0,626789000.0,-53448000.0,-13124000.0,,83654000.0,,109165000.0,,,71695000.0,56798000.0,13317000.0,24567000.0,28367000.0,-25804000.0,100154000.0,36728000.0,270195000.0,,1100445000.0,1.73,15152000.0,,591354000.0,52697000.0,162713000.0,107161000.0,46747000.0,100154000.0,236008000.0,1468000.0,,51315000.0,69267000.0,49117000.0,,,506203000.0,128558000.0,,,11148000.0,6261000.0,,24567000.0,,-6654000.0,,100154000.0,,-159000.0,,174000.0,,116907000.0,106480000.0,-31863000.0,270195000.0,-59064000.0,-3308000.0,128558000.0,71410000.0,253300000.0,141200000.0,100154000.0,-362000.0,122354000.0,473656000.0,1.7,815521000.0,-9786000.0,,,591354000.0,6561000.0,0.0,0.0,83654000.0,7734000.0,-391934000.0,,141200000.0,,71695000.0,80370000.0,-2426000.0,56798000.0,,,-22738000.0,15193000.0,626789000.0,,,,100154000.0,100154000.0,264141000.0,,109165000.0,-128934000.0,,48658000.0,-39045000.0,180136000.0,52697000.0,-59064000.0,341573000.0,,,1559000.0,,77892000.0,,-7547000.0,201000.0,-32825000.0,35686000.0,34785000.0,116907000.0,,,47943000.0,51315000.0,,-562221000.0,5668000.0,-4175000.0,264141000.0,863357000.0,1234659000.0,,48658000.0,-45901000.0,6261000.0,,815521000.0,236008000.0,2286000.0,,-93205000.0,473656000.0,,-562221000.0,371302000.0,,-1000.0,33994000.0,,-118127000.0,506203000.0,,30671000.0,,,-113604000.0,,0.0,253300000.0,,33158000.0,,0.0,15691000.0,,589451000.0,10553000.0,,,,,,,,,,,,,
1267315200,,55062000.0,185511000.0,,211763000.0,,,96773000.0,,214277000.0,1132552000.0,,,,,,,610120000.0,-8283000.0,,,,,,,,71448000.0,51246000.0,10451000.0,18952000.0,18976000.0,,,,309638000.0,49494000.0,,,,,,,,,,,,1948000.0,,64883000.0,,,,,545998000.0,128248000.0,,0.39,-2014000.0,,,18952000.0,,-9226000.0,,148974000.0,,-63000.0,,44000.0,,132781000.0,97679000.0,,,,-3326000.0,,,,,,,,,,,13395000.0,,,583632000.0,,0.0,,,,,,136819000.0,48491000.0,71448000.0,,-18934000.0,,,,,,,,,,148974000.0,148974000.0,,,104634000.0,-211000000.0,,48914000.0,,100154000.0,55166000.0,-85389000.0,309442000.0,,,1929000.0,,,,-9395000.0,,63475000.0,,26231000.0,,,,36619000.0,,,-555440000.0,,,,,,,,1112000.0,11781000.0,,803720000.0,236360000.0,-4797000.0,,48820000.0,522432000.0,0.38,,,,-376000.0,,,-25790000.0,,,387000.0,,,,,,248280000.0,,24220000.0,,0.0,,,605106000.0,7059000.0,,,,,,,,,,,,,
1275264000,,60179000.0,203920000.0,,246800000.0,,,90387000.0,,237116000.0,1131942000.0,,,,,,,586528000.0,9130000.0,,,,,,,,75292000.0,48944000.0,10183000.0,11011000.0,11023000.0,,,,328258000.0,49613000.0,,,,,,,,,,,,3043000.0,,55280000.0,,,,,564241000.0,133212000.0,,0.23,16027000.0,,,11011000.0,,-3226000.0,,161088000.0,,-7445000.0,,50000.0,,129979000.0,101108000.0,,,,-3427000.0,,,,,,,,,,,-25176000.0,,,564767000.0,,0.0,,,,,,124346000.0,48572000.0,75292000.0,,-926000.0,,,,,,,,,,161088000.0,161088000.0,,,117486000.0,-29000000.0,,48966000.0,,148974000.0,50427000.0,-114209000.0,347908000.0,,,1633000.0,,,,-6010000.0,,8045000.0,,25816000.0,,,,18371000.0,,,-538679000.0,,,,,,,,15140000.0,3038000.0,,777262000.0,235983000.0,-1296000.0,,12114000.0,545414000.0,0.22,,,,-1000.0,,,-11404000.0,,,-3734000.0,,,,,,238583000.0,,15328000.0,,0.0,,,612614000.0,6022000.0,,,,,,,,,,,,,
1283212800,,64121000.0,209429000.0,,242294000.0,,,106290000.0,,251118000.0,1178669000.0,,,,,,,626736000.0,1916000.0,,,,,,,,73584000.0,51470000.0,10083000.0,18978000.0,18850000.0,,,,344235000.0,49585000.0,,,,,,,,,,,,2669000.0,,48237000.0,,,,,579125000.0,139733000.0,,0.39,-4277000.0,,,18978000.0,,-35814000.0,,140717000.0,,1041000.0,,-4000.0,,148464000.0,96274000.0,,,,-3427000.0,,,,,,,,,,,2525000.0,,,596731000.0,,0.0,,,,,,133809000.0,48595000.0,73584000.0,,-14242000.0,,,,,,,,,,140717000.0,140717000.0,,,118967000.0,-35000000.0,,48976000.0,,161088000.0,53323000.0,-99956000.0,338568000.0,,,2045000.0,,,,-9016000.0,,1006000.0,,22690000.0,,,,23731000.0,,,-550561000.0,,,,,,,,10932000.0,3565000.0,,797465000.0,234890000.0,25000.0,,-20371000.0,551933000.0,0.38,,,,0.0,,,-19094000.0,,,4410000.0,,,,,-26768000.0,246904000.0,,21062000.0,,0.0,,,628132000.0,4071000.0,,,,,,,,,,,,,
1291075200,0.0,74552000.0,221020000.0,48599000.0,258123000.0,,646596000.0,108970000.0,,200978000.0,1153457000.0,108970000.0,87718000.0,,221020000.0,,38158000.0,619840000.0,35395000.0,-13624000.0,,70877000.0,,-102107000.0,,,72512000.0,43968000.0,10483000.0,21936000.0,21570000.0,-60066000.0,133277000.0,25307000.0,287734000.0,,1153457000.0,1.46,-4949000.0,,631934000.0,435000.0,200978000.0,106917000.0,41200000.0,133277000.0,231333000.0,2754000.0,,49743000.0,74552000.0,49608000.0,,,519067000.0,128278000.0,,,-18498000.0,4931000.0,,21936000.0,,-11800000.0,,133277000.0,,254000.0,,419000.0,,121621000.0,102120000.0,-8762000.0,287734000.0,-86557000.0,-3444000.0,128278000.0,74068000.0,251075000.0,131517000.0,133277000.0,-377000.0,98132000.0,533617000.0,1.43,806804000.0,-8205000.0,,,631934000.0,33123000.0,0.0,0.0,70877000.0,10414000.0,-329625000.0,,131517000.0,,72512000.0,100154000.0,28912000.0,43968000.0,,,-35910000.0,-8785000.0,619840000.0,,,,133277000.0,133277000.0,292836000.0,,102107000.0,-54625000.0,,49194000.0,24399000.0,140717000.0,435000.0,-86557000.0,360243000.0,,,798000.0,,70419000.0,,-11489000.0,509000.0,-48127000.0,-5190000.0,29608000.0,121621000.0,,,40345000.0,49743000.0,,-555729000.0,6405000.0,-27573000.0,290264000.0,958980000.0,1356161000.0,,49194000.0,46884000.0,4931000.0,,806804000.0,231333000.0,1119000.0,,-7440000.0,533617000.0,,-555729000.0,397181000.0,,0.0,9343000.0,,7670000.0,1153457000.0,,8280000.0,,,-48618000.0,,-805000.0,251075000.0,,27108000.0,,0.0,-17461000.0,,646596000.0,8155000.0,,,,,,,,,,,,,
1298851200,,55592000.0,226835000.0,,242644000.0,,,112392000.0,,193096000.0,1173721000.0,,,,,,,622696000.0,-4655000.0,,,,,,,,75653000.0,44132000.0,10066000.0,14351000.0,14207000.0,,,,276816000.0,49877000.0,,,,,,,,,,,,2581000.0,,46073000.0,,,,,506520000.0,128352000.0,,0.29,19265000.0,,,14351000.0,,-5996000.0,,121938000.0,,-38000.0,,200000.0,,143836000.0,96904000.0,,,,-3452000.0,,,,,,,,,,,-2461000.0,,,664880000.0,,0.0,,,,,,129266000.0,49006000.0,75653000.0,,-20144000.0,,,,,,,,,,121938000.0,121938000.0,,,122871000.0,-38625000.0,,49419000.0,,133277000.0,58416000.0,-67700000.0,339548000.0,,,1790000.0,,,,-6122000.0,,-10859000.0,,21251000.0,,,,21213000.0,,,-568559000.0,,,,,,,,1467000.0,5168000.0,,821245000.0,229704000.0,2818000.0,,-11339000.0,551025000.0,0.29,,,,-3124000.0,,,-26653000.0,,,967000.0,,,,,,252686000.0,,18632000.0,,0.0,,,657460000.0,6285000.0,,,,,,,,,,,,,
1306800000,,25735000.0,245182000.0,,281130000.0,,,120488000.0,,189521000.0,1249859000.0,,,,,,,660999000.0,24531000.0,,,,,,,,77608000.0,44931000.0,9897000.0,25126000.0,24853000.0,,,,273522000.0,49850000.0,,,,,,,,,,,,2572000.0,,50314000.0,,,,,525716000.0,153978000.0,,0.51,9251000.0,,,25126000.0,,-14040000.0,,137609000.0,,-51000.0,,-67000.0,,151849000.0,112592000.0,,,,-3698000.0,,,,,,,,,,,-14674000.0,,,722091000.0,,-6000000.0,,,,,,129939000.0,49021000.0,77608000.0,,-5723000.0,,,,,,,,,,137609000.0,137609000.0,,,133869000.0,-71625000.0,,49348000.0,,121938000.0,54220000.0,-31421000.0,393722000.0,,,1581000.0,,,,-7942000.0,,-7822000.0,,34984000.0,,,,34933000.0,,,-581673000.0,,,,,,,,32473000.0,5151000.0,,838267000.0,252194000.0,109000.0,,15671000.0,588860000.0,0.5,,,,-2554000.0,,,-1027000.0,,,-531000.0,,,,,,256594000.0,,32361000.0,,0.0,,,678848000.0,9984000.0,,,,,,,,,,,,,
1314748800,,26374000.0,242014000.0,,275775000.0,,,121464000.0,,187193000.0,1285548000.0,,,,,,,666411000.0,18586000.0,,,,,,,,79542000.0,44664000.0,10216000.0,23220000.0,23391000.0,,,,269477000.0,49917000.0,,,,,,,,,,,,2763000.0,,50953000.0,,,,,533456000.0,155645000.0,,0.47,4521000.0,,,23220000.0,,-7416000.0,,149133000.0,,1568000.0,,1561000.0,,172946000.0,111981000.0,,,,-3704000.0,,,,,,,,,,,4068000.0,,,745664000.0,,0.0,,,,,,130422000.0,49000000.0,79542000.0,,-20601000.0,,,,,,,,,,149133000.0,149133000.0,,,138872000.0,-73625000.0,,49276000.0,,137609000.0,55044000.0,-27880000.0,387756000.0,,,1842000.0,,,,-9576000.0,,-8740000.0,,32439000.0,,,,34007000.0,,,-589234000.0,,,,,,,,28162000.0,7906000.0,,848114000.0,263979000.0,-1405000.0,,11524000.0,619137000.0,0.47,,,,-2499000.0,,,-3938000.0,,,287000.0,,,,,0.0,258880000.0,,31244000.0,,0.0,,,698323000.0,9948000.0,,,,,,,,,,,,,
1322611200,0.0,23725000.0,244275000.0,48991000.0,310913000.0,,720989000.0,114895000.0,,179611000.0,1227709000.0,114895000.0,114992000.0,,244275000.0,,66465000.0,631119000.0,28003000.0,-14550000.0,,89105000.0,,116354000.0,,,85243000.0,15756000.0,11037000.0,26408000.0,26596000.0,-38719000.0,156149000.0,34951000.0,267147000.0,,1227709000.0,1.82,-1432000.0,,705204000.0,148000.0,179611000.0,129044000.0,41216000.0,156149000.0,254985000.0,2895000.0,,52685000.0,23725000.0,49866000.0,,,522132000.0,19397000.0,58574000.0,,-19708000.0,19144000.0,,26408000.0,58574000.0,-11267000.0,8666000.0,156149000.0,,-4720000.0,,-7729000.0,,135993000.0,125613000.0,13329000.0,267147000.0,-89005000.0,-3696000.0,19397000.0,102497000.0,255883000.0,126710000.0,156149000.0,-8510000.0,125803000.0,596590000.0,1.79,838095000.0,-8795000.0,,,705204000.0,22872000.0,0.0,0.0,89105000.0,10811000.0,-240500000.0,,126710000.0,,85243000.0,133277000.0,33513000.0,15756000.0,,,-36032000.0,-3241000.0,631119000.0,,,,156149000.0,156149000.0,318046000.0,,116354000.0,-56625000.0,,49450000.0,-42817000.0,149133000.0,148000.0,-89005000.0,436526000.0,,,2528000.0,,89047000.0,,-12392000.0,-6035000.0,-15396000.0,-12955000.0,40370000.0,135993000.0,,,46687000.0,52685000.0,,-582212000.0,7741000.0,-6000000.0,318046000.0,1110462000.0,1557552000.0,,49450000.0,40395000.0,19144000.0,,838095000.0,254985000.0,-2954000.0,,7016000.0,596590000.0,,-582212000.0,447090000.0,,-333000.0,5405000.0,,15572000.0,522132000.0,,4682000.0,,,-16046000.0,8666000.0,0.0,255883000.0,,32755000.0,,0.0,-21862000.0,,720989000.0,8734000.0,,,,,,,,,,,,,
1330473600,,32280000.0,244641000.0,,261156000.0,,,114819000.0,,172956000.0,1255657000.0,,,,,,,628433000.0,-1762000.0,,,,,,,,83331000.0,45736000.0,10132000.0,15305000.0,15330000.0,,,,257848000.0,50253000.0,,,,,,,,,,,,2618000.0,,54647000.0,,,,,527680000.0,136158000.0,,0.31,19586000.0,,,15305000.0,,-4585000.0,,149877000.0,,-6339000.0,,881000.0,,163466000.0,114106000.0,,,,-3726000.0,,,,,,,,,,,144000.0,,,727602000.0,,0.0,,,,,,124563000.0,49365000.0,83331000.0,,-27097000.0,,,,,,,,,,149877000.0,149877000.0,,,136137000.0,-5625000.0,,49876000.0,,156149000.0,69240000.0,-85971000.0,375262000.0,,,2795000.0,,,,-4740000.0,,-4484000.0,,30775000.0,,,,24436000.0,,,-587081000.0,,,,,,,,2978000.0,13391000.0,,839974000.0,269832000.0,10300000.0,,-6272000.0,627224000.0,0.3,,,,-1219000.0,,,-33977000.0,,,1474000.0,,,,,,252893000.0,,21818000.0,,0.0,,,732544000.0,8683000.0,,,,,,,,,,,,,
1338422400,,35185000.0,315475000.0,,390444000.0,,,228894000.0,,482293000.0,1735403000.0,,,,,,,949182000.0,30115000.0,,,,,,,,92956000.0,66125000.0,15867000.0,1936000.0,5060000.0,,,,603490000.0,50722000.0,,,,,,,,,,,,5749000.0,,134508000.0,,,,,1030202000.0,163473000.0,,0.04,-7806000.0,,,1936000.0,,-411500000.0,,154299000.0,,-32567000.0,,158000.0,,212364000.0,136551000.0,,,,-4242000.0,,,,,,,,,,,-19869000.0,,,701127000.0,,-403933000.0,,,,,,234194000.0,49652000.0,92956000.0,,333000.0,,,,,,,,,,154299000.0,154299000.0,,,173471000.0,-97500000.0,,49919000.0,,149877000.0,59434000.0,-113363000.0,526995000.0,,,2217000.0,,,,-7764000.0,,385392000.0,,43595000.0,,,,11028000.0,,,-551785000.0,,,,,,,,37879000.0,8495000.0,,874406000.0,426712000.0,-13498000.0,,5922000.0,786221000.0,0.04,,,,-76000.0,,,22312000.0,,,-81000.0,,,,,,322621000.0,,5279000.0,,18860000.0,,,730204000.0,2367000.0,,,,,,,,,,,,,
