date,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualInvestmentsAndAdvances,annualNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCurrentAccruedExpenses,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,quarterlyIncomeTaxPayable,quarterlyGrossPPE,annualOperatingExpense,annualCashAndCashEquivalents,trailingDeferredIncomeTax,annualTaxProvision,quarterlyTotalRevenue,annualDilutedEPS,annualChangesInAccountReceivables,annualInterestExpense,trailingBeginningCashPosition,trailingCostOfRevenue,annualBasicAverageShares,quarterlyOtherNonCashItems,annualTotalRevenue,trailingResearchAndDevelopment,annualCurrentAssets,trailingOperatingExpense,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualResearchAndDevelopment,annualOtherNonCurrentAssets,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,annualRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,trailingNetIncome,trailingNetIncomeCommonStockholders,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,annualCostOfRevenue,annualOtherCurrentAssets,annualDilutedAverageShares,quarterlyOtherCurrentAssets,annualNetIncome,annualBeginningCashPosition,quarterlyBasicEPS,annualSellingGeneralAndAdministration,annualFreeCashFlow,annualTotalNonCurrentAssets,quarterlyBasicAverageShares,trailingDepreciationAndAmortization,trailingTaxProvision,quarterlyResearchAndDevelopment,annualStockholdersEquity,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,trailingStockBasedCompensation,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualDepreciationAndAmortization,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,quarterlyNetPPE,trailingOperatingCashFlow,annualAccountsReceivable,annualCapitalStock,quarterlyInventory,quarterlyTaxProvision,quarterlyOperatingExpense,annualGrossProfit,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualStockBasedCompensation,quarterlyCostOfRevenue,annualNetPPE,annualGoodwill,annualOperatingCashFlow,annualSaleOfInvestment,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,quarterlyDilutedEPS,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedAverageShares,annualChangeInCashSupplementalAsReported,annualBasicEPS,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,trailingPretaxIncome,annualEndCashPosition,annualPretaxIncome,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,trailingCapitalExpenditure,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,annualNonCurrentDeferredRevenue,annualOperatingIncome,trailingTotalRevenue,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,quarterlyOtherIntangibleAssets,annualGrossPPE,trailingInvestingCashFlow,annualAccountsPayable,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInInventory,trailingPurchaseOfBusiness,annualInventory,quarterlyRepaymentOfDebt,trailingCashDividendsPaid,annualRepaymentOfDebt,quarterlyCurrentDebt,annualLongTermDebt,trailingRepaymentOfDebt,trailingBasicAverageShares,quarterlyPurchaseOfInvestment,trailingOtherIncomeExpense,quarterlyLongTermDebt,trailingSaleOfInvestment,quarterlySaleOfInvestment,quarterlyChangeInAccountPayable,trailingBasicEPS,trailingNetOtherInvestingChanges,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingOtherNonCashItems,quarterlyInterestExpense,trailingPurchaseOfInvestment,annualChangeInInventory,trailingNetOtherFinancingCharges,trailingDilutedEPS,annualCashDividendsPaid,quarterlyCashDividendsPaid,annualCurrentDebt,trailingDilutedAverageShares,trailingInterestExpense,trailingCommonStockIssuance,trailingChangeInAccountPayable
,,238990000,188255000.0,1538014000.0,19947000.0,2331187000.0,685866000.0,-12731000.0,,17833000.0,-985735000.0,403352000.0,-4250000.0,284896000.0,,-17348000.0,17388000.0,116745000.0,601064000.0,192312000.0,,187924000.0,458072000,3.74,-43384000.0,3417000.0,,,179218000.0,6465000.0,1629838000.0,,1735834000.0,,280287000,-249290000.0,19376000.0,19768000.0,1091915000.0,102852000.0,192312000.0,-46132000.0,149279000.0,45174000.0,-68053000.0,481161000.0,5183000.0,685866000.0,-15847000.0,481161000.0,176221000.0,1091915000.0,6591282000.0,1056853000.0,,248158000.0,0.0,6591282000.0,0.0,1735834000.0,,,5069880000.0,1538014000.0,3531866000.0,124332000.0,812012000.0,717528000.0,-68053000.0,283215000.0,189057000.0,7034000.0,183619000.0,7034000.0,685866000.0,261970000.0,1.11,451785000.0,929383000.0,3334046000.0,175907000.0,,,40030000.0,3531866000.0,13303000.0,-187224000.0,181000.0,45174000.0,48763000.0,-96544000.0,2331187000.0,194604000,,240000.0,-863507000.0,-7142000.0,13970000.0,241590000.0,194604000,-152882000.0,973000.0,0.0,-1628287000.0,240000.0,717528000.0,0.0,48692000.0,,410763000.0,774000.0,,53554000.0,164362000.0,1440781000.0,1056853000.0,410763000.0,284896000.0,76302000.0,54720000.0,48692000.0,812012000.0,946731000.0,1589297000.0,26008000.0,3612302000.0,774000.0,891177000.0,1.08,234448000.0,283215000.0,,-4250000.0,179975000.0,-69658000.0,3.83,,1284227000.0,0.0,321000.0,,192312000.0,873790000.0,192312000.0,1284227000.0,,,194604000,5069880000.0,188255000.0,839717000.0,,-188964000.0,3334046000.0,-30091000.0,,26008000.0,116745000.0,,17833000.0,17388000.0,3807000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,202221000,188223000.0,1506213000.0,133974000.0,,,1315000.0,,310796000.0,,359262000.0,14836000.0,,,,,,,,,,404271000,,,,,,,17086000.0,,,,,205867000,-247266000.0,,18217000.0,,,3729174000.0,-4708000.0,,,,,,,,500254000.0,,1126987000.0,6758704000.0,1005959000.0,,212169000.0,0.0,,0.0,1665602000.0,,,,,3507339000.0,114707000.0,,,,302085000.0,,,,0.0,,,0.97,,,,173401000.0,,,42334000.0,,1131000.0,-229985000.0,,40317000.0,,,2358179000.0,167422000,,,,-4708000.0,,323748000.0,167422000,,113760000.0,0.0,,174000.0,695163000.0,0.0,50728000.0,,,,,44747000.0,157041000.0,,,246714000.0,,,45009000.0,,,,,,3615414000.0,774000.0,,0.95,319040000.0,,,,176986000.0,,,,,,,,,,244008000.0,1370995000.0,,,167422000,5013552000.0,,,,162850000.0,3347950000.0,,,837046000.0,,,,,3646000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,202151000,204455000.0,1542619000.0,18589000.0,,,-2528000.0,,334289000.0,,374651000.0,17277000.0,,,,,,,,,,422749000,,,,,,,18316000.0,,,,,205834000,-245671000.0,,21999000.0,,,3707987000.0,-5942000.0,,,,,,,,520450000.0,,1117098000.0,6924523000.0,1022169000.0,,213966000.0,0.0,,0.0,1643808000.0,,,,,3473377000.0,128646000.0,,,,306869000.0,,,,0.0,,,0.97,,,,170942000.0,,,43854000.0,,3683000.0,-224609000.0,,37812000.0,,,2381161000.0,165819000,,,,-5942000.0,,202450000.0,165819000,,-21188000.0,0.0,,0.0,687880000.0,0.0,53950000.0,,,,,48147000.0,172500000.0,,,272567000.0,,,48098000.0,,,,,,3729175000.0,774000.0,,0.95,196508000.0,,,,174816000.0,,,,,,,,,,209728000.0,1326826000.0,,,165819000,5015996000.0,,,,-21635000.0,3372188000.0,,,836083000.0,,,,,3683000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,206488000,210755000.0,1545712000.0,25184000.0,,,-662000.0,,323617000.0,,377404000.0,9805000.0,,,,,,,,,,427574000,,,,,,,17431000.0,,,,,210550000,-247000000.0,,20818000.0,,,3707855000.0,-7143000.0,,,,,,,,544340000.0,,1005902000.0,7094175000.0,1001372000.0,,218633000.0,0.0,,,1529398000.0,,,,,3457546000.0,126473000.0,,,,324400000.0,,,,0.0,,,1.0,,,,169113000.0,,,44443000.0,,3387000.0,-197303000.0,,36307000.0,,,2477626000.0,169652000,,,,-7143000.0,,213924000.0,169652000,,-131000.0,0.0,,,677755000.0,0.0,57994000.0,,,,,48981000.0,170916000.0,,,254716000.0,,,50170000.0,,,,,,3707986000.0,774000.0,,0.99,206781000.0,,,,171882000.0,,,,,,,,,,224327000.0,1230229000.0,,,169652000,5003258000.0,,,,20317000.0,3473860000.0,,,835120000.0,,,,,4062000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,241410000,251166000.0,1726513000.0,-24246000.0,2296097000.0,724847000.0,-30718000.0,,20017000.0,-987897000.0,427981000.0,-9250000.0,149340000.0,,-24050000.0,5464000.0,137471000.0,687028000.0,187428000.0,,171825000.0,486707000,4.18,-67744000.0,1970000.0,,,170155000.0,12518000.0,1741301000.0,,1892455000.0,,291126000,-247960000.0,17380000.0,21698000.0,1185499000.0,129196000.0,187428000.0,-92007000.0,178372000.0,33833000.0,-75612000.0,560655000.0,2184000.0,724847000.0,-32594000.0,560655000.0,153501000.0,1185499000.0,7316129000.0,1165858000.0,,251904000.0,0.0,7316129000.0,0.0,1892455000.0,,,5217636000.0,1726513000.0,3491123000.0,138830000.0,812012000.0,814418000.0,-75612000.0,300536000.0,202003000.0,107059000.0,173296000.0,107059000.0,724847000.0,192312000.0,1.33,508656000.0,922187000.0,3325181000.0,167220000.0,,,47741000.0,3491123000.0,9180000.0,-189423000.0,-2993000.0,33833000.0,,0.0,2296097000.0,221954000,,0.0,-841321000.0,-6257000.0,14736000.0,206114000.0,221954000,-109800000.0,-97325000.0,0.0,-1846931000.0,0.0,814418000.0,0.0,61859000.0,,478507000.0,774000.0,,29950000.0,186571000.0,1539298000.0,1165858000.0,478507000.0,149340000.0,82732000.0,58726000.0,61859000.0,812012000.0,946237000.0,1761181000.0,22155000.0,3707855000.0,774000.0,913378000.0,1.31,199857000.0,300536000.0,,-9250000.0,169557000.0,-4884000.0,4.26,,1372927000.0,0.0,-100000000.0,,187428000.0,896672000.0,187428000.0,1372927000.0,,,221954000,5217636000.0,251166000.0,852270000.0,,-218044000.0,3325181000.0,-23053000.0,,22155000.0,137471000.0,,20017000.0,5464000.0,3344000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,210830000,260529000.0,1690533000.0,138429000.0,,,11362000.0,,300740000.0,,386153000.0,-6164000.0,,,,,,,,,,435450000,,,,,,,19075000.0,,,,,214751000,-247862000.0,,19075000.0,,,3796759000.0,-7953000.0,,,,,,,,587348000.0,,1237590000.0,7582664000.0,1103185000.0,,221198000.0,0.0,,,1816756000.0,,,,,3560378000.0,129231000.0,,,,317138000.0,,,,0.0,,,1.11,,,,165110000.0,,,46092000.0,,-209000.0,-223689000.0,,31444000.0,24382000.0,,2328865000.0,182551000,,,,-7953000.0,,355413000.0,182551000,,127735000.0,0.0,,,802445000.0,0.0,66831000.0,,,,,38647000.0,175323000.0,,,279149000.0,,,49297000.0,,,,,,3669024000.0,774000.0,,1.08,347460000.0,,,,168539000.0,,,,,,,,,,230304000.0,1467894000.0,,,182551000,5250911000.0,,,,191182000.0,3434155000.0,,,833227000.0,,,,,3921000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,221642000,271832000.0,1751157000.0,-5101000.0,,,15632000.0,,334759000.0,,405180000.0,-4050000.0,,,,,,,,,,458573000,,,,,,,23378000.0,,,,,225599000,-247987000.0,,23378000.0,,,3806406000.0,-6122000.0,,,,,,,,623560000.0,,1320018000.0,7771025000.0,1127597000.0,,232953000.0,0.0,,,2020585000.0,,,,,3568227000.0,137170000.0,,,,341717000.0,,,,0.0,,,1.15,,,,163328000.0,,,46368000.0,,-3855000.0,-212518000.0,,30414000.0,,,2207451000.0,188362000,,,,-6122000.0,,226296000.0,188362000,,9647000.0,0.0,,,792838000.0,0.0,69936000.0,,,,,44591000.0,183538000.0,,,334049000.0,,,53393000.0,,,,,,3796759000.0,774000.0,,1.12,220174000.0,,,,167685000.0,,,,,,,,,,278937000.0,1598955000.0,,,188362000,5319384000.0,,,,-49248000.0,3298799000.0,,,832287000.0,,,,,3957000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,224934000,271987000.0,1740151000.0,38701000.0,,,1512000.0,,334048000.0,,402793000.0,-3826000.0,,,,,,,,,,454627000,,,,,,,22647000.0,,,,,229166000,-249769000.0,,22647000.0,,,3864599000.0,-8412000.0,,,,,,,,641784000.0,,1249030000.0,7963727000.0,1098367000.0,,237157000.0,0.0,,,1885333000.0,,,,,3591417000.0,128637000.0,,,,359837000.0,,,,0.0,,,1.19,,,,162104000.0,,,49222000.0,,-772000.0,-194217000.0,,28432000.0,,,2354542000.0,192702000,,,,-8412000.0,,259823000.0,192702000,,58193000.0,0.0,,,764319000.0,0.0,75056000.0,,,,,44455000.0,177859000.0,,,281603000.0,,,51834000.0,,,,,,3806406000.0,774000.0,,1.16,251411000.0,,,,166153000.0,,,,,,,,,,261027000.0,1510057000.0,,,192702000,5331568000.0,,,,55001000.0,3446235000.0,,,831347000.0,,,,,4232000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,266511000,308286000.0,1862803000.0,-54255000.0,2437315000.0,802923000.0,36124000.0,,12222000.0,-995322000.0,447569000.0,-15634000.0,160195000.0,,-28784000.0,0.0,153997000.0,717778000.0,245014000.0,,168023000.0,506008000,4.82,6284000.0,2128000.0,,,162720000.0,22359000.0,1854658000.0,,1964431000.0,,271037000,-249704000.0,-5397000.0,22359000.0,1165716000.0,127518000.0,3848045000.0,-6297000.0,192386000.0,33575000.0,-76230000.0,655878000.0,-7795000.0,802923000.0,64630000.0,655878000.0,117774000.0,1165716000.0,8203035000.0,1206925000.0,,279638000.0,0.0,8203035000.0,,1964431000.0,,,5462926000.0,1862803000.0,3600123000.0,130354000.0,812012000.0,878287000.0,-76230000.0,337453000.0,212963000.0,0.0,166662000.0,0.0,802923000.0,3669024000.0,1.49,525392000.0,1060814000.0,3498495000.0,160398000.0,,,50704000.0,3600123000.0,-561000.0,-242777000.0,87459000.0,33575000.0,,0.0,2437315000.0,239308000,,,-873201000.0,-6297000.0,16636000.0,248066000.0,239308000,-28784000.0,-16554000.0,0.0,-1686445000.0,,878287000.0,0.0,77767000.0,,472223000.0,774000.0,,40330000.0,181058000.0,1641695000.0,1206925000.0,472223000.0,160195000.0,87459000.0,58439000.0,77767000.0,812012000.0,1089598000.0,1536408000.0,18395000.0,3864599000.0,774000.0,940553000.0,1.46,241769000.0,337453000.0,,-15634000.0,164334000.0,179021000.0,4.93,,1410730000.0,0.0,0.0,,3848045000.0,970946000.0,245014000.0,1410730000.0,,,239308000,5462926000.0,308286000.0,923917000.0,,-185036000.0,3498495000.0,-25743000.0,,18395000.0,153997000.0,,12222000.0,0.0,4526000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,213425000,304372000.0,1840811000.0,200602000.0,,,3947000.0,,316016000.0,,408084000.0,-33446000.0,,,,,,,,,,452326000,,,,,,,,,,,,218253000,-249408000.0,,22314000.0,,,4009054000.0,-4672000.0,,,,,,,,663113000.0,,1297172000.0,8409293000.0,1177698000.0,,228285000.0,,,,1843876000.0,,,,,3581420000.0,141296000.0,,,,,,,,,,,1.18,,,,158192000.0,,,53363000.0,,-299000.0,-229762000.0,,57076000.0,19945000.0,,2498782000.0,187140000,,,,-4672000.0,,418833000.0,187140000,,161009000.0,,,,861682000.0,,78552000.0,,,,,41145000.0,194659000.0,,,288469000.0,,,44242000.0,,,,,,3848045000.0,774000.0,,1.16,414161000.0,,,,161711000.0,,,,,,,,,,213100000.0,1510272000.0,,,187140000,5422231000.0,,,,181395000.0,3578355000.0,,,,,,,,4828000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,223960000,302470000.0,1866223000.0,-11672000.0,,,1096000.0,,345934000.0,,419163000.0,-36118000.0,,,,,,,,,,467770000,,,,,,,,,,,,229044000,-249549000.0,,20827000.0,,,4041705000.0,-4767000.0,,,,,,,,664310000.0,,1445521000.0,8606978000.0,1201913000.0,,240375000.0,,,,2057363000.0,,,,,3626864000.0,144914000.0,,,,,,,,,,,1.26,,,,156982000.0,,,50289000.0,,-3124000.0,-173521000.0,,54632000.0,,,2359914000.0,197686000,,,,-4767000.0,,213108000.0,197686000,,32651000.0,,,,855979000.0,,79174000.0,,,,,42689000.0,195203000.0,,,325560000.0,,,48607000.0,,,,,,4009054000.0,774000.0,,1.24,208341000.0,,,,159669000.0,,,,,,,,,,236270000.0,1681791000.0,,,197686000,5493087000.0,,,,341000.0,3435724000.0,,,,,,,,5084000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,226104000,313557000.0,1873908000.0,21886000.0,,,2148000.0,,340593000.0,,421611000.0,-33391000.0,,,,,,,,,,470823000,,,,,,,,,,,,231317000,-299982000.0,,21310000.0,,,4071770000.0,-3677000.0,,,,,,,,698539000.0,,1445683000.0,8805207000.0,1175369000.0,,243338000.0,,,,2134509000.0,,,,,3632421000.0,144976000.0,,,,,,,,,,,1.27,,,,155941000.0,,,50531000.0,,-894000.0,-217603000.0,,53534000.0,,,2301606000.0,198230000,,,,-3677000.0,,249024000.0,198230000,,30065000.0,,,,834776000.0,,78578000.0,,,,,45108000.0,195507000.0,,,312688000.0,,,49212000.0,,,,,,4041705000.0,774000.0,,1.25,245347000.0,,,,159050000.0,,,,,,,,,,324481000.0,1770164000.0,,,198230000,5506329000.0,,,,13156000.0,3371820000.0,,,,,,,,5213000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,250285000,357779000.0,2055824000.0,-56706000.0,2287345000.0,821305000.0,35562000.0,,20763000.0,-1103865000.0,466238000.0,-24497000.0,320849000.0,,-17149000.0,,147429000.0,801322000.0,303627000.0,,157535000.0,525556000,5.15,-21826000.0,2327000.0,,,156632000.0,,1916475000.0,,2321907000.0,,255948000,-304926000.0,-4624000.0,24875000.0,1448152000.0,,4039124000.0,-158935000.0,211523000.0,64220000.0,-68915000.0,723954000.0,6636000.0,821305000.0,42753000.0,723954000.0,154110000.0,1448152000.0,9043014000.0,1331870000.0,,266842000.0,,9043014000.0,-154902000.0,2321907000.0,,,5828213000.0,2055824000.0,3772389000.0,158613000.0,950572000.0,980175000.0,-68915000.0,,201379000.0,,159447000.0,,821305000.0,3848045000.0,1.53,589799000.0,1112936000.0,3506306000.0,155445000.0,,,57340000.0,3772389000.0,-307000.0,-134104000.0,,64220000.0,,-154902000.0,2287345000.0,238249000,,,-754990000.0,-4033000.0,20788000.0,249120000.0,238249000,-172051000.0,-32646000.0,,-1772549000.0,,980175000.0,,78514000.0,,495390000.0,774000.0,,28593000.0,215953000.0,1715096000.0,1331870000.0,495390000.0,320849000.0,89326000.0,59318000.0,78514000.0,950572000.0,1130085000.0,1614619000.0,40967000.0,4071770000.0,774000.0,934562000.0,1.51,245087000.0,,,-24497000.0,157389000.0,191079000.0,5.24,,1751779000.0,,,,4039124000.0,978840000.0,303627000.0,1751779000.0,,,238249000,5828213000.0,357779000.0,913774000.0,,-215293000.0,3506306000.0,-21082000.0,,40967000.0,147429000.0,,20763000.0,,5663000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,206061000,351283000.0,2069445000.0,164601000.0,,,3553000.0,,,,422847000.0,-3388000.0,,,,,,,,,,471828000,,,,,,,,,,,,211418000,-304994000.0,,24832000.0,,,4174671000.0,-15089000.0,,,,,,,,768211000.0,,1449097000.0,9222946000.0,1301234000.0,,224969000.0,,,-5509000.0,2151414000.0,,,,,3744558000.0,159152000.0,,,,33976000.0,,,,,,,1.17,,,,154232000.0,,,57634000.0,,-648000.0,-254351000.0,,91966000.0,,,2416119000.0,179932000,,,,-9580000.0,,378752000.0,179932000,,135547000.0,,,,961212000.0,,84519000.0,,,,,45037000.0,216786000.0,,,319991000.0,,,48981000.0,,,,,,4039124000.0,774000.0,,1.15,369172000.0,,,,155933000.0,,,,,,,,,,309455000.0,1758552000.0,,,179932000,5814003000.0,,,,,3662589000.0,,,,,,,,5357000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,212533000,346889000.0,2085738000.0,13118000.0,,,2736000.0,,,,435734000.0,15852000.0,,,,,,,,,,488116000,,,,,,,,,,,,217959000,-324955000.0,,25974000.0,,,4109577000.0,-5121000.0,,,,,,,,787680000.0,,1366217000.0,9408480000.0,1298058000.0,,233423000.0,,,0.0,2016882000.0,,,,,3662061000.0,164326000.0,,,,33847000.0,,,,,,,1.22,,,,152019000.0,,,58875000.0,,-4444000.0,-317690000.0,,91277000.0,,,2494259000.0,185534000,,,,-5121000.0,,232797000.0,185534000,,-65094000.0,,,,939514000.0,,85996000.0,,,,,47889000.0,223201000.0,,,320622000.0,,,52382000.0,,,,,,4174671000.0,774000.0,,1.21,227676000.0,,,,153687000.0,,,,,,,,,,249101000.0,1615318000.0,,,185534000,5747799000.0,,,,,3730917000.0,,,,,,,,5426000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,213841000,342264000.0,2058121000.0,16949000.0,,,4328000.0,,,,438457000.0,20942000.0,,,,,,,,,,490908000,,,,,,,,,,,,220108000,-322961000.0,,29246000.0,,,4055060000.0,-5116000.0,,,,,,,,803207000.0,,1382124000.0,9596345000.0,1254914000.0,,234725000.0,,,,2045365000.0,,,,,3583199000.0,164555000.0,,,,32756000.0,,,,,,,1.26,,,,149444000.0,,,60061000.0,,-404000.0,-301470000.0,,87535000.0,,,2370601000.0,187865000,,,,-5531000.0,,244339000.0,187865000,,-54517000.0,,,,899801000.0,,87042000.0,,,,,46860000.0,224616000.0,,,292466000.0,,,52451000.0,,,,,,4109577000.0,774000.0,,1.25,238808000.0,,,,150756000.0,,,,,,,,,,302335000.0,1684459000.0,,,187865000,5641320000.0,,,,,3595955000.0,,,,,,,,6267000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,249300000,374800000.0,2196100000.0,-60900000.0,2368800000.0,825700000.0,2200000.0,,,-1278000000.0,482200000.0,21700000.0,,,-25900000.0,,,897600000.0,279200000.0,,136700000.0,543800000,5.43,,,,,150600000.0,,1994800000.0,,2134200000.0,,256100000,-325000000.0,-6000000.0,26700000.0,1300700000.0,,3948700000.0,-38300000.0,239200000.0,94200000.0,,799400000.0,,825700000.0,12800000.0,799400000.0,133600000.0,1300700000.0,9868700000.0,1396700000.0,,269200000.0,,9868700000.0,-32500000.0,2134200000.0,,,5764900000.0,2196100000.0,3568800000.0,170200000.0,,1011900000.0,,31300000.0,215400000.0,,152100000.0,,825700000.0,4039100000.0,1.86,658400000.0,1076400000.0,3630700000.0,146700000.0,,,62700000.0,3568800000.0,-600000.0,-315200000.0,,94200000.0,,-37600000.0,2368800000.0,272300000,,,-1188700000.0,-5800000.0,24000000.0,246400000.0,272300000,-63500000.0,-106400000.0,,,,1011900000.0,,87700000.0,,495800000.0,800000.0,,-3100000.0,232900000.0,1779400000.0,1396700000.0,495800000.0,,106700000.0,61600000.0,87700000.0,,1102300000.0,,,4055100000.0,800000.0,905800000.0,1.84,240600000.0,31300000.0,,21700000.0,148100000.0,-90400000.0,5.48,,1579900000.0,,,,3948700000.0,962400000.0,279200000.0,1579900000.0,,,272300000,5764900000.0,374800000.0,881800000.0,,,3630700000.0,,,,,,,,6800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
