date,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,annualRepaymentOfDebt,quarterlyPurchaseOfBusiness,annualOtherNonCurrentLiabilities,annualEbitda,quarterlyPretaxIncome,annualOtherIncomeExpense,quarterlyOperatingExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingGrossProfit,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyBasicAverageShares,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,quarterlyOtherCurrentAssets,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualBeginningCashPosition,trailingOtherIncomeExpense,annualGrossPPE,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyChangesInAccountReceivables,trailingCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,annualOperatingExpense,trailingOperatingExpense,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyGrossPPE,annualInvestingCashFlow,trailingNetOtherFinancingCharges,trailingCashDividendsPaid,annualInterestExpense,trailingBeginningCashPosition,trailingNetIncome,quarterlyDilutedEPS,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,quarterlyNetPPE,annualChangesInAccountReceivables,quarterlyTaxProvision,annualTotalRevenue,annualCapitalStock,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualNetOtherFinancingCharges,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualDeferredIncomeTax,quarterlyEbitda,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualBasicAverageShares,annualCommonStockIssuance,annualFreeCashFlow,annualChangeInWorkingCapital,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualOperatingIncome,trailingChangeInWorkingCapital,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualRetainedEarnings,trailingCommonStockIssuance,trailingFreeCashFlow,trailingPretaxIncome,annualNetIncome,annualTaxProvision,annualNonCurrentDeferredRevenue,annualPretaxIncome,annualTotalAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualEndCashPosition,trailingTotalRevenue,annualLongTermDebt,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualCurrentDeferredRevenue,annualOtherCurrentAssets,annualCostOfRevenue,trailingInvestingCashFlow,annualAccountsPayable,quarterlyDilutedAverageShares,quarterlyPurchaseOfInvestment,annualBasicEPS,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingTaxProvision,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualSaleOfInvestment,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,annualStockholdersEquity,annualOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,annualDilutedAverageShares,annualRepurchaseOfCapitalStock,annualDepreciationAndAmortization,quarterlyBasicEPS,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyOtherIncomeExpense,annualChangeInAccountPayable,quarterlyCurrentAccruedExpenses,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetPPE,trailingNetOtherInvestingChanges,annualCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualOperatingCashFlow,annualOtherNonCurrentAssets,quarterlyAccountsReceivable,annualDilutedEPS,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,annualChangeInInventory,annualGoodwill,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyStockBasedCompensation,trailingBasicEPS,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingDeferredIncomeTax,quarterlyGoodwill,quarterlyChangeInInventory,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,annualOtherShortTermInvestments,annualCurrentDebt,quarterlyNonCurrentDeferredTaxesLiabilities,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,annualInventory,trailingChangesInAccountReceivables,quarterlyInventory,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfInvestment,trailingDilutedEPS
2014-03-31,432211000.0,,,-420000.0,,,11602000.0,,112845000.0,19275000.0,,,,,-3167000.0,,2985712000.0,327106000.0,,,0.0,,,-1419088000.0,-21982000.0,,,,,19474000.0,,,19474000.0,,,55257000.0,,,,,-33500000.0,72695000.0,50264000.0,,3832000.0,,,,,,59137000.0,293170000,,,,-17224000.0,15968000.0,50320000,8247138000.0,,,,,,,0.06,,179000.0,,6828050000.0,,2674000.0,,,23783000.0,,23396000.0,-17656000.0,,,199000.0,,,164918000,,4512072000.0,,,,,41913000.0,-2100245000.0,,,,,238629000.0,448041000.0,14694000.0,,,,,,,,,,7767363000.0,18038000,,,,7319322000.0,,,,,,,331716000.0,,,,188862000.0,,71393000.0,,,4750701000.0,,204859000.0,,,,2559000.0,163165000.0,336060000.0,,,,0.06,,,8928000,25237000,19474000.0,-74906000.0,,,,4323210000.0,16188000.0,,88586000.0,,,,,-62736000.0,130005000.0,,,161049000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,432307000.0,,,-3745000.0,,,134259000.0,,108135000.0,19474000.0,,,,,-7859000.0,,3224894000.0,331753000.0,,,0.0,,,-1430006000.0,-95945000.0,,,,,21225000.0,,,21225000.0,,,54872000.0,,,,,34472000.0,101792000.0,49080000.0,,3600000.0,,,,,,144893000.0,303030000,,,,-67958000.0,-88266000.0,59136000,8314971000.0,,,,,,,0.38,,538000.0,,6884965000.0,,364000.0,,,167324000.0,,22041000.0,0.0,,,1751000.0,,,286772000,,4305108000.0,,,,,76935000.0,-2031957000.0,,,,,305536000.0,495075000.0,10365000.0,,,,,,,,,,7862504000.0,127042000,,,,7367429000.0,,,,,,,336414000.0,,,,171223000.0,,73225000.0,,,4610644000.0,,243771000.0,,,,-4276000.0,167271000.0,334473000.0,,,,0.38,,,133895000,134734000,21225000.0,-54876000.0,,,,4133885000.0,129766000.0,,118572000.0,,,,,-63369000.0,135759000.0,,,162591000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,336211000.0,,,-1709000.0,,,69976000.0,,105629000.0,21225000.0,,,,,-13408000.0,,3202207000.0,341165000.0,,,0.0,,,-1464968000.0,23335000.0,,,,,66132000.0,,,66132000.0,,,53343000.0,,,,,12690000.0,93080000.0,48392000.0,,3313000.0,,,,,,116969000.0,291061000,,,,-8850000.0,-41631000.0,61726000,8361095000.0,,,,,,,0.18,,705000.0,,6896127000.0,,-442000.0,,,64855000.0,,19509000.0,-96141000.0,,,44907000.0,,,218319000,,4378188000.0,,,,,108119000.0,-2029080000.0,,,,,276797000.0,518305000.0,10573000.0,,,,,,,,,,7884195000.0,60882000,,,,7365890000.0,,,,,,,345826000.0,,,,169641000.0,,72345000.0,,,4654985000.0,,222688000.0,,,,-21079000.0,167355000.0,316015000.0,,,,0.18,,,70418000,70801000,66132000.0,-30431000.0,,,,4208547000.0,61237000.0,,79439000.0,,,,,-64601000.0,123706000.0,,,163625000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,3441000.0,191630000.0,-114969000.0,-5699000.0,148819000.0,829150000.0,8992000.0,210023000.0,107394000.0,66132000.0,,,,,-17065000.0,17922000.0,2860325000.0,,-1353000.0,1003000.0,0.0,-238809000.0,,-1481125000.0,-20377000.0,19275000.0,,8274055000.0,,17922000.0,,,17922000.0,7259978000.0,49362000.0,56134000.0,,,,,16825000.0,72839000.0,51953000.0,,3026000.0,,434003000.0,,,-11573000.0,123488000.0,277442000,225969000.0,,-125227000.0,-31195000.0,-124880000.0,62287000,8274055000.0,-207031000.0,,,219613000.0,,,,,1003000.0,,6792930000.0,,-3439000.0,1164704000.0,3441000.0,33160000.0,,19213000.0,-332795000.0,-1481125000.0,-28748000.0,-48210000.0,667472000.0,,158838000,4874959000.0,4602222000.0,335777000.0,289122000.0,319260000.0,30487000.0,92293000.0,-2090942000.0,233469000.0,,-41499000.0,3026000.0,272737000.0,494861000.0,13730000.0,-2090942000.0,,,,243588000.0,-844000.0,51953000.0,225125000.0,7754839000.0,7754839000.0,-3658000,17922000.0,,4453403000.0,7259978000.0,-255622000.0,,0.0,497232000.0,,72839000.0,,,0.6,,148819000.0,,73316000.0,,,4874959000.0,,211550000.0,293650000.0,2860325000.0,84159000.0,-5952000.0,169681000.0,293650000.0,340446000.0,-446592000.0,290279000.0,,17922000.0,120803000.0,12431000,12816000,17922000.0,-46818000.0,494861000.0,157560000.0,,4453403000.0,2529000.0,,120803000.0,4602222000.0,6792930000.0,,272737000.0,-64916000.0,107761000.0,444487000.0,211550000.0,157560000.0,0.6,202305000.0,191630000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,3450000.0,,,-49689000.0,,,38900000.0,,100464000.0,17922000.0,,,,,161000.0,,2873698000.0,344597000.0,,,0.0,,,-1176719000.0,-313695000.0,,,,,17806000.0,,,17806000.0,,,49610000.0,,,,,-53273000.0,46723000.0,38063000.0,,2739000.0,,,,,,42678000.0,267435000,,,,-890000.0,-20182000.0,53045000,7210044000.0,,,,,,,0.19,,65105000.0,,6033325000.0,,1484000.0,,,4882000.0,,11896000.0,0.0,,,-116000.0,,,170413000,,4580963000.0,,,,,41788000.0,-2084810000.0,,,,,255358000.0,1285890000.0,17004000.0,,,,,,,,,,7730504000.0,64624000,,,,6444614000.0,,,,,,,348653000.0,,,,136595000.0,,66835000.0,,,4836321000.0,,243610000.0,,,,238000.0,153509000.0,341911000.0,,,,0.19,,,37416000,65244000,17806000.0,-22612000.0,,,,4444368000.0,35127000.0,,73400000.0,,,,,-58607000.0,113926000.0,,,139596000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,3451000.0,,,-519000.0,,,55707000.0,,99127000.0,17806000.0,,,,,-117208000.0,,3264441000.0,345098000.0,,,0.0,,,-1178976000.0,-758828000.0,,,,,20254000.0,,,20254000.0,,,42976000.0,,,,,46305000.0,63396000.0,36480000.0,,2340000.0,,,,,,132974000.0,225897000,,,,-20039000.0,-1171685000.0,47191000,7177667000.0,,,,,,,1.3,,3742000.0,,5998691000.0,,-2288000.0,,,-126000.0,,96947000.0,0.0,,,2448000.0,,,177017000,,3602756000.0,,,,,112935000.0,-1694574000.0,,,,,219922000.0,713248000.0,19238000.0,,,,,,,,,,7114521000.0,448791000,,,,6401273000.0,,,,,,,349161000.0,,,,142013000.0,,61789000.0,,,3822678000.0,,472177000.0,,,,-7064000.0,146318000.0,284739000.0,,,,1.3,,,57995000,449380000,20254000.0,1041159000.0,,,,3460743000.0,50117000.0,,79228000.0,,,,,-58667000.0,79579000.0,,,133904000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,3453000.0,,,-4812000.0,,,73835000.0,,92705000.0,20254000.0,,,,,52003000.0,,3287265000.0,345256000.0,,,0.0,,,-1202585000.0,-14510000.0,,,,,175874000.0,,,175874000.0,,,41615000.0,,,,,10292000.0,66709000.0,39830000.0,,2066000.0,,,,,,102566000.0,234537000,,,,-7920000.0,-75808000.0,54299000,7179869000.0,,,,,,,0.22,,225000.0,,5977284000.0,,-3305000.0,,,-164000.0,,12308000.0,0.0,,,155620000.0,,,195348000,,3596461000.0,,,,,94646000.0,-1677314000.0,,,,,232005000.0,772545000.0,11340000.0,,,,,,,,,,7139909000.0,75841000,,,,6367364000.0,,,,,,,352150000.0,,,,150441000.0,,63511000.0,,,3828466000.0,,425305000.0,,,,-2441000.0,147004000.0,276926000.0,,,,0.22,,,77140000,76434000,175874000.0,128862000.0,,,,3446020000.0,59808000.0,,73819000.0,,,,,-58693000.0,87533000.0,,,137624000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,3453000.0,151004000.0,-1193808000.0,-17387000.0,146789000.0,676180000.0,17210000.0,144308000.0,89545000.0,175874000.0,,,,,15171000.0,22533000.0,3181932000.0,,4611000.0,972000.0,0.0,-1496069000.0,,-1192425000.0,-106775000.0,17922000.0,,7105097000.0,,22533000.0,,,22533000.0,6287409000.0,58565000.0,38998000.0,,,,,4464000.0,54921000.0,40506000.0,,1806000.0,,381841000.0,,,-72407000.0,101163000.0,221563000,189205000.0,,-28849000.0,-165477000.0,-228394000.0,55341000,7105097000.0,1121299000.0,,,173574000.0,,,,,972000.0,,5912672000.0,,181000.0,949432000.0,3453000.0,-62000.0,,-69387000.0,0.0,-1192425000.0,378000.0,-153341000.0,591717000.0,,133402000,3712312000.0,3488528000.0,345057000.0,4530000.0,350532000.0,7788000.0,101163000.0,-1785250000.0,209876000.0,,-49873000.0,1806000.0,223784000.0,629704000.0,10983000.0,-1785250000.0,,,,615310000.0,-3928000.0,40506000.0,185277000.0,6917113000.0,6917113000.0,22974000,22533000.0,,3341739000.0,6287409000.0,-307169000.0,,0.0,357715000.0,,54921000.0,,,1.77,,146789000.0,,61548000.0,,,3712312000.0,,409284000.0,268390000.0,3181932000.0,51764000.0,9645000.0,144886000.0,268390000.0,352197000.0,0.0,253683000.0,,22533000.0,96274000.0,17029000,24252000,22533000.0,-26110000.0,629704000.0,135627000.0,,3341739000.0,-744000.0,,96274000.0,3488528000.0,5912672000.0,,223784000.0,-131202000.0,76677000.0,379381000.0,409284000.0,135627000.0,1.77,612229000.0,151004000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,3459000.0,,,-23237000.0,,,43948000.0,,97133000.0,22533000.0,,,,,23589000.0,,3165431000.0,345665000.0,,,0.0,,,-1234634000.0,-16956000.0,,,,,15640000.0,,,15640000.0,,,37730000.0,,,,,-27544000.0,55121000.0,36534000.0,,1511000.0,,,,,,66709000.0,224954000,,,,-149823000.0,-10993000.0,47996000,7176225000.0,,,,,,,0.12,,1388000.0,,5941591000.0,,343000.0,,,548000.0,,14068000.0,,,,-6893000.0,,,159476000,,3516897000.0,,,,,66709000.0,-1804765000.0,,,,,189946000.0,615498000.0,18098000.0,,,,,,,,,,6896960000.0,42723000,,,,6281462000.0,,,,,,,349674000.0,,,,135837000.0,,62120000.0,,,3706843000.0,,380403000.0,,,,-9323000.0,145129000.0,277869000.0,,,,0.12,,,43605000,43307000,15640000.0,-62609000.0,,,,3381060000.0,31159000.0,,62240000.0,,,,,-62262000.0,79825000.0,,,138671000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,3503000.0,,,-27718000.0,,,109647000.0,,92581000.0,15640000.0,,,,,144414000.0,,3314389000.0,347464000.0,,,0.0,,,-1290102000.0,-478455000.0,,,,,91700000.0,,,91700000.0,,,37184000.0,,,,,22450000.0,46100000.0,41607000.0,,1216000.0,,,,,,124663000.0,226564000,,,,-136948000.0,-152699000.0,56078000,7334519000.0,,,,,,,0.31,,645000.0,,6044417000.0,,-157000.0,,,99296000.0,,14137000.0,,,,76060000.0,,,226992000,,3333779000.0,,,,,108634000.0,-1758547000.0,,,,,191037000.0,475136000.0,11584000.0,,,,,,,,,,6865025000.0,108485000,,,,6389889000.0,,,,,,,354433000.0,,,,135998000.0,,64474000.0,,,3524816000.0,,225002000.0,,,,-9151000.0,148659000.0,289299000.0,,,,0.31,,,109804000,109067000,91700000.0,104096000.0,,,,3197781000.0,90186000.0,,66175000.0,,,,,-62389000.0,77905000.0,,,141535000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,3546000.0,,,-3898000.0,,,112104000.0,,94646000.0,91700000.0,,,,,-29502000.0,,3481643000.0,351856000.0,,,0.0,,,-1282033000.0,-213651000.0,,,,,110211000.0,,,110211000.0,,,34606000.0,,,,,25468000.0,51339000.0,41292000.0,,938000.0,,,,,,155999000.0,226199000,,,,-154219000.0,-160291000.0,56974000,7282556000.0,,,,,,,0.32,,238000.0,,6000523000.0,,-359000.0,,,117669000.0,,12054000.0,,,,18511000.0,,,227398000,,3135945000.0,,,,,155999000.0,-1710215000.0,,,,,217214000.0,526449000.0,12534000.0,,,,,,,,,,6862081000.0,111434000,,,,6335632000.0,,,,,,,358981000.0,,,,144894000.0,,64960000.0,,,3353159000.0,,244752000.0,,,,-1075000.0,151620000.0,261447000.0,,,,0.32,,,112463000,112014000,110211000.0,22803000.0,,,,2991051000.0,89229000.0,,71915000.0,,,,,-63234000.0,74579000.0,,,144774000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,3548000.0,126956000.0,-817872000.0,-3061000.0,154389000.0,772076000.0,46983000.0,231581000.0,92712000.0,110211000.0,,,,,10218000.0,12639000.0,3465818000.0,,-9894000.0,1661000.0,0.0,-484933000.0,,-1283629000.0,-108810000.0,22533000.0,,7264591000.0,,12639000.0,,,12639000.0,6323225000.0,55389000.0,32056000.0,,,,,-5301000.0,53742000.0,39820000.0,,682000.0,,377071000.0,,,-57914000.0,102764000.0,224527000,313271000.0,,-170635000.0,-154606000.0,-160950000.0,57594000,7264591000.0,24904000.0,,,141576000.0,,,,,1661000.0,,5980962000.0,,-416000.0,902244000.0,3548000.0,2745000.0,,6452000.0,,-1283629000.0,-7040000.0,-97572000.0,595713000.0,,158210000,3278709000.0,3062866000.0,349942000.0,220258000.0,279500000.0,15073000.0,-51842000.0,-1730423000.0,218642000.0,,148719000.0,682000.0,215843000.0,448777000.0,13173000.0,-1730423000.0,,,,312143000.0,-589000.0,39820000.0,312682000.0,6772002000.0,6772002000.0,47150000,12639000.0,,2908477000.0,6323225000.0,-255279000.0,,0.0,306531000.0,,53742000.0,,,0.89,,154389000.0,,63865000.0,,,3278709000.0,,237775000.0,197807000.0,3465818000.0,46711000.0,12509000.0,150306000.0,197807000.0,357076000.0,0.0,255419000.0,,12639000.0,87250000.0,47399000,47755000,12639000.0,-39386000.0,448777000.0,136295000.0,,2908477000.0,21007000.0,,87250000.0,3062866000.0,5980962000.0,,215843000.0,-67394000.0,74221000.0,450135000.0,237775000.0,136295000.0,0.88,309787000.0,126956000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,3556000.0,,,-297000.0,,,72913000.0,,101527000.0,12639000.0,,,,,-30608000.0,,3467201000.0,355282000.0,,,0.0,,,-1325431000.0,-18155000.0,,,,,13389000.0,,,13389000.0,,,30505000.0,,,,,-2784000.0,67004000.0,43385000.0,,426000.0,,,,,,109943000.0,227314000,,,,-114369000.0,101697000.0,60419000,7443363000.0,,,,,,,0.2,,2708000.0,,6117932000.0,,2132000.0,,,786000.0,,13773000.0,,,,750000.0,,,184975000,,3292230000.0,,,,,-4426000.0,-1728170000.0,,,,,168400000.0,501845000.0,19232000.0,,,,,,,,,,6958510000.0,69658000,,,,6456665000.0,,,,,,,360700000.0,,,,211968000.0,,66172000.0,,,3460630000.0,,266720000.0,,,,-2380000.0,161946000.0,192709000.0,,,,0.2,,,70781000,70200000,13389000.0,-210890000.0,,,,3080262000.0,42466000.0,,28865000.0,,,,,-67554000.0,65368000.0,,,135172000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,3557000.0,,,-1742000.0,,,124620000.0,,79589000.0,13389000.0,,,,,-814190000.0,,4614149000.0,355647000.0,,,0.0,,,-1122527000.0,-621892000.0,,,,,76326000.0,,,76326000.0,,,21680000.0,,,,,5018000.0,73749000.0,38195000.0,,0.0,,,,,,121504000.0,189412000,,,,-123103000.0,-896964000.0,46041000,6292056000.0,,,,,,,3.38,,9089000.0,,5169529000.0,,5426000.0,,,2904000.0,,11179000.0,,,,62937000.0,,,213313000,,2491780000.0,,,,,-1599000.0,-585592000.0,,,,,162333000.0,1884682000.0,11858000.0,,,,,,,,,,7317569000.0,1210003000,,,,5432887000.0,,,,,,,361981000.0,,,,211652000.0,,58711000.0,,,2654113000.0,,1051078000.0,,,,-21399000.0,125630000.0,132817000.0,,,,3.4,,,119194000,1210543000,76326000.0,838397000.0,,,,2280128000.0,97999000.0,,13944000.0,,,,,-67577000.0,63782000.0,,,110404000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,3561000.0,,,-4264000.0,,,42368000.0,,78837000.0,76326000.0,,,,,329417000.0,,4710384000.0,355905000.0,,,0.0,,,-1159493000.0,-165599000.0,,,,,27315000.0,,,27315000.0,,,20835000.0,,,,,24919000.0,70432000.0,36285000.0,,0.0,,,,,,129052000.0,194828000,,,,-383397000.0,-218343000.0,47531000,6835883000.0,,,,,,,0.46,,2653000.0,,5676390000.0,,359000.0,,,3619000.0,,10072000.0,,,,-49011000.0,,,131195000,,2363312000.0,,,,,-254345000.0,-488328000.0,,,,,180784000.0,1341190000.0,10075000.0,,,,,,,,,,7297471000.0,164825000,,,,5956281000.0,,,,,,,362102000.0,,,,231432000.0,,55035000.0,,,2544096000.0,,701600000.0,,,,11733000.0,126368000.0,135089000.0,,,,0.46,,,42009000,165269000,27315000.0,40280000.0,,,,2131880000.0,9268000.0,,24547000.0,,,,,-67639000.0,68460000.0,,,111650000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,3564000.0,88653000.0,-812785000.0,-4020000.0,249934000.0,650799000.0,54423000.0,175645000.0,90640000.0,27315000.0,,,39109000.0,,404564000.0,67562000.0,4532844000.0,,54923000.0,1163000.0,0.0,-1089526000.0,,-1193905000.0,-7139000.0,12639000.0,,7348448000.0,,67562000.0,,,67562000.0,6447225000.0,54944000.0,21602000.0,,,,,-25137000.0,54545000.0,39109000.0,,0.0,,331059000.0,,,-10323000.0,87617000.0,215619000,290592000.0,,-982598000.0,-361729000.0,-75916000.0,44589000,7348448000.0,696333000.0,,,87003000.0,,,,,1163000.0,,6154543000.0,,-8275000.0,780934000.0,3564000.0,6074000.0,,11193000.0,0.0,-1193905000.0,-12835000.0,40247000.0,517931000.0,,152558000,2813818000.0,2672825000.0,355762000.0,13383000.0,-534482000.0,2016000.0,-274112000.0,-676036000.0,186872000.0,,-110817000.0,0.0,140993000.0,940971000.0,13779000.0,-676036000.0,,,,1634431000.0,-357000.0,39109000.0,290235000.0,7388196000.0,7388196000.0,185965000,67562000.0,,2422891000.0,6447225000.0,-576832000.0,39109000.0,0.0,263003000.0,,54545000.0,,,4.58,,249934000.0,,62688000.0,,,2813818000.0,,303290000.0,126487000.0,4532844000.0,46217000.0,-789000.0,135229000.0,126487000.0,362011000.0,-457000.0,242606000.0,,67562000.0,17911000.0,62698000,188419000,67562000.0,28546000.0,940971000.0,112432000.0,,2422891000.0,25912000.0,,17911000.0,2672825000.0,6154543000.0,,140993000.0,-374062000.0,80390000.0,448116000.0,303290000.0,112432000.0,4.56,1630450000.0,88653000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,3570000.0,,,0.0,,,83853000.0,,99338000.0,193627000.0,,,44610000.0,,29385000.0,,4533505000.0,356740000.0,,,,,,,-2001000.0,,,,,160861000.0,,,160861000.0,,,20000000.0,,,,,19495000.0,53339000.0,44610000.0,,,,,,,,113162000.0,234557000,,,,-22801000.0,-40090000.0,43268000,,,,,,,,0.2,,1327000.0,,,,10329000.0,,,706000.0,,8715000.0,,,,34736000.0,,,181382000,,2693424000.0,,,,,90361000.0,-674920000.0,,,,,153066000.0,937763000.0,21023000.0,,,,,,,,,,7427674000.0,72526000,,,,6489911000.0,,,,,,,360400000.0,,,,196968000.0,,63944000.0,,,2846490000.0,,232476000.0,,,,-42397000.0,142606000.0,121576000.0,,,,0.2,,,73524000,72963000,228363000.0,-38336000.0,,,,2496456000.0,56122000.0,,27166000.0,,,,,-71398000.0,91951000.0,,,119205000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,3572000.0,,,-2617000.0,,,192814000.0,,90428000.0,228363000.0,,,,,95128000.0,,4660492000.0,357054000.0,,,,,,,-5029000.0,,,,,86339000.0,,,86339000.0,,,20675000.0,,,,,143000.0,93515000.0,41562000.0,,,,,,,,117456000.0,210558000,,,,-186113000.0,-153476000.0,56912000,,,,,,,,0.54,,,,,,63000.0,,,670000.0,,10516000.0,,,,14279000.0,,,289321000,,2606791000.0,,,,,-68657000.0,-552685000.0,,,,,187057000.0,823681000.0,13459000.0,,,,,,,,,,7502818000.0,193427000,,,,6679137000.0,,,,,,,362741000.0,,,,189362000.0,,62095000.0,,,2793848000.0,,330657000.0,,,,-2708000.0,147340000.0,108768000.0,,,,0.54,,,192751000,193845000,242642000.0,50299000.0,,,,2417429000.0,151850000.0,,17774000.0,,,,,-71409000.0,63218000.0,,,116477000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,3583000.0,,,-111000.0,,,52405000.0,,88482000.0,242642000.0,,,,,-8220000.0,,4672461000.0,357898000.0,,,,,,,-226038000.0,,,,,133405000.0,,,133405000.0,,,21462000.0,,,,,18901000.0,100323000.0,38773000.0,,,,,,,,141031000.0,231898000,,,,,230675000.0,60467000,,,,,,,,0.15,,606000.0,,,,-897000.0,,,29215000.0,,10065000.0,,,,30159000.0,,,152722000,,2881823000.0,,,,,141031000.0,-571617000.0,,,,,218063000.0,933198000.0,8959000.0,,,,,,,,,,7824810000.0,52631000,,,,6891612000.0,,,,,,,361410000.0,,,,247647000.0,,64421000.0,,,3099886000.0,,313723000.0,,,,49154000.0,148949000.0,107811000.0,,,,0.15,,,53302000,53025000,272801000.0,-341547000.0,,,,2634176000.0,9271000.0,,27463000.0,,,,,-71656000.0,82949000.0,,,121974000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
